well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
B12,1200,B3AR,12,8,0.0,85,1,no_lipo,5,3,1,4,11,1
E21,1201,B3AR,13,14,0.0,85,0,no_lipo,5,3,1,4,20,4
D6,1202,B3AR,14,14,0.0,85,0,no_lipo,5,3,1,4,5,3
H7,1203,B3AR,15,14,0.0,85,1,no_lipo,5,3,1,4,6,7
H4,1204,B3AR,16,14,0.0,85,1,no_lipo,5,3,1,4,3,7
N1,1205,B3AR,17,14,0.0,135,1,no_lipo,5,3,1,4,0,13
P2,1206,B3AR,18,14,1.25,185,1,no_lipo,5,3,1,4,1,15
M20,1207,B3AR,19,20,0.0,85,0,no_lipo,5,3,1,4,19,12
M10,1208,B3AR,20,20,0.0,135,0,no_lipo,5,3,1,4,9,12
C21,1209,B3AR,21,20,0.0,135,0,no_lipo,5,3,1,4,20,2
K17,1210,B3AR,22,20,0.0,135,1,no_lipo,5,3,1,4,16,10
B15,1211,B3AR,23,20,0.0,185,0,no_lipo,5,3,1,4,14,1
L8,1212,B3AR,12,8,0.0,85,1,no_lipo,5,3,1,4,7,11
C12,1213,B3AR,13,14,0.0,85,0,no_lipo,5,3,1,4,11,2
D4,1214,B3AR,14,14,0.0,85,0,no_lipo,5,3,1,4,3,3
M11,1215,B3AR,15,14,0.0,85,1,no_lipo,5,3,1,4,10,12
L14,1216,B3AR,16,14,0.0,85,1,no_lipo,5,3,1,4,13,11
L17,1217,B3AR,17,14,0.0,135,1,no_lipo,5,3,1,4,16,11
K7,1218,B3AR,18,14,1.25,185,1,no_lipo,5,3,1,4,6,10
H3,1219,B3AR,19,20,0.0,85,0,no_lipo,5,3,1,4,2,7
K14,1220,B3AR,20,20,0.0,135,0,no_lipo,5,3,1,4,13,10
O24,1221,B3AR,21,20,0.0,135,0,no_lipo,5,3,1,4,23,14
O2,1222,B3AR,22,20,0.0,135,1,no_lipo,5,3,1,4,1,14
B7,1223,B3AR,23,20,0.0,185,0,no_lipo,5,3,1,4,6,1
M2,1224,B3AR,12,8,0.0,85,1,no_lipo,5,3,1,4,1,12
I12,1225,B3AR,13,14,0.0,85,0,no_lipo,5,3,1,4,11,8
C13,1226,B3AR,14,14,0.0,85,0,no_lipo,5,3,1,4,12,2
J16,1227,B3AR,15,14,0.0,85,1,no_lipo,5,3,1,4,15,9
L22,1228,B3AR,16,14,0.0,85,1,no_lipo,5,3,1,4,21,11
O19,1229,B3AR,17,14,0.0,135,1,no_lipo,5,3,1,4,18,14
K9,1230,B3AR,18,14,1.25,185,1,no_lipo,5,3,1,4,8,10
C17,1231,B3AR,19,20,0.0,85,0,no_lipo,5,3,1,4,16,2
G4,1232,B3AR,20,20,0.0,135,0,no_lipo,5,3,1,4,3,6
N10,1233,B3AR,21,20,0.0,135,0,no_lipo,5,3,1,4,9,13
C10,1234,B3AR,22,20,0.0,135,1,no_lipo,5,3,1,4,9,2
M16,1235,B3AR,23,20,0.0,185,0,no_lipo,5,3,1,4,15,12
A23,1236,B3AR,12,8,0.0,85,1,no_lipo,5,3,1,4,22,0
K8,1237,B3AR,13,14,0.0,85,0,no_lipo,5,3,1,4,7,10
E4,1238,B3AR,14,14,0.0,85,0,no_lipo,5,3,1,4,3,4
I8,1239,B3AR,15,14,0.0,85,1,no_lipo,5,3,1,4,7,8
J21,1240,B3AR,16,14,0.0,85,1,no_lipo,5,3,1,4,20,9
C23,1241,B3AR,17,14,0.0,135,1,no_lipo,5,3,1,4,22,2
I16,1242,B3AR,18,14,1.25,185,1,no_lipo,5,3,1,4,15,8
B23,1243,B3AR,19,20,0.0,85,0,no_lipo,5,3,1,4,22,1
B11,1244,B3AR,20,20,0.0,135,0,no_lipo,5,3,1,4,10,1
E7,1245,B3AR,21,20,0.0,135,0,no_lipo,5,3,1,4,6,4
A21,1246,B3AR,22,20,0.0,135,1,no_lipo,5,3,1,4,20,0
A2,1247,B3AR,23,20,0.0,185,0,no_lipo,5,3,1,4,1,0
N9,1248,CD9,48,8,0.0,135,1,DMPC,5,3,1,4,8,13
O16,1249,CD9,49,8,0.0,135,2,DMPC,5,3,1,4,15,14
E24,1250,CD9,50,8,0.0,185,1,DMPC,5,3,1,4,23,4
J15,1251,CD9,51,8,0.0,185,2,DMPC,5,3,1,4,14,9
H17,1252,CD9,52,8,1.25,185,2,DMPC,5,3,1,4,16,7
H9,1253,CD9,53,14,0.0,135,0,DMPC,5,3,1,4,8,7
F14,1254,CD9,54,14,0.0,135,0,DOPC,5,3,1,4,13,5
H16,1255,CD9,55,14,0.0,135,1,DMPC,5,3,1,4,15,7
L23,1256,CD9,56,14,0.0,135,2,DMPC,5,3,1,4,22,11
K6,1257,CD9,57,14,0.0,185,1,DMPC,5,3,1,4,5,10
K10,1258,CD9,58,14,0.0,185,2,DMPC,5,3,1,4,9,10
F8,1259,CD9,59,20,0.0,85,0,DMPC,5,3,1,4,7,5
P7,1260,CD9,48,8,0.0,135,1,DMPC,5,3,1,4,6,15
E15,1261,CD9,49,8,0.0,135,2,DMPC,5,3,1,4,14,4
A12,1262,CD9,50,8,0.0,185,1,DMPC,5,3,1,4,11,0
H10,1263,CD9,51,8,0.0,185,2,DMPC,5,3,1,4,9,7
E22,1264,CD9,52,8,1.25,185,2,DMPC,5,3,1,4,21,4
B21,1265,CD9,53,14,0.0,135,0,DMPC,5,3,1,4,20,1
L15,1266,CD9,54,14,0.0,135,0,DOPC,5,3,1,4,14,11
B18,1267,CD9,55,14,0.0,135,1,DMPC,5,3,1,4,17,1
I9,1268,CD9,56,14,0.0,135,2,DMPC,5,3,1,4,8,8
I20,1269,CD9,57,14,0.0,185,1,DMPC,5,3,1,4,19,8
L21,1270,CD9,58,14,0.0,185,2,DMPC,5,3,1,4,20,11
A24,1271,CD9,59,20,0.0,85,0,DMPC,5,3,1,4,23,0
B1,1272,CD9,48,8,0.0,135,1,DMPC,5,3,1,4,0,1
M21,1273,CD9,49,8,0.0,135,2,DMPC,5,3,1,4,20,12
P15,1274,CD9,50,8,0.0,185,1,DMPC,5,3,1,4,14,15
D24,1275,CD9,51,8,0.0,185,2,DMPC,5,3,1,4,23,3
L13,1276,CD9,52,8,1.25,185,2,DMPC,5,3,1,4,12,11
P17,1277,CD9,53,14,0.0,135,0,DMPC,5,3,1,4,16,15
P4,1278,CD9,54,14,0.0,135,0,DOPC,5,3,1,4,3,15
B17,1279,CD9,55,14,0.0,135,1,DMPC,5,3,1,4,16,1
E20,1280,CD9,56,14,0.0,135,2,DMPC,5,3,1,4,19,4
G23,1281,CD9,57,14,0.0,185,1,DMPC,5,3,1,4,22,6
L10,1282,CD9,58,14,0.0,185,2,DMPC,5,3,1,4,9,11
D10,1283,CD9,59,20,0.0,85,0,DMPC,5,3,1,4,9,3
F21,1284,CD9,48,8,0.0,135,1,DMPC,5,3,1,4,20,5
C16,1285,CD9,49,8,0.0,135,2,DMPC,5,3,1,4,15,2
F1,1286,CD9,50,8,0.0,185,1,DMPC,5,3,1,4,0,5
C5,1287,CD9,51,8,0.0,185,2,DMPC,5,3,1,4,4,2
F9,1288,CD9,52,8,1.25,185,2,DMPC,5,3,1,4,8,5
D22,1289,CD9,53,14,0.0,135,0,DMPC,5,3,1,4,21,3
P18,1290,CD9,54,14,0.0,135,0,DOPC,5,3,1,4,17,15
I7,1291,CD9,55,14,0.0,135,1,DMPC,5,3,1,4,6,8
G24,1292,CD9,56,14,0.0,135,2,DMPC,5,3,1,4,23,6
C11,1293,CD9,57,14,0.0,185,1,DMPC,5,3,1,4,10,2
L5,1294,CD9,58,14,0.0,185,2,DMPC,5,3,1,4,4,11
C20,1295,CD9,59,20,0.0,85,0,DMPC,5,3,1,4,19,2
K23,1296,CD9,48,8,0.0,135,1,no_lipo,5,3,1,4,22,10
P3,1297,CD9,49,8,0.0,135,2,no_lipo,5,3,1,4,2,15
K20,1298,CD9,50,8,0.0,185,1,no_lipo,5,3,1,4,19,10
G2,1299,CD9,51,8,0.0,185,2,no_lipo,5,3,1,4,1,6
J11,1300,CD9,52,8,1.25,185,2,no_lipo,5,3,1,4,10,9
P1,1301,CD9,53,14,0.0,135,0,no_lipo,5,3,1,4,0,15
O20,1302,CD9,54,14,0.0,135,0,no_lipo,5,3,1,4,19,14
A6,1303,CD9,55,14,0.0,135,1,no_lipo,5,3,1,4,5,0
E13,1304,CD9,56,14,0.0,135,2,no_lipo,5,3,1,4,12,4
D18,1305,CD9,57,14,0.0,185,1,no_lipo,5,3,1,4,17,3
D20,1306,CD9,58,14,0.0,185,2,no_lipo,5,3,1,4,19,3
O22,1307,CD9,59,20,0.0,85,0,no_lipo,5,3,1,4,21,14
D11,1308,CD9,48,8,0.0,135,1,no_lipo,5,3,1,4,10,3
N11,1309,CD9,49,8,0.0,135,2,no_lipo,5,3,1,4,10,13
H20,1310,CD9,50,8,0.0,185,1,no_lipo,5,3,1,4,19,7
A5,1311,CD9,51,8,0.0,185,2,no_lipo,5,3,1,4,4,0
K1,1312,CD9,52,8,1.25,185,2,no_lipo,5,3,1,4,0,10
M13,1313,CD9,53,14,0.0,135,0,no_lipo,5,3,1,4,12,12
B10,1314,CD9,54,14,0.0,135,0,no_lipo,5,3,1,4,9,1
N4,1315,CD9,55,14,0.0,135,1,no_lipo,5,3,1,4,3,13
E3,1316,CD9,56,14,0.0,135,2,no_lipo,5,3,1,4,2,4
E9,1317,CD9,57,14,0.0,185,1,no_lipo,5,3,1,4,8,4
G7,1318,CD9,58,14,0.0,185,2,no_lipo,5,3,1,4,6,6
E10,1319,CD9,59,20,0.0,85,0,no_lipo,5,3,1,4,9,4
A14,1320,CD9,48,8,0.0,135,1,no_lipo,5,3,1,4,13,0
C14,1321,CD9,49,8,0.0,135,2,no_lipo,5,3,1,4,13,2
P11,1322,CD9,50,8,0.0,185,1,no_lipo,5,3,1,4,10,15
M18,1323,CD9,51,8,0.0,185,2,no_lipo,5,3,1,4,17,12
P22,1324,CD9,52,8,1.25,185,2,no_lipo,5,3,1,4,21,15
C2,1325,CD9,53,14,0.0,135,0,no_lipo,5,3,1,4,1,2
G17,1326,CD9,54,14,0.0,135,0,no_lipo,5,3,1,4,16,6
K12,1327,CD9,55,14,0.0,135,1,no_lipo,5,3,1,4,11,10
O18,1328,CD9,56,14,0.0,135,2,no_lipo,5,3,1,4,17,14
A16,1329,CD9,57,14,0.0,185,1,no_lipo,5,3,1,4,15,0
M24,1330,CD9,58,14,0.0,185,2,no_lipo,5,3,1,4,23,12
K4,1331,CD9,59,20,0.0,85,0,no_lipo,5,3,1,4,3,10
G12,1332,CD9,48,8,0.0,135,1,no_lipo,5,3,1,4,11,6
E2,1333,CD9,49,8,0.0,135,2,no_lipo,5,3,1,4,1,4
H14,1334,CD9,50,8,0.0,185,1,no_lipo,5,3,1,4,13,7
A10,1335,CD9,51,8,0.0,185,2,no_lipo,5,3,1,4,9,0
K21,1336,CD9,52,8,1.25,185,2,no_lipo,5,3,1,4,20,10
D3,1337,CD9,53,14,0.0,135,0,no_lipo,5,3,1,4,2,3
I23,1338,CD9,54,14,0.0,135,0,no_lipo,5,3,1,4,22,8
A1,1339,CD9,55,14,0.0,135,1,no_lipo,5,3,1,4,0,0
K24,1340,CD9,56,14,0.0,135,2,no_lipo,5,3,1,4,23,10
B4,1341,CD9,57,14,0.0,185,1,no_lipo,5,3,1,4,3,1
K16,1342,CD9,58,14,0.0,185,2,no_lipo,5,3,1,4,15,10
H13,1343,CD9,59,20,0.0,85,0,no_lipo,5,3,1,4,12,7
D5,1344,CRCM,72,8,0.0,85,0,DMPC,5,3,1,4,4,3
O23,1345,CRCM,73,8,0.0,85,1,DMPC,5,3,1,4,22,14
C15,1346,CRCM,74,8,0.0,85,2,DMPC,5,3,1,4,14,2
C19,1347,CRCM,75,8,0.0,135,0,DMPC,5,3,1,4,18,2
G14,1348,CRCM,76,8,0.0,135,2,DMPC,5,3,1,4,13,6
G21,1349,CRCM,77,8,0.0,185,1,DOPC,5,3,1,4,20,6
I24,1350,CRCM,78,14,0.0,85,1,DMPC,5,3,1,4,23,8
O13,1351,CRCM,79,14,0.0,135,0,DMPC,5,3,1,4,12,14
G9,1352,CRCM,80,14,0.0,135,1,DOPC,5,3,1,4,8,6
F22,1353,CRCM,81,14,0.0,185,1,DMPC,5,3,1,4,21,5
L19,1354,CRCM,82,14,0.0,185,2,DOPC,5,3,1,4,18,11
J13,1355,CRCM,83,20,1.25,185,0,DMPC,5,3,1,4,12,9
L11,1356,CRCM,72,8,0.0,85,0,DMPC,5,3,1,4,10,11
L7,1357,CRCM,73,8,0.0,85,1,DMPC,5,3,1,4,6,11
B5,1358,CRCM,74,8,0.0,85,2,DMPC,5,3,1,4,4,1
H11,1359,CRCM,75,8,0.0,135,0,DMPC,5,3,1,4,10,7
C18,1360,CRCM,76,8,0.0,135,2,DMPC,5,3,1,4,17,2
M9,1361,CRCM,77,8,0.0,185,1,DOPC,5,3,1,4,8,12
J8,1362,CRCM,78,14,0.0,85,1,DMPC,5,3,1,4,7,9
L12,1363,CRCM,79,14,0.0,135,0,DMPC,5,3,1,4,11,11
N12,1364,CRCM,80,14,0.0,135,1,DOPC,5,3,1,4,11,13
F10,1365,CRCM,81,14,0.0,185,1,DMPC,5,3,1,4,9,5
A3,1366,CRCM,82,14,0.0,185,2,DOPC,5,3,1,4,2,0
D19,1367,CRCM,83,20,1.25,185,0,DMPC,5,3,1,4,18,3
N3,1368,CRCM,72,8,0.0,85,0,DMPC,5,3,1,4,2,13
G5,1369,CRCM,73,8,0.0,85,1,DMPC,5,3,1,4,4,6
J24,1370,CRCM,74,8,0.0,85,2,DMPC,5,3,1,4,23,9
J5,1371,CRCM,75,8,0.0,135,0,DMPC,5,3,1,4,4,9
F16,1372,CRCM,76,8,0.0,135,2,DMPC,5,3,1,4,15,5
I10,1373,CRCM,77,8,0.0,185,1,DOPC,5,3,1,4,9,8
P19,1374,CRCM,78,14,0.0,85,1,DMPC,5,3,1,4,18,15
P14,1375,CRCM,79,14,0.0,135,0,DMPC,5,3,1,4,13,15
E14,1376,CRCM,80,14,0.0,135,1,DOPC,5,3,1,4,13,4
G20,1377,CRCM,81,14,0.0,185,1,DMPC,5,3,1,4,19,6
G13,1378,CRCM,82,14,0.0,185,2,DOPC,5,3,1,4,12,6
P13,1379,CRCM,83,20,1.25,185,0,DMPC,5,3,1,4,12,15
P12,1380,CRCM,72,8,0.0,85,0,DMPC,5,3,1,4,11,15
H1,1381,CRCM,73,8,0.0,85,1,DMPC,5,3,1,4,0,7
P6,1382,CRCM,74,8,0.0,85,2,DMPC,5,3,1,4,5,15
L9,1383,CRCM,75,8,0.0,135,0,DMPC,5,3,1,4,8,11
J10,1384,CRCM,76,8,0.0,135,2,DMPC,5,3,1,4,9,9
H2,1385,CRCM,77,8,0.0,185,1,DOPC,5,3,1,4,1,7
A15,1386,CRCM,78,14,0.0,85,1,DMPC,5,3,1,4,14,0
N21,1387,CRCM,79,14,0.0,135,0,DMPC,5,3,1,4,20,13
D14,1388,CRCM,80,14,0.0,135,1,DOPC,5,3,1,4,13,3
N24,1389,CRCM,81,14,0.0,185,1,DMPC,5,3,1,4,23,13
E18,1390,CRCM,82,14,0.0,185,2,DOPC,5,3,1,4,17,4
M7,1391,CRCM,83,20,1.25,185,0,DMPC,5,3,1,4,6,12
H19,1392,CRCM,72,8,0.0,85,0,no_lipo,5,3,1,4,18,7
I11,1393,CRCM,73,8,0.0,85,1,no_lipo,5,3,1,4,10,8
O5,1394,CRCM,74,8,0.0,85,2,no_lipo,5,3,1,4,4,14
I17,1395,CRCM,75,8,0.0,135,0,no_lipo,5,3,1,4,16,8
O11,1396,CRCM,76,8,0.0,135,2,no_lipo,5,3,1,4,10,14
M15,1397,CRCM,77,8,0.0,185,1,no_lipo,5,3,1,4,14,12
N17,1398,CRCM,78,14,0.0,85,1,no_lipo,5,3,1,4,16,13
F18,1399,CRCM,79,14,0.0,135,0,no_lipo,5,3,1,4,17,5
O10,1400,CRCM,80,14,0.0,135,1,no_lipo,5,3,1,4,9,14
H6,1401,CRCM,81,14,0.0,185,1,no_lipo,5,3,1,4,5,7
F15,1402,CRCM,82,14,0.0,185,2,no_lipo,5,3,1,4,14,5
G6,1403,CRCM,83,20,1.25,185,0,no_lipo,5,3,1,4,5,6
O7,1404,CRCM,72,8,0.0,85,0,no_lipo,5,3,1,4,6,14
B20,1405,CRCM,73,8,0.0,85,1,no_lipo,5,3,1,4,19,1
F2,1406,CRCM,74,8,0.0,85,2,no_lipo,5,3,1,4,1,5
P9,1407,CRCM,75,8,0.0,135,0,no_lipo,5,3,1,4,8,15
I6,1408,CRCM,76,8,0.0,135,2,no_lipo,5,3,1,4,5,8
D16,1409,CRCM,77,8,0.0,185,1,no_lipo,5,3,1,4,15,3
I22,1410,CRCM,78,14,0.0,85,1,no_lipo,5,3,1,4,21,8
N18,1411,CRCM,79,14,0.0,135,0,no_lipo,5,3,1,4,17,13
J7,1412,CRCM,80,14,0.0,135,1,no_lipo,5,3,1,4,6,9
L6,1413,CRCM,81,14,0.0,185,1,no_lipo,5,3,1,4,5,11
D23,1414,CRCM,82,14,0.0,185,2,no_lipo,5,3,1,4,22,3
F12,1415,CRCM,83,20,1.25,185,0,no_lipo,5,3,1,4,11,5
N19,1416,CRCM,72,8,0.0,85,0,no_lipo,5,3,1,4,18,13
N5,1417,CRCM,73,8,0.0,85,1,no_lipo,5,3,1,4,4,13
E11,1418,CRCM,74,8,0.0,85,2,no_lipo,5,3,1,4,10,4
F11,1419,CRCM,75,8,0.0,135,0,no_lipo,5,3,1,4,10,5
A4,1420,CRCM,76,8,0.0,135,2,no_lipo,5,3,1,4,3,0
C9,1421,CRCM,77,8,0.0,185,1,no_lipo,5,3,1,4,8,2
J19,1422,CRCM,78,14,0.0,85,1,no_lipo,5,3,1,4,18,9
H5,1423,CRCM,79,14,0.0,135,0,no_lipo,5,3,1,4,4,7
C4,1424,CRCM,80,14,0.0,135,1,no_lipo,5,3,1,4,3,2
I19,1425,CRCM,81,14,0.0,185,1,no_lipo,5,3,1,4,18,8
E8,1426,CRCM,82,14,0.0,185,2,no_lipo,5,3,1,4,7,4
M6,1427,CRCM,83,20,1.25,185,0,no_lipo,5,3,1,4,5,12
A18,1428,CRCM,72,8,0.0,85,0,no_lipo,5,3,1,4,17,0
J22,1429,CRCM,73,8,0.0,85,1,no_lipo,5,3,1,4,21,9
P5,1430,CRCM,74,8,0.0,85,2,no_lipo,5,3,1,4,4,15
E17,1431,CRCM,75,8,0.0,135,0,no_lipo,5,3,1,4,16,4
K3,1432,CRCM,76,8,0.0,135,2,no_lipo,5,3,1,4,2,10
I13,1433,CRCM,77,8,0.0,185,1,no_lipo,5,3,1,4,12,8
C22,1434,CRCM,78,14,0.0,85,1,no_lipo,5,3,1,4,21,2
G19,1435,CRCM,79,14,0.0,135,0,no_lipo,5,3,1,4,18,6
J6,1436,CRCM,80,14,0.0,135,1,no_lipo,5,3,1,4,5,9
N23,1437,CRCM,81,14,0.0,185,1,no_lipo,5,3,1,4,22,13
J18,1438,CRCM,82,14,0.0,185,2,no_lipo,5,3,1,4,17,9
I5,1439,CRCM,83,20,1.25,185,0,no_lipo,5,3,1,4,4,8
D1,1440,MtlA,120,8,0.0,135,0,DMPC,5,3,1,4,0,3
G18,1441,MtlA,121,8,0.0,135,1,DMPC,5,3,1,4,17,6
F20,1442,MtlA,122,8,0.0,185,2,DMPC,5,3,1,4,19,5
B24,1443,MtlA,123,8,0.0,185,2,DOPC,5,3,1,4,23,1
B14,1444,MtlA,124,14,0.0,135,0,DMPC,5,3,1,4,13,1
F19,1445,MtlA,125,14,0.0,135,1,DMPC,5,3,1,4,18,5
A7,1446,MtlA,126,14,0.0,185,1,DMPC,5,3,1,4,6,0
A19,1447,MtlA,127,14,0.0,185,2,DOPC,5,3,1,4,18,0
M8,1448,MtlA,128,20,0.0,85,2,DOPC,5,3,1,4,7,12
J20,1449,MtlA,129,20,0.0,185,0,DMPC,5,3,1,4,19,9
E12,1450,MtlA,130,20,0.0,185,1,DMPC,5,3,1,4,11,4
A11,1451,MtlA,131,20,1.25,85,2,DOPC,5,3,1,4,10,0
N14,1452,MtlA,120,8,0.0,135,0,DMPC,5,3,1,4,13,13
J4,1453,MtlA,121,8,0.0,135,1,DMPC,5,3,1,4,3,9
L2,1454,MtlA,122,8,0.0,185,2,DMPC,5,3,1,4,1,11
K5,1455,MtlA,123,8,0.0,185,2,DOPC,5,3,1,4,4,10
O1,1456,MtlA,124,14,0.0,135,0,DMPC,5,3,1,4,0,14
K22,1457,MtlA,125,14,0.0,135,1,DMPC,5,3,1,4,21,10
F6,1458,MtlA,126,14,0.0,185,1,DMPC,5,3,1,4,5,5
O21,1459,MtlA,127,14,0.0,185,2,DOPC,5,3,1,4,20,14
G3,1460,MtlA,128,20,0.0,85,2,DOPC,5,3,1,4,2,6
M23,1461,MtlA,129,20,0.0,185,0,DMPC,5,3,1,4,22,12
J12,1462,MtlA,130,20,0.0,185,1,DMPC,5,3,1,4,11,9
E1,1463,MtlA,131,20,1.25,85,2,DOPC,5,3,1,4,0,4
C7,1464,MtlA,120,8,0.0,135,0,DMPC,5,3,1,4,6,2
P23,1465,MtlA,121,8,0.0,135,1,DMPC,5,3,1,4,22,15
K19,1466,MtlA,122,8,0.0,185,2,DMPC,5,3,1,4,18,10
H15,1467,MtlA,123,8,0.0,185,2,DOPC,5,3,1,4,14,7
J23,1468,MtlA,124,14,0.0,135,0,DMPC,5,3,1,4,22,9
C6,1469,MtlA,125,14,0.0,135,1,DMPC,5,3,1,4,5,2
H21,1470,MtlA,126,14,0.0,185,1,DMPC,5,3,1,4,20,7
E19,1471,MtlA,127,14,0.0,185,2,DOPC,5,3,1,4,18,4
L1,1472,MtlA,128,20,0.0,85,2,DOPC,5,3,1,4,0,11
F3,1473,MtlA,129,20,0.0,185,0,DMPC,5,3,1,4,2,5
O8,1474,MtlA,130,20,0.0,185,1,DMPC,5,3,1,4,7,14
N8,1475,MtlA,131,20,1.25,85,2,DOPC,5,3,1,4,7,13
F4,1476,MtlA,120,8,0.0,135,0,DMPC,5,3,1,4,3,5
N6,1477,MtlA,121,8,0.0,135,1,DMPC,5,3,1,4,5,13
B6,1478,MtlA,122,8,0.0,185,2,DMPC,5,3,1,4,5,1
B3,1479,MtlA,123,8,0.0,185,2,DOPC,5,3,1,4,2,1
I21,1480,MtlA,124,14,0.0,135,0,DMPC,5,3,1,4,20,8
L3,1481,MtlA,125,14,0.0,135,1,DMPC,5,3,1,4,2,11
D2,1482,MtlA,126,14,0.0,185,1,DMPC,5,3,1,4,1,3
K18,1483,MtlA,127,14,0.0,185,2,DOPC,5,3,1,4,17,10
B9,1484,MtlA,128,20,0.0,85,2,DOPC,5,3,1,4,8,1
O6,1485,MtlA,129,20,0.0,185,0,DMPC,5,3,1,4,5,14
M14,1486,MtlA,130,20,0.0,185,1,DMPC,5,3,1,4,13,12
I15,1487,MtlA,131,20,1.25,85,2,DOPC,5,3,1,4,14,8
A20,1488,MtlA,120,8,0.0,135,0,no_lipo,5,3,1,4,19,0
D13,1489,MtlA,121,8,0.0,135,1,no_lipo,5,3,1,4,12,3
M5,1490,MtlA,122,8,0.0,185,2,no_lipo,5,3,1,4,4,12
M1,1491,MtlA,123,8,0.0,185,2,no_lipo,5,3,1,4,0,12
K15,1492,MtlA,124,14,0.0,135,0,no_lipo,5,3,1,4,14,10
O14,1493,MtlA,125,14,0.0,135,1,no_lipo,5,3,1,4,13,14
G16,1494,MtlA,126,14,0.0,185,1,no_lipo,5,3,1,4,15,6
P20,1495,MtlA,127,14,0.0,185,2,no_lipo,5,3,1,4,19,15
N2,1496,MtlA,128,20,0.0,85,2,no_lipo,5,3,1,4,1,13
