well_name,unique_id,DNA_name,rxn_id,DNA_conc,Mg,SecYE,K,PEG,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
P16,794,Vol,115,5.0,14,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,3,15,15
P10,795,Vol,122,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,9,15
H21,796,Vol,127,5.0,14,0.0,185,0,1.0,3,DOPC--15%PE--0%Chol,1,3,20,7
O10,797,Vol,132,5.0,14,0.625,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,9,14
L12,798,Vol,157,5.0,17,0.0,235,0,0.1,3,DOPC--0%PE--0%Chol,1,3,11,11
O7,799,Vol,177,5.0,17,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,3,6,14
E18,800,Vol,4,2.5,8,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,17,4
K12,801,Vol,37,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,11,10
A20,802,Vol,41,2.5,17,0.0,135,0,0.1,3,DMPC--0%PE--0%Chol,1,3,19,0
O20,803,Vol,59,2.5,17,0.625,235,0,0.1,3,DMPC--0%PE--0%Chol,1,3,19,14
L18,804,Vol,63,2.5,17,0.625,235,0,0.1,3,DMPC--15%PE--0%Chol,1,3,17,11
B13,805,Vol,70,5.0,8,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,3,12,1
B22,806,Vol,74,5.0,8,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,3,21,1
B23,807,Vol,86,5.0,8,0.625,235,0,4.0,3,DOPC--0%PE--0%Chol,1,3,22,1
O6,808,Vol,109,5.0,11,1.25,135,0,4.0,3,DOPC--0%PE--0%Chol,1,3,5,14
D15,809,Vol,113,5.0,14,0.0,85,0,4.0,3,DOPC--15%PE--0%Chol,1,3,14,3
J19,810,Vol,115,5.0,14,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,3,18,9
I18,811,Vol,122,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,17,8
C13,812,Vol,127,5.0,14,0.0,185,0,1.0,3,DOPC--15%PE--0%Chol,1,3,12,2
C20,813,Vol,132,5.0,14,0.625,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,19,2
P17,814,Vol,157,5.0,17,0.0,235,0,0.1,3,DOPC--0%PE--0%Chol,1,3,16,15
G14,815,Vol,177,5.0,17,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,3,13,6
H15,816,Vol,4,2.5,8,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,14,7
D10,817,Vol,37,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,9,3
I9,818,Vol,41,2.5,17,0.0,135,0,0.1,3,DMPC--0%PE--0%Chol,1,3,8,8
A18,819,Vol,59,2.5,17,0.625,235,0,0.1,3,DMPC--0%PE--0%Chol,1,3,17,0
I11,820,Vol,63,2.5,17,0.625,235,0,0.1,3,DMPC--15%PE--0%Chol,1,3,10,8
C3,821,Vol,70,5.0,8,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,3,2,2
N2,822,Vol,74,5.0,8,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,3,1,13
N17,823,Vol,86,5.0,8,0.625,235,0,4.0,3,DOPC--0%PE--0%Chol,1,3,16,13
N3,824,Vol,109,5.0,11,1.25,135,0,4.0,3,DOPC--0%PE--0%Chol,1,3,2,13
B18,825,Vol,113,5.0,14,0.0,85,0,4.0,3,DOPC--15%PE--0%Chol,1,3,17,1
B17,826,Vol,115,5.0,14,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,3,16,1
P8,827,Vol,122,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,7,15
M2,828,Vol,127,5.0,14,0.0,185,0,1.0,3,DOPC--15%PE--0%Chol,1,3,1,12
A9,829,Vol,132,5.0,14,0.625,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,8,0
J10,830,Vol,157,5.0,17,0.0,235,0,0.1,3,DOPC--0%PE--0%Chol,1,3,9,9
E4,831,Vol,177,5.0,17,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,3,3,4
D20,832,Vol,4,2.5,8,0.0,185,0,4.0,3,no_lipo,1,3,19,3
P21,833,Vol,37,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,20,15
M9,834,Vol,41,2.5,17,0.0,135,0,0.1,3,no_lipo,1,3,8,12
M10,835,Vol,59,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,9,12
N20,836,Vol,63,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,19,13
M6,837,Vol,70,5.0,8,0.0,135,0,4.0,3,no_lipo,1,3,5,12
J8,838,Vol,74,5.0,8,0.0,185,0,4.0,3,no_lipo,1,3,7,9
O21,839,Vol,86,5.0,8,0.625,235,0,4.0,3,no_lipo,1,3,20,14
I24,840,Vol,109,5.0,11,1.25,135,0,4.0,3,no_lipo,1,3,23,8
D4,841,Vol,113,5.0,14,0.0,85,0,4.0,3,no_lipo,1,3,3,3
A2,842,Vol,115,5.0,14,0.0,135,0,1.0,3,no_lipo,1,3,1,0
C9,843,Vol,122,5.0,14,0.0,135,0,4.0,3,no_lipo,1,3,8,2
B10,844,Vol,127,5.0,14,0.0,185,0,1.0,3,no_lipo,1,3,9,1
K9,845,Vol,132,5.0,14,0.625,185,0,1.0,3,no_lipo,1,3,8,10
F5,846,Vol,157,5.0,17,0.0,235,0,0.1,3,no_lipo,1,3,4,5
D13,847,Vol,177,5.0,17,0.625,185,0,4.0,3,no_lipo,1,3,12,3
B24,848,Vol,4,2.5,8,0.0,185,0,4.0,3,no_lipo,1,3,23,1
H4,849,Vol,37,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,3,7
E2,850,Vol,41,2.5,17,0.0,135,0,0.1,3,no_lipo,1,3,1,4
J16,851,Vol,59,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,15,9
H1,852,Vol,63,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,0,7
A1,853,Vol,70,5.0,8,0.0,135,0,4.0,3,no_lipo,1,3,0,0
O3,854,Vol,74,5.0,8,0.0,185,0,4.0,3,no_lipo,1,3,2,14
A16,855,Vol,86,5.0,8,0.625,235,0,4.0,3,no_lipo,1,3,15,0
K2,856,Vol,109,5.0,11,1.25,135,0,4.0,3,no_lipo,1,3,1,10
P11,857,Vol,113,5.0,14,0.0,85,0,4.0,3,no_lipo,1,3,10,15
B20,858,Vol,115,5.0,14,0.0,135,0,1.0,3,no_lipo,1,3,19,1
K11,859,Vol,122,5.0,14,0.0,135,0,4.0,3,no_lipo,1,3,10,10
B5,860,Vol,127,5.0,14,0.0,185,0,1.0,3,no_lipo,1,3,4,1
O14,861,Vol,132,5.0,14,0.625,185,0,1.0,3,no_lipo,1,3,13,14
H2,862,Vol,157,5.0,17,0.0,235,0,0.1,3,no_lipo,1,3,1,7
P23,863,Vol,177,5.0,17,0.625,185,0,4.0,3,no_lipo,1,3,22,15
C8,864,Vol,4,2.5,8,0.0,185,0,4.0,3,no_lipo,1,3,7,2
G11,865,Vol,37,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,10,6
O12,866,Vol,41,2.5,17,0.0,135,0,0.1,3,no_lipo,1,3,11,14
P18,867,Vol,59,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,17,15
G2,868,Vol,63,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,1,6
O24,869,Vol,70,5.0,8,0.0,135,0,4.0,3,no_lipo,1,3,23,14
P19,870,Vol,74,5.0,8,0.0,185,0,4.0,3,no_lipo,1,3,18,15
P2,871,Vol,86,5.0,8,0.625,235,0,4.0,3,no_lipo,1,3,1,15
J24,872,Vol,109,5.0,11,1.25,135,0,4.0,3,no_lipo,1,3,23,9
A14,873,Vol,113,5.0,14,0.0,85,0,4.0,3,no_lipo,1,3,13,0
N6,874,Vol,115,5.0,14,0.0,135,0,1.0,3,no_lipo,1,3,5,13
E24,875,Vol,122,5.0,14,0.0,135,0,4.0,3,no_lipo,1,3,23,4
K14,876,Vol,127,5.0,14,0.0,185,0,1.0,3,no_lipo,1,3,13,10
N15,877,Vol,132,5.0,14,0.625,185,0,1.0,3,no_lipo,1,3,14,13
H24,878,Vol,157,5.0,17,0.0,235,0,0.1,3,no_lipo,1,3,23,7
M17,879,Vol,177,5.0,17,0.625,185,0,4.0,3,no_lipo,1,3,16,12
D9,880,Vol,4,2.5,8,0.0,185,0,4.0,3,no_lipo,1,3,8,3
F7,881,Vol,37,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,6,5
M11,882,Vol,41,2.5,17,0.0,135,0,0.1,3,no_lipo,1,3,10,12
C14,883,Vol,59,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,13,2
H5,884,Vol,63,2.5,17,0.625,235,0,0.1,3,no_lipo,1,3,4,7
F2,885,Vol,70,5.0,8,0.0,135,0,4.0,3,no_lipo,1,3,1,5
L24,886,Vol,74,5.0,8,0.0,185,0,4.0,3,no_lipo,1,3,23,11
K3,887,Vol,86,5.0,8,0.625,235,0,4.0,3,no_lipo,1,3,2,10
M24,888,Vol,109,5.0,11,1.25,135,0,4.0,3,no_lipo,1,3,23,12
J1,889,Vol,113,5.0,14,0.0,85,0,4.0,3,no_lipo,1,3,0,9
C18,890,Vol,115,5.0,14,0.0,135,0,1.0,3,no_lipo,1,3,17,2
K13,891,Vol,122,5.0,14,0.0,135,0,4.0,3,no_lipo,1,3,12,10
H11,892,Vol,127,5.0,14,0.0,185,0,1.0,3,no_lipo,1,3,10,7
P12,893,Vol,132,5.0,14,0.625,185,0,1.0,3,no_lipo,1,3,11,15
N16,894,Vol,157,5.0,17,0.0,235,0,0.1,3,no_lipo,1,3,15,13
P24,895,Vol,177,5.0,17,0.625,185,0,4.0,3,no_lipo,1,3,23,15
L9,896,Glut,2,2.5,8,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,3,8,11
L16,897,Glut,6,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,15,11
N14,898,Glut,10,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,13,13
F10,899,Glut,26,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,3,9,5
C21,900,Glut,34,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,20,2
C15,901,Glut,44,2.5,17,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,14,2
N22,902,Glut,76,5.0,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,21,13
D12,903,Glut,78,5.0,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,11,3
N7,904,Glut,81,5.0,8,0.625,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,6,13
M15,905,Glut,88,5.0,8,1.25,135,0,0.1,3,DMPC--15%PE--0%Chol,1,3,14,12
G23,906,Glut,108,5.0,11,0.625,235,0,4.0,3,DMPC--15%PE--0%Chol,1,3,22,6
K21,907,Glut,137,5.0,14,1.25,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,20,10
B21,908,Glut,138,5.0,14,1.25,185,0,1.0,3,DMPC--15%PE--0%Chol,1,3,20,1
D2,909,Glut,152,5.0,17,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,1,3
I10,910,Glut,168,5.0,17,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,9,8
N19,911,Glut,174,5.0,17,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,18,13
O19,912,Glut,2,2.5,8,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,3,18,14
O15,913,Glut,6,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,14,14
O23,914,Glut,10,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,22,14
M7,915,Glut,26,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,3,6,12
A13,916,Glut,34,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,12,0
C12,917,Glut,44,2.5,17,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,11,2
K10,918,Glut,76,5.0,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,9,10
F19,919,Glut,78,5.0,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,18,5
C4,920,Glut,81,5.0,8,0.625,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,3,2
M5,921,Glut,88,5.0,8,1.25,135,0,0.1,3,DMPC--15%PE--0%Chol,1,3,4,12
F9,922,Glut,108,5.0,11,0.625,235,0,4.0,3,DMPC--15%PE--0%Chol,1,3,8,5
K22,923,Glut,137,5.0,14,1.25,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,21,10
G17,924,Glut,138,5.0,14,1.25,185,0,1.0,3,DMPC--15%PE--0%Chol,1,3,16,6
M23,925,Glut,152,5.0,17,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,22,12
C23,926,Glut,168,5.0,17,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,22,2
E17,927,Glut,174,5.0,17,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,16,4
J7,928,Glut,2,2.5,8,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,3,6,9
J2,929,Glut,6,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,1,9
A5,930,Glut,10,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,4,0
J18,931,Glut,26,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,3,17,9
F24,932,Glut,34,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,23,5
K5,933,Glut,44,2.5,17,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,4,10
A8,934,Glut,76,5.0,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,7,0
B8,935,Glut,78,5.0,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,7,1
G12,936,Glut,81,5.0,8,0.625,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,11,6
H13,937,Glut,88,5.0,8,1.25,135,0,0.1,3,DMPC--15%PE--0%Chol,1,3,12,7
G24,938,Glut,108,5.0,11,0.625,235,0,4.0,3,DMPC--15%PE--0%Chol,1,3,23,6
D23,939,Glut,137,5.0,14,1.25,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,22,3
F6,940,Glut,138,5.0,14,1.25,185,0,1.0,3,DMPC--15%PE--0%Chol,1,3,5,5
J9,941,Glut,152,5.0,17,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,8,9
C7,942,Glut,168,5.0,17,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,6,2
P13,943,Glut,174,5.0,17,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,12,15
H8,944,Glut,2,2.5,8,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,3,7,7
C19,945,Glut,6,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,18,2
B12,946,Glut,10,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,11,1
L10,947,Glut,26,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,3,9,11
M8,948,Glut,34,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,7,12
B15,949,Glut,44,2.5,17,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,14,1
C11,950,Glut,76,5.0,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,3,10,2
F22,951,Glut,78,5.0,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,21,5
C1,952,Glut,81,5.0,8,0.625,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,0,2
D7,953,Glut,88,5.0,8,1.25,135,0,0.1,3,DMPC--15%PE--0%Chol,1,3,6,3
F16,954,Glut,108,5.0,11,0.625,235,0,4.0,3,DMPC--15%PE--0%Chol,1,3,15,5
L13,955,Glut,137,5.0,14,1.25,185,0,1.0,3,DMPC--0%PE--0%Chol,1,3,12,11
G19,956,Glut,138,5.0,14,1.25,185,0,1.0,3,DMPC--15%PE--0%Chol,1,3,18,6
N9,957,Glut,152,5.0,17,0.0,185,0,4.0,3,DMPC--0%PE--0%Chol,1,3,8,13
I23,958,Glut,168,5.0,17,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,22,8
L6,959,Glut,174,5.0,17,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,3,5,11
J21,960,Glut,2,2.5,8,0.0,135,0,4.0,3,no_lipo,1,3,20,9
C17,961,Glut,6,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,16,2
E20,962,Glut,10,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,19,4
E11,963,Glut,26,2.5,14,0.0,135,0,8.0,3,no_lipo,1,3,10,4
L1,964,Glut,34,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,0,11
B6,965,Glut,44,2.5,17,0.0,185,0,8.0,3,no_lipo,1,3,5,1
G15,966,Glut,76,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,14,6
F1,967,Glut,78,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,0,5
A3,968,Glut,81,5.0,8,0.625,185,0,4.0,3,no_lipo,1,3,2,0
C2,969,Glut,88,5.0,8,1.25,135,0,0.1,3,no_lipo,1,3,1,2
L5,970,Glut,108,5.0,11,0.625,235,0,4.0,3,no_lipo,1,3,4,11
E13,971,Glut,137,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,12,4
J17,972,Glut,138,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,16,9
D6,973,Glut,152,5.0,17,0.0,185,0,4.0,3,no_lipo,1,3,5,3
G7,974,Glut,168,5.0,17,0.0,235,0,8.0,3,no_lipo,1,3,6,6
L20,975,Glut,174,5.0,17,0.625,135,0,4.0,3,no_lipo,1,3,19,11
C16,976,Glut,2,2.5,8,0.0,135,0,4.0,3,no_lipo,1,3,15,2
P9,977,Glut,6,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,8,15
D22,978,Glut,10,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,21,3
H3,979,Glut,26,2.5,14,0.0,135,0,8.0,3,no_lipo,1,3,2,7
M19,980,Glut,34,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,18,12
H20,981,Glut,44,2.5,17,0.0,185,0,8.0,3,no_lipo,1,3,19,7
E6,982,Glut,76,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,5,4
K4,983,Glut,78,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,3,10
K19,984,Glut,81,5.0,8,0.625,185,0,4.0,3,no_lipo,1,3,18,10
O17,985,Glut,88,5.0,8,1.25,135,0,0.1,3,no_lipo,1,3,16,14
H6,986,Glut,108,5.0,11,0.625,235,0,4.0,3,no_lipo,1,3,5,7
I20,987,Glut,137,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,19,8
P14,988,Glut,138,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,13,15
J15,989,Glut,152,5.0,17,0.0,185,0,4.0,3,no_lipo,1,3,14,9
J23,990,Glut,168,5.0,17,0.0,235,0,8.0,3,no_lipo,1,3,22,9
I15,991,Glut,174,5.0,17,0.625,135,0,4.0,3,no_lipo,1,3,14,8
G3,992,Glut,2,2.5,8,0.0,135,0,4.0,3,no_lipo,1,3,2,6
A21,993,Glut,6,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,20,0
I1,994,Glut,10,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,0,8
N4,995,Glut,26,2.5,14,0.0,135,0,8.0,3,no_lipo,1,3,3,13
D11,996,Glut,34,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,10,3
F3,997,Glut,44,2.5,17,0.0,185,0,8.0,3,no_lipo,1,3,2,5
G10,998,Glut,76,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,9,6
O18,999,Glut,78,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,17,14
I19,1000,Glut,81,5.0,8,0.625,185,0,4.0,3,no_lipo,1,3,18,8
F13,1001,Glut,88,5.0,8,1.25,135,0,0.1,3,no_lipo,1,3,12,5
C5,1002,Glut,108,5.0,11,0.625,235,0,4.0,3,no_lipo,1,3,4,2
D16,1003,Glut,137,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,15,3
M21,1004,Glut,138,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,20,12
I4,1005,Glut,152,5.0,17,0.0,185,0,4.0,3,no_lipo,1,3,3,8
L2,1006,Glut,168,5.0,17,0.0,235,0,8.0,3,no_lipo,1,3,1,11
F11,1007,Glut,174,5.0,17,0.625,135,0,4.0,3,no_lipo,1,3,10,5
O11,1008,Glut,2,2.5,8,0.0,135,0,4.0,3,no_lipo,1,3,10,14
K16,1009,Glut,6,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,15,10
K20,1010,Glut,10,2.5,8,0.0,235,0,8.0,3,no_lipo,1,3,19,10
B4,1011,Glut,26,2.5,14,0.0,135,0,8.0,3,no_lipo,1,3,3,1
D19,1012,Glut,34,2.5,17,0.0,85,0,4.0,3,no_lipo,1,3,18,3
H9,1013,Glut,44,2.5,17,0.0,185,0,8.0,3,no_lipo,1,3,8,7
E15,1014,Glut,76,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,14,4
O2,1015,Glut,78,5.0,8,0.0,235,0,8.0,3,no_lipo,1,3,1,14
P20,1016,Glut,81,5.0,8,0.625,185,0,4.0,3,no_lipo,1,3,19,15
G20,1017,Glut,88,5.0,8,1.25,135,0,0.1,3,no_lipo,1,3,19,6
I22,1018,Glut,108,5.0,11,0.625,235,0,4.0,3,no_lipo,1,3,21,8
E3,1019,Glut,137,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,2,4
I17,1020,Glut,138,5.0,14,1.25,185,0,1.0,3,no_lipo,1,3,16,8
J14,1021,Glut,152,5.0,17,0.0,185,0,4.0,3,no_lipo,1,3,13,9
A19,1022,Glut,168,5.0,17,0.0,235,0,8.0,3,no_lipo,1,3,18,0
J6,1023,Glut,174,5.0,17,0.625,135,0,4.0,3,no_lipo,1,3,5,9
C10,1024,Aux,14,2.5,8,0.625,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,9,2
D24,1025,Aux,18,2.5,11,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,23,3
P7,1026,Aux,21,2.5,14,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,6,15
I7,1027,Aux,29,2.5,14,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,6,8
A15,1028,Aux,38,2.5,17,0.0,85,0,8.0,3,DMPC--0%PE--0%Chol,1,3,14,0
O5,1029,Aux,51,2.5,17,0.625,85,0,8.0,3,DMPC--15%PE--0%Chol,1,3,4,14
O22,1030,Aux,56,2.5,17,0.625,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,21,14
I8,1031,Aux,75,5.0,8,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,7,8
N24,1032,Aux,89,5.0,8,1.25,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,23,13
H10,1033,Aux,90,5.0,11,0.0,85,0,4.0,3,DMPC--0%PE--0%Chol,1,3,9,7
A7,1034,Aux,107,5.0,11,0.625,185,0,8.0,3,DMPC--15%PE--0%Chol,1,3,6,0
G8,1035,Aux,130,5.0,14,0.625,85,0,4.0,3,DMPC--15%PE--0%Chol,1,3,7,6
E5,1036,Aux,144,5.0,17,0.0,135,0,8.0,3,DMPC--15%PE--0%Chol,1,3,4,4
N12,1037,Aux,156,5.0,17,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,11,13
O13,1038,Aux,170,5.0,17,0.625,85,0,4.0,3,DMPC--0%PE--0%Chol,1,3,12,14
N8,1039,Aux,181,5.0,17,1.25,135,0,8.0,3,DMPC--15%PE--0%Chol,1,3,7,13
O1,1040,Aux,14,2.5,8,0.625,235,0,8.0,3,DMPC--15%PE--0%Chol,1,3,0,14
E9,1041,Aux,18,2.5,11,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,3,8,4
