well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
F6,131,1,195,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,5,5,3
M20,132,1,196,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,19,12,3
G2,133,1,199,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,1,6,3
O4,134,1,200,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,3,14,3
D7,135,1,201,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,6,3,3
F5,136,1,202,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,4,5,3
C17,137,1,203,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,16,2,3
P11,138,1,205,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,10,15,3
N13,139,1,206,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,12,13,3
L15,140,1,212,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,14,11,3
P6,141,1,215,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,5,15,3
O17,142,1,221,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,16,14,3
N2,143,1,222,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,1,13,3
F13,144,1,192,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,12,5,3
A23,145,1,193,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,22,0,3
J11,146,1,194,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,10,9,3
G23,147,1,195,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,22,6,3
E8,148,1,196,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,7,4,3
G6,149,1,199,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,5,6,3
M23,150,1,200,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,22,12,3
L8,151,1,201,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,7,11,3
I14,152,1,202,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,13,8,3
D1,153,1,203,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,0,3,3
A8,154,1,205,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,7,0,3
N14,155,1,206,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,13,13,3
K10,156,1,212,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,9,10,3
A17,157,1,215,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,16,0,3
O6,158,1,221,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,5,14,3
P15,159,1,222,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,14,15,3
O22,160,1,192,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,21,14,3
D4,161,1,193,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,3,3,3
E3,162,1,194,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,2,4,3
B7,163,1,195,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,6,1,3
G13,164,1,196,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,12,6,3
N1,165,1,199,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,0,13,3
D11,166,1,200,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,10,3,3
K4,167,1,201,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,3,10,3
C23,168,1,202,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,22,2,3
P13,169,1,203,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,12,15,3
M17,170,1,205,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,16,12,3
G15,171,1,206,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,14,6,3
D19,172,1,212,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,18,3,3
J1,173,1,215,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,0,9,3
A9,174,1,221,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,8,0,3
G19,175,1,222,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,18,6,3
O5,176,1,192,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,4,14,3
N3,177,1,193,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,2,13,3
D8,178,1,194,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,7,3,3
I20,179,1,195,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,19,8,3
N10,180,1,196,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,9,13,3
I2,181,1,199,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,1,8,3
M14,182,1,200,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mito,1,13,12,3
N12,183,1,201,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mito,1,11,13,3
K13,184,1,202,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mito,1,12,10,3
O8,185,1,203,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mito,1,7,14,3
P20,186,1,205,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mito,1,19,15,3
K23,187,1,206,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mito,1,22,10,3
O20,188,1,212,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,19,14,3
B3,189,1,215,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,2,1,3
G22,190,1,221,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mito,1,21,6,3
K8,191,1,222,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mito,1,7,10,3
P4,192,1,192,5.0,85.0,8.0,0.0,0.1,no_lipo,Mito,1,3,15,3
D23,193,1,193,2.5,85.0,8.0,0.625,0.1,no_lipo,Mito,1,22,3,3
C5,194,1,194,2.5,85.0,14.0,0.0,0.1,no_lipo,Mito,1,4,2,3
C13,195,1,195,5.0,85.0,14.0,0.625,0.1,no_lipo,Mito,1,12,2,3
B12,196,1,196,2.5,85.0,8.0,0.0,4.0,no_lipo,Mito,1,11,1,3
I22,197,1,199,2.5,85.0,14.0,0.625,4.0,no_lipo,Mito,1,21,8,3
E17,198,1,200,5.0,185.0,8.0,0.0,0.1,no_lipo,Mito,1,16,4,3
O24,199,1,201,2.5,185.0,8.0,0.625,0.1,no_lipo,Mito,1,23,14,3
O13,200,1,202,2.5,185.0,14.0,0.0,0.1,no_lipo,Mito,1,12,14,3
K16,201,1,203,5.0,185.0,14.0,0.625,0.1,no_lipo,Mito,1,15,10,3
A1,202,1,205,5.0,185.0,8.0,0.625,4.0,no_lipo,Mito,1,0,0,3
J8,203,1,206,5.0,185.0,14.0,0.0,4.0,no_lipo,Mito,1,7,9,3
M7,204,1,212,5.0,85.0,8.0,0.0,4.0,no_lipo,Mito,1,6,12,3
K11,205,1,215,5.0,85.0,14.0,0.625,4.0,no_lipo,Mito,1,10,10,3
B13,206,1,221,2.5,185.0,8.0,0.625,4.0,no_lipo,Mito,1,12,1,3
F1,207,1,222,2.5,185.0,14.0,0.0,4.0,no_lipo,Mito,1,0,5,3
E1,208,1,192,5.0,85.0,8.0,0.0,0.1,no_lipo,Mito,1,0,4,3
K22,209,1,193,2.5,85.0,8.0,0.625,0.1,no_lipo,Mito,1,21,10,3
J4,210,1,194,2.5,85.0,14.0,0.0,0.1,no_lipo,Mito,1,3,9,3
E20,211,1,195,5.0,85.0,14.0,0.625,0.1,no_lipo,Mito,1,19,4,3
L4,212,1,196,2.5,85.0,8.0,0.0,4.0,no_lipo,Mito,1,3,11,3
M22,213,1,199,2.5,85.0,14.0,0.625,4.0,no_lipo,Mito,1,21,12,3
P3,214,1,200,5.0,185.0,8.0,0.0,0.1,no_lipo,Mito,1,2,15,3
H18,215,1,201,2.5,185.0,8.0,0.625,0.1,no_lipo,Mito,1,17,7,3
O3,216,1,202,2.5,185.0,14.0,0.0,0.1,no_lipo,Mito,1,2,14,3
O19,217,1,203,5.0,185.0,14.0,0.625,0.1,no_lipo,Mito,1,18,14,3
K14,218,1,205,5.0,185.0,8.0,0.625,4.0,no_lipo,Mito,1,13,10,3
J13,219,1,206,5.0,185.0,14.0,0.0,4.0,no_lipo,Mito,1,12,9,3
I8,220,1,212,5.0,85.0,8.0,0.0,4.0,no_lipo,Mito,1,7,8,3
O2,221,1,215,5.0,85.0,14.0,0.625,4.0,no_lipo,Mito,1,1,14,3
C15,222,1,221,2.5,185.0,8.0,0.625,4.0,no_lipo,Mito,1,14,2,3
O10,223,1,222,2.5,185.0,14.0,0.0,4.0,no_lipo,Mito,1,9,14,3
B9,224,1,192,5.0,85.0,8.0,0.0,0.1,no_lipo,Mito,1,8,1,3
C14,225,1,193,2.5,85.0,8.0,0.625,0.1,no_lipo,Mito,1,13,2,3
G11,226,1,194,2.5,85.0,14.0,0.0,0.1,no_lipo,Mito,1,10,6,3
I4,227,1,195,5.0,85.0,14.0,0.625,0.1,no_lipo,Mito,1,3,8,3
M18,228,1,196,2.5,85.0,8.0,0.0,4.0,no_lipo,Mito,1,17,12,3
B14,229,1,199,2.5,85.0,14.0,0.625,4.0,no_lipo,Mito,1,13,1,3
O14,230,1,200,5.0,185.0,8.0,0.0,0.1,no_lipo,Mito,1,13,14,3
P16,231,1,201,2.5,185.0,8.0,0.625,0.1,no_lipo,Mito,1,15,15,3
F14,232,1,202,2.5,185.0,14.0,0.0,0.1,no_lipo,Mito,1,13,5,3
L13,233,1,203,5.0,185.0,14.0,0.625,0.1,no_lipo,Mito,1,12,11,3
H19,234,1,205,5.0,185.0,8.0,0.625,4.0,no_lipo,Mito,1,18,7,3
M13,235,1,206,5.0,185.0,14.0,0.0,4.0,no_lipo,Mito,1,12,12,3
J23,236,1,212,5.0,85.0,8.0,0.0,4.0,no_lipo,Mito,1,22,9,3
P8,237,1,215,5.0,85.0,14.0,0.625,4.0,no_lipo,Mito,1,7,15,3
L17,238,1,221,2.5,185.0,8.0,0.625,4.0,no_lipo,Mito,1,16,11,3
L21,239,1,222,2.5,185.0,14.0,0.0,4.0,no_lipo,Mito,1,20,11,3
K17,240,1,192,5.0,85.0,8.0,0.0,0.1,no_lipo,Mito,1,16,10,3
K3,241,1,193,2.5,85.0,8.0,0.625,0.1,no_lipo,Mito,1,2,10,3
K19,242,1,194,2.5,85.0,14.0,0.0,0.1,no_lipo,Mito,1,18,10,3
L14,243,1,195,5.0,85.0,14.0,0.625,0.1,no_lipo,Mito,1,13,11,3
N22,244,1,196,2.5,85.0,8.0,0.0,4.0,no_lipo,Mito,1,21,13,3
N15,245,1,199,2.5,85.0,14.0,0.625,4.0,no_lipo,Mito,1,14,13,3
G24,246,1,200,5.0,185.0,8.0,0.0,0.1,no_lipo,Mito,1,23,6,3
M5,247,1,201,2.5,185.0,8.0,0.625,0.1,no_lipo,Mito,1,4,12,3
C11,248,1,202,2.5,185.0,14.0,0.0,0.1,no_lipo,Mito,1,10,2,3
L19,249,1,203,5.0,185.0,14.0,0.625,0.1,no_lipo,Mito,1,18,11,3
H1,250,1,205,5.0,185.0,8.0,0.625,4.0,no_lipo,Mito,1,0,7,3
J5,251,1,206,5.0,185.0,14.0,0.0,4.0,no_lipo,Mito,1,4,9,3
C4,252,1,212,5.0,85.0,8.0,0.0,4.0,no_lipo,Mito,1,3,2,3
C18,253,1,215,5.0,85.0,14.0,0.625,4.0,no_lipo,Mito,1,17,2,3
G20,254,1,221,2.5,185.0,8.0,0.625,4.0,no_lipo,Mito,1,19,6,3
C21,255,1,222,2.5,185.0,14.0,0.0,4.0,no_lipo,Mito,1,20,2,3
I10,256,1,288,2.5,185.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Dia,1,9,8,3
A3,257,1,290,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,Dia,1,2,0,3
P1,258,1,292,2.5,85.0,8.0,0.625,0.1,DMPC--15%PE--0%Chol,Dia,1,0,15,3
L7,259,1,293,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Dia,1,6,11,3
D24,260,1,294,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Dia,1,23,3,3
D10,261,1,295,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,Dia,1,9,3,3
O16,262,1,296,2.5,185.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,Dia,1,15,14,3
D3,263,1,298,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Dia,1,2,3,3
B15,264,1,304,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,Dia,1,14,1,3
