well_name,unique_id,DNA_name,rxn_id,DNA_conc,K,Mg,PEG,SecYE,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
G18,1152,Mito,24,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--0%Chol,1,4,17,6
F2,1153,Mito,25,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,4,1,5
M16,1154,Mito,26,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,4,15,12
D24,1155,Mito,27,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--0%Chol,1,4,23,3
J3,1156,Mito,28,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,4,2,9
E22,1157,Mito,29,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,4,21,4
O19,1158,Mito,30,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,4,18,14
I12,1159,Mito,31,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,4,11,8
B16,1160,Mito,273,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--8%Chol,1,4,15,1
K12,1161,Mito,274,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,4,11,10
C5,1162,Mito,275,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--8%Chol,1,4,4,2
O13,1163,Mito,276,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--8%Chol,1,4,12,14
B21,1164,Mito,277,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--8%Chol,1,4,20,1
E19,1165,Mito,278,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--8%Chol,1,4,18,4
L9,1166,Mito,279,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--8%Chol,1,4,8,11
D9,1167,Mito,280,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,4,8,3
L20,1168,Mito,24,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--0%Chol,1,4,19,11
E3,1169,Mito,25,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,4,2,4
H12,1170,Mito,26,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,4,11,7
D20,1171,Mito,27,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--0%Chol,1,4,19,3
K14,1172,Mito,28,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,4,13,10
L2,1173,Mito,29,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,4,1,11
A24,1174,Mito,30,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,4,23,0
B18,1175,Mito,31,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,4,17,1
M8,1176,Mito,273,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--8%Chol,1,4,7,12
K10,1177,Mito,274,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,4,9,10
P10,1178,Mito,275,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--8%Chol,1,4,9,15
B23,1179,Mito,276,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--8%Chol,1,4,22,1
N7,1180,Mito,277,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--8%Chol,1,4,6,13
C3,1181,Mito,278,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--8%Chol,1,4,2,2
K24,1182,Mito,279,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--8%Chol,1,4,23,10
J20,1183,Mito,280,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,4,19,9
C11,1184,Mito,24,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--0%Chol,1,4,10,2
P6,1185,Mito,25,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,4,5,15
E16,1186,Mito,26,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,4,15,4
B15,1187,Mito,27,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--0%Chol,1,4,14,1
K2,1188,Mito,28,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,4,1,10
I17,1189,Mito,29,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,4,16,8
D7,1190,Mito,30,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,4,6,3
M18,1191,Mito,31,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,4,17,12
F7,1192,Mito,273,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--8%Chol,1,4,6,5
B10,1193,Mito,274,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,4,9,1
H20,1194,Mito,275,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--8%Chol,1,4,19,7
I24,1195,Mito,276,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--8%Chol,1,4,23,8
J14,1196,Mito,277,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--8%Chol,1,4,13,9
J4,1197,Mito,278,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--8%Chol,1,4,3,9
N14,1198,Mito,279,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--8%Chol,1,4,13,13
J1,1199,Mito,280,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,4,0,9
A1,1200,Mito,24,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--0%Chol,1,4,0,0
D3,1201,Mito,25,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,4,2,3
I9,1202,Mito,26,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,4,8,8
L4,1203,Mito,27,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--0%Chol,1,4,3,11
J24,1204,Mito,28,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,4,23,9
G4,1205,Mito,29,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,4,3,6
E2,1206,Mito,30,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,4,1,4
M7,1207,Mito,31,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,4,6,12
H9,1208,Mito,273,5.0,85,17,0,0.625,1.0,3,DMPC--0%PE--8%Chol,1,4,8,7
O18,1209,Mito,274,5.0,85,20,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,4,17,14
J19,1210,Mito,275,5.0,135,11,0,1.25,0.0,3,DMPC--0%PE--8%Chol,1,4,18,9
J13,1211,Mito,276,5.0,135,17,0,0.625,1.0,3,DOPC--0%PE--8%Chol,1,4,12,9
M3,1212,Mito,277,5.0,185,17,0,0.0,1.0,3,DMPC--0%PE--8%Chol,1,4,2,12
O7,1213,Mito,278,5.0,185,17,0,1.25,4.0,3,DMPC--0%PE--8%Chol,1,4,6,14
H14,1214,Mito,279,5.0,185,20,0,1.25,4.0,3,DOPC--0%PE--8%Chol,1,4,13,7
L18,1215,Mito,280,5.0,235,17,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,4,17,11
G20,1216,Mito,24,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,19,6
M11,1217,Mito,25,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,10,12
L13,1218,Mito,26,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,12,11
F23,1219,Mito,27,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,22,5
J22,1220,Mito,28,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,21,9
L15,1221,Mito,29,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,14,11
B6,1222,Mito,30,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,5,1
D19,1223,Mito,31,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,18,3
J5,1224,Mito,273,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,4,9
H15,1225,Mito,274,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,14,7
N2,1226,Mito,275,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,1,13
O9,1227,Mito,276,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,8,14
P7,1228,Mito,277,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,6,15
A14,1229,Mito,278,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,13,0
N21,1230,Mito,279,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,20,13
A19,1231,Mito,280,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,18,0
A20,1232,Mito,24,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,19,0
E9,1233,Mito,25,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,8,4
I11,1234,Mito,26,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,10,8
O6,1235,Mito,27,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,5,14
J17,1236,Mito,28,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,16,9
K15,1237,Mito,29,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,14,10
K23,1238,Mito,30,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,22,10
K16,1239,Mito,31,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,15,10
M6,1240,Mito,273,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,5,12
M2,1241,Mito,274,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,1,12
F8,1242,Mito,275,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,7,5
C17,1243,Mito,276,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,16,2
L3,1244,Mito,277,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,2,11
O10,1245,Mito,278,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,9,14
C10,1246,Mito,279,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,9,2
I10,1247,Mito,280,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,9,8
P16,1248,Mito,24,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,15,15
F1,1249,Mito,25,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,0,5
C8,1250,Mito,26,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,7,2
D6,1251,Mito,27,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,5,3
I20,1252,Mito,28,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,19,8
H6,1253,Mito,29,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,5,7
C18,1254,Mito,30,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,17,2
D12,1255,Mito,31,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,11,3
G17,1256,Mito,273,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,16,6
A11,1257,Mito,274,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,10,0
P23,1258,Mito,275,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,22,15
P12,1259,Mito,276,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,11,15
C22,1260,Mito,277,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,21,2
F14,1261,Mito,278,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,13,5
D1,1262,Mito,279,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,0,3
N5,1263,Mito,280,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,4,13
M13,1264,Mito,24,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,12,12
O15,1265,Mito,25,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,14,14
N13,1266,Mito,26,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,12,13
B14,1267,Mito,27,5.0,135,17,0,0.625,1.0,3,no_lipo,1,4,13,1
A7,1268,Mito,28,5.0,185,17,0,0.0,1.0,3,no_lipo,1,4,6,0
M17,1269,Mito,29,5.0,185,17,0,1.25,4.0,3,no_lipo,1,4,16,12
K7,1270,Mito,30,5.0,185,20,0,1.25,4.0,3,no_lipo,1,4,6,10
B4,1271,Mito,31,5.0,235,17,0,0.0,1.0,3,no_lipo,1,4,3,1
D22,1272,Mito,273,5.0,85,17,0,0.625,1.0,3,no_lipo,1,4,21,3
A12,1273,Mito,274,5.0,85,20,0,0.0,4.0,3,no_lipo,1,4,11,0
F19,1274,Mito,275,5.0,135,11,0,1.25,0.0,3,no_lipo,1,4,18,5
