well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
J10,434,434,85,DOPC,14,0,1.25,3,Aux,5,8,9,9
D9,436,436,85,DOPC,20,1,0,3,Aux,5,8,3,8
J20,437,437,85,DOPC,20,2,1.25,3,Aux,5,8,9,19
A10,438,438,85,DPPC,8,0,1.25,3,Aux,5,8,0,9
M4,440,440,85,DPPC,14,1,0,3,Aux,5,8,12,3
J18,445,445,85,DMPC,8,2,1.25,3,Aux,5,8,9,17
M2,446,446,85,DMPC,14,0,0,3,Aux,5,8,12,1
J12,447,447,85,DMPC,14,1,1.25,3,Aux,5,8,9,11
H15,448,448,85,DMPC,20,0,1.25,3,Aux,5,8,7,14
K4,454,454,185,DOPC,20,0,0,3,Aux,5,8,10,3
G11,455,455,185,DOPC,20,1,1.25,3,Aux,5,8,6,10
M10,456,456,185,DPPC,8,1,0,3,Aux,5,8,12,9
E3,459,459,185,DPPC,14,1,1.25,3,Aux,5,8,4,2
D7,463,463,185,DMPC,8,1,1.25,3,Aux,5,8,3,6
D20,466,466,185,DMPC,20,1,0,3,Aux,5,8,3,19
H16,469,469,85,no_lipo,8,1,1.25,0,Aux,5,8,7,15
F9,473,473,85,no_lipo,20,2,1.25,0,Aux,5,8,5,8
C18,474,474,85,no_lipo,8,0,1.25,0,Aux,5,8,2,17
J4,476,476,85,no_lipo,14,1,0,0,Aux,5,8,9,3
F6,477,477,85,no_lipo,14,2,1.25,0,Aux,5,8,5,5
O16,479,479,85,no_lipo,20,1,1.25,0,Aux,5,8,14,15
I13,481,481,85,no_lipo,8,2,1.25,0,Aux,5,8,8,12
L20,482,482,85,no_lipo,14,0,0,0,Aux,5,8,11,19
K7,485,485,85,no_lipo,20,2,0,0,Aux,5,8,10,6
D3,487,487,185,no_lipo,8,2,0,0,Aux,5,8,3,2
N14,492,492,185,no_lipo,8,1,0,0,Aux,5,8,13,13
B6,494,494,185,no_lipo,14,0,0,0,Aux,5,8,1,5
M17,495,495,185,no_lipo,14,1,1.25,0,Aux,5,8,12,16
F12,497,497,185,no_lipo,20,2,0,0,Aux,5,8,5,11
A18,498,498,185,no_lipo,8,0,0,0,Aux,5,8,0,17
N9,501,501,185,no_lipo,14,2,0,0,Aux,5,8,13,8
J5,504,504,85,DOPC,8,0,0,3,CaM,5,8,9,4
I19,507,507,85,DOPC,14,2,0,3,CaM,5,8,8,18
N13,508,508,85,DOPC,20,1,0,3,CaM,5,8,13,12
D18,510,510,85,DPPC,8,0,1.25,3,CaM,5,8,3,17
F3,513,513,85,DPPC,14,2,1.25,3,CaM,5,8,5,2
A14,515,515,85,DPPC,20,1,1.25,3,CaM,5,8,0,13
A7,517,517,85,DMPC,8,2,1.25,3,CaM,5,8,0,6
M18,519,519,85,DMPC,14,1,1.25,3,CaM,5,8,12,17
M3,520,520,85,DMPC,20,0,1.25,3,CaM,5,8,12,2
P13,523,523,185,DOPC,8,2,0,3,CaM,5,8,15,12
P19,524,524,185,DOPC,14,1,0,3,CaM,5,8,15,18
P18,527,527,185,DOPC,20,1,1.25,3,CaM,5,8,15,17
A5,532,532,185,DPPC,20,0,1.25,3,CaM,5,8,0,4
F16,533,533,185,DPPC,20,2,0,3,CaM,5,8,5,15
D11,537,537,185,DMPC,14,2,0,3,CaM,5,8,3,10
B12,538,538,185,DMPC,20,1,0,3,CaM,5,8,1,11
D4,539,539,185,DMPC,20,2,1.25,3,CaM,5,8,3,3
E14,541,541,85,no_lipo,8,1,1.25,0,CaM,5,8,4,13
G4,542,542,85,no_lipo,14,0,1.25,0,CaM,5,8,6,3
N8,546,546,85,no_lipo,8,0,1.25,0,CaM,5,8,13,7
P8,552,552,85,no_lipo,8,1,0,0,CaM,5,8,15,7
B22,554,554,85,no_lipo,14,0,0,0,CaM,5,8,1,21
K17,555,555,85,no_lipo,14,1,1.25,0,CaM,5,8,10,16
C4,556,556,85,no_lipo,20,0,1.25,0,CaM,5,8,2,3
P10,558,558,185,no_lipo,8,0,1.25,0,CaM,5,8,15,9
N12,562,562,185,no_lipo,20,0,0,0,CaM,5,8,13,11
O1,565,565,185,no_lipo,8,2,1.25,0,CaM,5,8,14,0
N3,566,566,185,no_lipo,14,0,0,0,CaM,5,8,13,2
G10,568,568,185,no_lipo,20,0,1.25,0,CaM,5,8,6,9
F8,569,569,185,no_lipo,20,2,0,0,CaM,5,8,5,7
K8,572,572,185,no_lipo,14,0,1.25,0,CaM,5,8,10,7
F20,573,573,185,no_lipo,14,2,0,0,CaM,5,8,5,19
G20,574,574,185,no_lipo,20,1,0,0,CaM,5,8,6,19
I8,575,575,185,no_lipo,20,2,1.25,0,CaM,5,8,8,7
K5,1008,432,85,DOPC,8,0,0,3,Aux,5,8,10,4
M11,1010,434,85,DOPC,14,0,1.25,3,Aux,5,8,12,10
P2,1016,440,85,DPPC,14,1,0,3,Aux,5,8,15,1
F11,1017,441,85,DPPC,14,2,1.25,3,Aux,5,8,5,10
A13,1018,442,85,DPPC,20,0,0,3,Aux,5,8,0,12
N21,1021,445,85,DMPC,8,2,1.25,3,Aux,5,8,13,20
G3,1022,446,85,DMPC,14,0,0,3,Aux,5,8,6,2
D14,1025,449,85,DMPC,20,2,0,3,Aux,5,8,3,13
E2,1027,451,185,DOPC,8,2,0,3,Aux,5,8,4,1
J7,1029,453,185,DOPC,14,2,1.25,3,Aux,5,8,9,6
G12,1030,454,185,DOPC,20,0,0,3,Aux,5,8,6,11
L13,1034,458,185,DPPC,14,0,0,3,Aux,5,8,11,12
M8,1036,460,185,DPPC,20,0,1.25,3,Aux,5,8,12,7
A19,1037,461,185,DPPC,20,2,0,3,Aux,5,8,0,18
G2,1040,464,185,DMPC,14,0,1.25,3,Aux,5,8,6,1
F19,1043,467,185,DMPC,20,2,1.25,3,Aux,5,8,5,18
C22,1045,469,85,no_lipo,8,1,1.25,0,Aux,5,8,2,21
A1,1046,470,85,no_lipo,14,0,1.25,0,Aux,5,8,0,0
H12,1047,471,85,no_lipo,14,2,0,0,Aux,5,8,7,11
O21,1048,472,85,no_lipo,20,1,0,0,Aux,5,8,14,20
B20,1050,474,85,no_lipo,8,0,1.25,0,Aux,5,8,1,19
F17,1052,476,85,no_lipo,14,1,0,0,Aux,5,8,5,16
E19,1053,477,85,no_lipo,14,2,1.25,0,Aux,5,8,4,18
O15,1054,478,85,no_lipo,20,0,0,0,Aux,5,8,14,14
L17,1055,479,85,no_lipo,20,1,1.25,0,Aux,5,8,11,16
B4,1056,480,85,no_lipo,8,1,0,0,Aux,5,8,1,3
M20,1057,481,85,no_lipo,8,2,1.25,0,Aux,5,8,12,19
O5,1058,482,85,no_lipo,14,0,0,0,Aux,5,8,14,4
C14,1059,483,85,no_lipo,14,1,1.25,0,Aux,5,8,2,13
J9,1060,484,85,no_lipo,20,0,1.25,0,Aux,5,8,9,8
O13,1061,485,85,no_lipo,20,2,0,0,Aux,5,8,14,12
D19,1063,487,185,no_lipo,8,2,0,0,Aux,5,8,3,18
F13,1066,490,185,no_lipo,20,0,0,0,Aux,5,8,5,12
B17,1067,491,185,no_lipo,20,1,1.25,0,Aux,5,8,1,16
L15,1074,498,185,no_lipo,8,0,0,0,Aux,5,8,11,14
J8,1075,499,185,no_lipo,8,1,1.25,0,Aux,5,8,9,7
C19,1079,503,185,no_lipo,20,2,1.25,0,Aux,5,8,2,18
B18,1085,509,85,DOPC,20,2,1.25,3,CaM,5,8,1,17
C15,1086,510,85,DPPC,8,0,1.25,3,CaM,5,8,2,14
P1,1088,512,85,DPPC,14,1,0,3,CaM,5,8,15,0
J17,1089,513,85,DPPC,14,2,1.25,3,CaM,5,8,9,16
K2,1090,514,85,DPPC,20,0,0,3,CaM,5,8,10,1
F21,1092,516,85,DMPC,8,1,0,3,CaM,5,8,5,20
A17,1094,518,85,DMPC,14,0,0,3,CaM,5,8,0,16
L10,1102,526,185,DOPC,20,0,0,3,CaM,5,8,11,9
H3,1103,527,185,DOPC,20,1,1.25,3,CaM,5,8,7,2
I3,1105,529,185,DPPC,8,2,1.25,3,CaM,5,8,8,2
M6,1106,530,185,DPPC,14,0,0,3,CaM,5,8,12,5
H4,1107,531,185,DPPC,14,1,1.25,3,CaM,5,8,7,3
B8,1108,532,185,DPPC,20,0,1.25,3,CaM,5,8,1,7
I17,1109,533,185,DPPC,20,2,0,3,CaM,5,8,8,16
E15,1110,534,185,DMPC,8,0,0,3,CaM,5,8,4,14
H19,1113,537,185,DMPC,14,2,0,3,CaM,5,8,7,18
D16,1115,539,185,DMPC,20,2,1.25,3,CaM,5,8,3,15
O12,1116,540,85,no_lipo,8,0,0,0,CaM,5,8,14,11
L8,1117,541,85,no_lipo,8,1,1.25,0,CaM,5,8,11,7
B5,1120,544,85,no_lipo,20,1,0,0,CaM,5,8,1,4
G14,1121,545,85,no_lipo,20,2,1.25,0,CaM,5,8,6,13
C21,1124,548,85,no_lipo,14,1,0,0,CaM,5,8,2,20
O11,1126,550,85,no_lipo,20,0,0,0,CaM,5,8,14,10
C1,1129,553,85,no_lipo,8,2,1.25,0,CaM,5,8,2,0
F10,1130,554,85,no_lipo,14,0,0,0,CaM,5,8,5,9
E12,1133,557,85,no_lipo,20,2,0,0,CaM,5,8,4,11
B21,1136,560,185,no_lipo,14,1,0,0,CaM,5,8,1,20
P11,1138,562,185,no_lipo,20,0,0,0,CaM,5,8,15,10
F5,1140,564,185,no_lipo,8,1,0,0,CaM,5,8,5,4
