well_name,unique_id,rxn_id,DNA_name,DNA_conc,Liposome_name,Liposome_conc,Mg,SecYE,K,PEG,Chol_conc,Spermidine,PE_conc,plate,col,row
M14,347,77,AqpZ,5.0,no_lipo,3,8,1.25,185,2,0,4,0,1,13,12
M20,348,78,AqpZ,5.0,no_lipo,3,8,1.25,185,0,0,4,0,1,19,12
F16,349,79,AqpZ,5.0,no_lipo,3,14,0.0,185,1,0,4,0,1,15,5
D23,350,80,AqpZ,5.0,no_lipo,3,8,0.0,185,2,0,4,0,1,22,3
E9,351,81,AqpZ,5.0,no_lipo,3,14,0.0,85,1,0,4,0,1,8,4
I3,352,83,AqpZ,5.0,no_lipo,3,8,0.0,85,1,0,4,0,1,2,8
L5,353,84,AqpZ,5.0,no_lipo,3,14,0.0,135,0,0,4,0,1,4,11
H6,354,85,Cat,5.0,no_lipo,3,8,0.0,85,2,0,4,0,1,5,7
P4,355,87,Cat,5.0,no_lipo,3,20,0.0,185,2,0,4,0,1,3,15
G21,356,89,Cat,2.5,no_lipo,3,20,0.0,185,0,0,4,0,1,20,6
B22,357,90,Cat,2.5,no_lipo,3,8,0.0,85,0,0,4,0,1,21,1
L1,358,94,Blank,0.0,no_lipo,3,8,0.0,85,0,0,4,0,1,0,11
P22,359,96,Blank,0.0,no_lipo,3,20,0.0,185,2,0,4,0,1,21,15
