well_name,unique_id,DNA_name,rxn_id,DNA_conc,Mg,SecYE,K,PEG,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
A2,92,Mol,161,5.0,17,0.0,235,0,0.1,3,no_lipo,1,1,1,0
I7,93,Mol,175,5.0,17,0.625,135,0,8.0,3,no_lipo,1,1,6,8
E3,94,Mol,176,5.0,17,0.625,185,0,0.1,3,no_lipo,1,1,2,4
C11,95,Mol,182,5.0,17,1.25,185,0,0.1,3,no_lipo,1,1,10,2
I2,96,Mol,9,2.5,8,0.0,235,0,8.0,3,no_lipo,1,1,1,8
N13,97,Mol,16,2.5,11,0.0,135,0,0.1,3,no_lipo,1,1,12,13
C20,98,Mol,25,2.5,14,0.0,135,0,1.0,3,no_lipo,1,1,19,2
H24,99,Mol,48,2.5,17,0.0,235,0,0.1,3,no_lipo,1,1,23,7
K15,100,Mol,60,2.5,17,0.625,235,0,0.1,3,no_lipo,1,1,14,10
F8,101,Mol,68,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,7,5
K11,102,Mol,71,5.0,8,0.0,135,0,4.0,3,no_lipo,1,1,10,10
J3,103,Mol,116,5.0,14,0.0,135,0,1.0,3,no_lipo,1,1,2,9
P2,104,Mol,119,5.0,14,0.0,135,0,1.0,3,no_lipo,1,1,1,15
G8,105,Mol,128,5.0,14,0.0,235,0,8.0,3,no_lipo,1,1,7,6
B16,106,Mol,150,5.0,17,0.0,185,0,1.0,3,no_lipo,1,1,15,1
H16,107,Mol,158,5.0,17,0.0,235,0,0.1,3,no_lipo,1,1,15,7
F9,108,Mol,161,5.0,17,0.0,235,0,0.1,3,no_lipo,1,1,8,5
G5,109,Mol,175,5.0,17,0.625,135,0,8.0,3,no_lipo,1,1,4,6
O17,110,Mol,176,5.0,17,0.625,185,0,0.1,3,no_lipo,1,1,16,14
K9,111,Mol,182,5.0,17,1.25,185,0,0.1,3,no_lipo,1,1,8,10
O18,112,Mol,9,2.5,8,0.0,235,0,8.0,3,no_lipo,1,1,17,14
K6,113,Mol,16,2.5,11,0.0,135,0,0.1,3,no_lipo,1,1,5,10
B19,114,Mol,25,2.5,14,0.0,135,0,1.0,3,no_lipo,1,1,18,1
E14,115,Mol,48,2.5,17,0.0,235,0,0.1,3,no_lipo,1,1,13,4
O5,116,Mol,60,2.5,17,0.625,235,0,0.1,3,no_lipo,1,1,4,14
L16,117,Mol,68,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,15,11
A3,118,Mol,71,5.0,8,0.0,135,0,4.0,3,no_lipo,1,1,2,0
H3,119,Mol,116,5.0,14,0.0,135,0,1.0,3,no_lipo,1,1,2,7
C7,120,Mol,119,5.0,14,0.0,135,0,1.0,3,no_lipo,1,1,6,2
J23,121,Mol,128,5.0,14,0.0,235,0,8.0,3,no_lipo,1,1,22,9
F4,122,Mol,150,5.0,17,0.0,185,0,1.0,3,no_lipo,1,1,3,5
A14,123,Mol,158,5.0,17,0.0,235,0,0.1,3,no_lipo,1,1,13,0
N9,124,Mol,161,5.0,17,0.0,235,0,0.1,3,no_lipo,1,1,8,13
B15,125,Mol,175,5.0,17,0.625,135,0,8.0,3,no_lipo,1,1,14,1
M4,126,Mol,176,5.0,17,0.625,185,0,0.1,3,no_lipo,1,1,3,12
A9,127,Mol,182,5.0,17,1.25,185,0,0.1,3,no_lipo,1,1,8,0
L10,128,Mito,64,2.5,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,9,11
N24,129,Mito,67,2.5,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,23,13
L23,130,Mito,92,5.0,11,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,1,22,11
O13,131,Mito,93,5.0,11,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,1,12,14
J20,132,Mito,97,5.0,11,0.0,235,0,1.0,3,DOPC--15%PE--0%Chol,1,1,19,9
P9,133,Mito,98,5.0,11,0.0,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,8,15
B21,134,Mito,123,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,1,20,1
J22,135,Mito,141,5.0,17,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,1,21,9
N2,136,Mito,148,5.0,17,0.0,185,0,0.1,3,DMPC--0%PE--0%Chol,1,1,1,13
I11,137,Mito,154,5.0,17,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,1,10,8
C19,138,Mito,162,5.0,17,0.0,235,0,1.0,3,DOPC--0%PE--0%Chol,1,1,18,2
J17,139,Mito,167,5.0,17,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,1,16,9
B3,140,Mito,179,5.0,17,0.625,235,0,0.1,3,DOPC--15%PE--0%Chol,1,1,2,1
L21,141,Mito,187,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,20,11
K5,142,Mito,190,5.0,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,4,10
D15,143,Mito,191,5.0,17,1.25,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,14,3
E20,144,Mito,64,2.5,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,19,4
M12,145,Mito,67,2.5,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,11,12
D12,146,Mito,92,5.0,11,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,1,11,3
N23,147,Mito,93,5.0,11,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,1,22,13
G16,148,Mito,97,5.0,11,0.0,235,0,1.0,3,DOPC--15%PE--0%Chol,1,1,15,6
E2,149,Mito,98,5.0,11,0.0,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,1,4
H8,150,Mito,123,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,1,7,7
C13,151,Mito,141,5.0,17,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,1,12,2
B14,152,Mito,148,5.0,17,0.0,185,0,0.1,3,DMPC--0%PE--0%Chol,1,1,13,1
D16,153,Mito,154,5.0,17,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,1,15,3
O19,154,Mito,162,5.0,17,0.0,235,0,1.0,3,DOPC--0%PE--0%Chol,1,1,18,14
H9,155,Mito,167,5.0,17,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,1,8,7
G18,156,Mito,179,5.0,17,0.625,235,0,0.1,3,DOPC--15%PE--0%Chol,1,1,17,6
D6,157,Mito,187,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,5,3
A17,158,Mito,190,5.0,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,16,0
B11,159,Mito,191,5.0,17,1.25,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,10,1
D17,160,Mito,64,2.5,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,16,3
E15,161,Mito,67,2.5,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,14,4
C17,162,Mito,92,5.0,11,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,1,16,2
D19,163,Mito,93,5.0,11,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,1,18,3
N17,164,Mito,97,5.0,11,0.0,235,0,1.0,3,DOPC--15%PE--0%Chol,1,1,16,13
L22,165,Mito,98,5.0,11,0.0,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,21,11
J5,166,Mito,123,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,1,4,9
H4,167,Mito,141,5.0,17,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,1,3,7
F20,168,Mito,148,5.0,17,0.0,185,0,0.1,3,DMPC--0%PE--0%Chol,1,1,19,5
F6,169,Mito,154,5.0,17,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,1,5,5
M17,170,Mito,162,5.0,17,0.0,235,0,1.0,3,DOPC--0%PE--0%Chol,1,1,16,12
P10,171,Mito,167,5.0,17,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,1,9,15
K13,172,Mito,179,5.0,17,0.625,235,0,0.1,3,DOPC--15%PE--0%Chol,1,1,12,10
M11,173,Mito,187,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,10,12
H19,174,Mito,190,5.0,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,18,7
D8,175,Mito,191,5.0,17,1.25,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,7,3
H14,176,Mito,64,2.5,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,13,7
D3,177,Mito,67,2.5,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,2,3
F3,178,Mito,92,5.0,11,0.0,135,0,1.0,3,DOPC--0%PE--0%Chol,1,1,2,5
C3,179,Mito,93,5.0,11,0.0,135,0,4.0,3,DMPC--0%PE--0%Chol,1,1,2,2
B1,180,Mito,97,5.0,11,0.0,235,0,1.0,3,DOPC--15%PE--0%Chol,1,1,0,1
A16,181,Mito,98,5.0,11,0.0,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,15,0
G7,182,Mito,123,5.0,14,0.0,135,0,4.0,3,DMPC--15%PE--0%Chol,1,1,6,6
N14,183,Mito,141,5.0,17,0.0,135,0,4.0,3,DOPC--0%PE--0%Chol,1,1,13,13
K23,184,Mito,148,5.0,17,0.0,185,0,0.1,3,DMPC--0%PE--0%Chol,1,1,22,10
F7,185,Mito,154,5.0,17,0.0,185,0,4.0,3,DOPC--15%PE--0%Chol,1,1,6,5
G10,186,Mito,162,5.0,17,0.0,235,0,1.0,3,DOPC--0%PE--0%Chol,1,1,9,6
O14,187,Mito,167,5.0,17,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,1,13,14
L8,188,Mito,179,5.0,17,0.625,235,0,0.1,3,DOPC--15%PE--0%Chol,1,1,7,11
H20,189,Mito,187,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,1,19,7
F22,190,Mito,190,5.0,17,1.25,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,21,5
O24,191,Mito,191,5.0,17,1.25,235,0,4.0,3,DOPC--0%PE--0%Chol,1,1,23,14
J24,192,Mito,64,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,23,9
J2,193,Mito,67,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,1,9
J19,194,Mito,92,5.0,11,0.0,135,0,1.0,3,no_lipo,1,1,18,9
P21,195,Mito,93,5.0,11,0.0,135,0,4.0,3,no_lipo,1,1,20,15
A20,196,Mito,97,5.0,11,0.0,235,0,1.0,3,no_lipo,1,1,19,0
M13,197,Mito,98,5.0,11,0.0,235,0,4.0,3,no_lipo,1,1,12,12
N3,198,Mito,123,5.0,14,0.0,135,0,4.0,3,no_lipo,1,1,2,13
K17,199,Mito,141,5.0,17,0.0,135,0,4.0,3,no_lipo,1,1,16,10
N19,200,Mito,148,5.0,17,0.0,185,0,0.1,3,no_lipo,1,1,18,13
G24,201,Mito,154,5.0,17,0.0,185,0,4.0,3,no_lipo,1,1,23,6
M7,202,Mito,162,5.0,17,0.0,235,0,1.0,3,no_lipo,1,1,6,12
C24,203,Mito,167,5.0,17,0.0,235,0,8.0,3,no_lipo,1,1,23,2
I13,204,Mito,179,5.0,17,0.625,235,0,0.1,3,no_lipo,1,1,12,8
L19,205,Mito,187,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,18,11
G12,206,Mito,190,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,11,6
B24,207,Mito,191,5.0,17,1.25,235,0,4.0,3,no_lipo,1,1,23,1
L17,208,Mito,64,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,16,11
P8,209,Mito,67,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,7,15
J10,210,Mito,92,5.0,11,0.0,135,0,1.0,3,no_lipo,1,1,9,9
E10,211,Mito,93,5.0,11,0.0,135,0,4.0,3,no_lipo,1,1,9,4
A8,212,Mito,97,5.0,11,0.0,235,0,1.0,3,no_lipo,1,1,7,0
J8,213,Mito,98,5.0,11,0.0,235,0,4.0,3,no_lipo,1,1,7,9
G2,214,Mito,123,5.0,14,0.0,135,0,4.0,3,no_lipo,1,1,1,6
K3,215,Mito,141,5.0,17,0.0,135,0,4.0,3,no_lipo,1,1,2,10
I20,216,Mito,148,5.0,17,0.0,185,0,0.1,3,no_lipo,1,1,19,8
G1,217,Mito,154,5.0,17,0.0,185,0,4.0,3,no_lipo,1,1,0,6
N6,218,Mito,162,5.0,17,0.0,235,0,1.0,3,no_lipo,1,1,5,13
E17,219,Mito,167,5.0,17,0.0,235,0,8.0,3,no_lipo,1,1,16,4
I6,220,Mito,179,5.0,17,0.625,235,0,0.1,3,no_lipo,1,1,5,8
G15,221,Mito,187,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,14,6
C4,222,Mito,190,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,3,2
A6,223,Mito,191,5.0,17,1.25,235,0,4.0,3,no_lipo,1,1,5,0
C1,224,Mito,64,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,0,2
I18,225,Mito,67,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,17,8
M15,226,Mito,92,5.0,11,0.0,135,0,1.0,3,no_lipo,1,1,14,12
B13,227,Mito,93,5.0,11,0.0,135,0,4.0,3,no_lipo,1,1,12,1
M16,228,Mito,97,5.0,11,0.0,235,0,1.0,3,no_lipo,1,1,15,12
G4,229,Mito,98,5.0,11,0.0,235,0,4.0,3,no_lipo,1,1,3,6
C5,230,Mito,123,5.0,14,0.0,135,0,4.0,3,no_lipo,1,1,4,2
E23,231,Mito,141,5.0,17,0.0,135,0,4.0,3,no_lipo,1,1,22,4
K2,232,Mito,148,5.0,17,0.0,185,0,0.1,3,no_lipo,1,1,1,10
F14,233,Mito,154,5.0,17,0.0,185,0,4.0,3,no_lipo,1,1,13,5
N20,234,Mito,162,5.0,17,0.0,235,0,1.0,3,no_lipo,1,1,19,13
H10,235,Mito,167,5.0,17,0.0,235,0,8.0,3,no_lipo,1,1,9,7
J12,236,Mito,179,5.0,17,0.625,235,0,0.1,3,no_lipo,1,1,11,9
N15,237,Mito,187,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,14,13
H15,238,Mito,190,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,14,7
P18,239,Mito,191,5.0,17,1.25,235,0,4.0,3,no_lipo,1,1,17,15
K8,240,Mito,64,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,7,10
A7,241,Mito,67,2.5,17,1.25,235,0,0.1,3,no_lipo,1,1,6,0
K7,242,Mito,92,5.0,11,0.0,135,0,1.0,3,no_lipo,1,1,6,10
O12,243,Mito,93,5.0,11,0.0,135,0,4.0,3,no_lipo,1,1,11,14
F21,244,Mito,97,5.0,11,0.0,235,0,1.0,3,no_lipo,1,1,20,5
E6,245,Mito,98,5.0,11,0.0,235,0,4.0,3,no_lipo,1,1,5,4
K22,246,Mito,123,5.0,14,0.0,135,0,4.0,3,no_lipo,1,1,21,10
G13,247,Mito,141,5.0,17,0.0,135,0,4.0,3,no_lipo,1,1,12,6
A10,248,Mito,148,5.0,17,0.0,185,0,0.1,3,no_lipo,1,1,9,0
H17,249,Mito,154,5.0,17,0.0,185,0,4.0,3,no_lipo,1,1,16,7
E19,250,Mito,162,5.0,17,0.0,235,0,1.0,3,no_lipo,1,1,18,4
K24,251,Mito,167,5.0,17,0.0,235,0,8.0,3,no_lipo,1,1,23,10
B10,252,Mito,179,5.0,17,0.625,235,0,0.1,3,no_lipo,1,1,9,1
M10,253,Mito,187,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,9,12
D20,254,Mito,190,5.0,17,1.25,235,0,0.1,3,no_lipo,1,1,19,3
D4,255,Mito,191,5.0,17,1.25,235,0,4.0,3,no_lipo,1,1,3,3
C10,256,InP,15,2.5,8,0.625,235,0,8.0,3,DMPC--15%PE--0%Chol,1,1,9,2
N4,257,InP,17,2.5,11,0.0,185,0,1.0,3,DMPC--15%PE--0%Chol,1,1,3,13
E13,258,InP,19,2.5,11,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,1,12,4
E5,259,InP,22,2.5,14,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,1,4,4
P5,260,InP,30,2.5,14,0.0,185,0,8.0,3,DMPC--15%PE--0%Chol,1,1,4,15
B9,261,InP,31,2.5,14,1.25,185,0,8.0,3,DMPC--15%PE--0%Chol,1,1,8,1
D5,262,InP,39,2.5,17,0.0,85,0,8.0,3,DMPC--0%PE--0%Chol,1,1,4,3
A18,263,InP,45,2.5,17,0.0,235,0,0.1,3,DMPC--15%PE--0%Chol,1,1,17,0
N8,264,InP,52,2.5,17,0.625,85,0,8.0,3,DMPC--15%PE--0%Chol,1,1,7,13
E24,265,InP,55,2.5,17,0.625,185,0,4.0,3,DMPC--15%PE--0%Chol,1,1,23,4
G11,266,InP,57,2.5,17,0.625,185,0,8.0,3,DMPC--0%PE--0%Chol,1,1,10,6
B7,267,InP,69,5.0,8,0.0,85,0,4.0,3,DMPC--0%PE--0%Chol,1,1,6,1
L14,268,InP,104,5.0,11,0.625,135,0,8.0,3,DMPC--15%PE--0%Chol,1,1,13,11
P23,269,InP,125,5.0,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,1,22,15
E12,270,InP,126,5.0,14,0.0,185,0,0.1,3,DMPC--15%PE--0%Chol,1,1,11,4
N16,271,InP,145,5.0,17,0.0,135,0,8.0,3,DMPC--15%PE--0%Chol,1,1,15,13
E4,272,InP,15,2.5,8,0.625,235,0,8.0,3,DMPC--15%PE--0%Chol,1,1,3,4
O23,273,InP,17,2.5,11,0.0,185,0,1.0,3,DMPC--15%PE--0%Chol,1,1,22,14
O9,274,InP,19,2.5,11,0.0,185,0,8.0,3,DMPC--0%PE--0%Chol,1,1,8,14
