well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
D17,1152,1,65,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,Mol,4,16,3,3
B4,1153,1,66,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mol,4,3,1,3
N12,1154,1,68,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mol,4,11,13,3
B1,1155,1,71,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,Mol,4,0,1,3
L6,1156,1,72,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Mol,4,5,11,3
H4,1157,1,74,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mol,4,3,7,3
E24,1158,1,76,2.5,85.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mol,4,23,4,3
O24,1159,1,78,5.0,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Mol,4,23,14,3
E2,1160,1,81,5.0,85.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mol,4,1,4,3
G5,1161,1,82,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Mol,4,4,6,3
C21,1162,1,84,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Mol,4,20,2,3
O1,1163,1,87,5.0,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mol,4,0,14,3
C19,1164,1,88,2.5,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mol,4,18,2,3
F20,1165,1,90,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,Mol,4,19,5,3
M4,1166,1,92,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,Mol,4,3,12,3
A18,1167,1,94,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mol,4,17,0,3
L23,1168,1,65,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,Mol,4,22,11,3
F17,1169,1,66,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mol,4,16,5,3
C22,1170,1,68,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mol,4,21,2,3
B3,1171,1,71,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,Mol,4,2,1,3
D8,1172,1,72,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Mol,4,7,3,3
L21,1173,1,74,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mol,4,20,11,3
J9,1174,1,76,2.5,85.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mol,4,8,9,3
J12,1175,1,78,5.0,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Mol,4,11,9,3
F8,1176,1,81,5.0,85.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mol,4,7,5,3
O19,1177,1,82,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Mol,4,18,14,3
H22,1178,1,84,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Mol,4,21,7,3
L15,1179,1,87,5.0,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mol,4,14,11,3
G3,1180,1,88,2.5,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mol,4,2,6,3
A11,1181,1,90,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,Mol,4,10,0,3
A23,1182,1,92,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,Mol,4,22,0,3
I21,1183,1,94,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mol,4,20,8,3
B6,1184,1,65,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,Mol,4,5,1,3
A8,1185,1,66,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mol,4,7,0,3
G1,1186,1,68,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mol,4,0,6,3
C24,1187,1,71,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,Mol,4,23,2,3
M3,1188,1,72,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Mol,4,2,12,3
D9,1189,1,74,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mol,4,8,3,3
F13,1190,1,76,2.5,85.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mol,4,12,5,3
M9,1191,1,78,5.0,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Mol,4,8,12,3
N14,1192,1,81,5.0,85.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mol,4,13,13,3
I11,1193,1,82,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Mol,4,10,8,3
K7,1194,1,84,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Mol,4,6,10,3
G15,1195,1,87,5.0,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mol,4,14,6,3
I9,1196,1,88,2.5,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mol,4,8,8,3
P18,1197,1,90,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,Mol,4,17,15,3
O7,1198,1,92,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,Mol,4,6,14,3
F22,1199,1,94,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mol,4,21,5,3
P22,1200,1,65,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,Mol,4,21,15,3
K3,1201,1,66,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Mol,4,2,10,3
O23,1202,1,68,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Mol,4,22,14,3
K17,1203,1,71,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,Mol,4,16,10,3
J13,1204,1,72,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Mol,4,12,9,3
O16,1205,1,74,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,Mol,4,15,14,3
G24,1206,1,76,2.5,85.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,Mol,4,23,6,3
L13,1207,1,78,5.0,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Mol,4,12,11,3
F5,1208,1,81,5.0,85.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,Mol,4,4,5,3
G18,1209,1,82,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Mol,4,17,6,3
H19,1210,1,84,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Mol,4,18,7,3
P9,1211,1,87,5.0,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,Mol,4,8,15,3
J15,1212,1,88,2.5,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Mol,4,14,9,3
C9,1213,1,90,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,Mol,4,8,2,3
G11,1214,1,92,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,Mol,4,10,6,3
G20,1215,1,94,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Mol,4,19,6,3
M13,1216,1,65,2.5,85.0,8.0,0.0,0.1,no_lipo,Mol,4,12,12,3
F6,1217,1,66,2.5,185.0,8.0,0.0,0.1,no_lipo,Mol,4,5,5,3
M21,1218,1,68,2.5,85.0,14.0,0.625,0.1,no_lipo,Mol,4,20,12,3
D1,1219,1,71,2.5,185.0,14.0,0.625,0.1,no_lipo,Mol,4,0,3,3
D24,1220,1,72,5.0,85.0,8.0,0.0,0.1,no_lipo,Mol,4,23,3,3
G7,1221,1,74,2.5,185.0,14.0,0.0,0.1,no_lipo,Mol,4,6,6,3
L20,1222,1,76,2.5,85.0,8.0,0.625,0.1,no_lipo,Mol,4,19,11,3
O10,1223,1,78,5.0,185.0,14.0,0.625,0.1,no_lipo,Mol,4,9,14,3
B11,1224,1,81,5.0,85.0,14.0,0.0,4.0,no_lipo,Mol,4,10,1,3
O4,1225,1,82,5.0,185.0,14.0,0.0,4.0,no_lipo,Mol,4,3,14,3
N8,1226,1,84,5.0,85.0,8.0,0.625,4.0,no_lipo,Mol,4,7,13,3
P2,1227,1,87,5.0,185.0,8.0,0.625,4.0,no_lipo,Mol,4,1,15,3
F1,1228,1,88,2.5,85.0,14.0,0.0,4.0,no_lipo,Mol,4,0,5,3
O17,1229,1,90,5.0,185.0,8.0,0.0,4.0,no_lipo,Mol,4,16,14,3
H12,1230,1,92,5.0,85.0,14.0,0.625,4.0,no_lipo,Mol,4,11,7,3
M12,1231,1,94,2.5,185.0,8.0,0.625,4.0,no_lipo,Mol,4,11,12,3
I13,1232,1,65,2.5,85.0,8.0,0.0,0.1,no_lipo,Mol,4,12,8,3
K11,1233,1,66,2.5,185.0,8.0,0.0,0.1,no_lipo,Mol,4,10,10,3
G13,1234,1,68,2.5,85.0,14.0,0.625,0.1,no_lipo,Mol,4,12,6,3
A21,1235,1,71,2.5,185.0,14.0,0.625,0.1,no_lipo,Mol,4,20,0,3
B7,1236,1,72,5.0,85.0,8.0,0.0,0.1,no_lipo,Mol,4,6,1,3
E8,1237,1,74,2.5,185.0,14.0,0.0,0.1,no_lipo,Mol,4,7,4,3
N21,1238,1,76,2.5,85.0,8.0,0.625,0.1,no_lipo,Mol,4,20,13,3
A12,1239,1,78,5.0,185.0,14.0,0.625,0.1,no_lipo,Mol,4,11,0,3
N15,1240,1,81,5.0,85.0,14.0,0.0,4.0,no_lipo,Mol,4,14,13,3
J21,1241,1,82,5.0,185.0,14.0,0.0,4.0,no_lipo,Mol,4,20,9,3
F11,1242,1,84,5.0,85.0,8.0,0.625,4.0,no_lipo,Mol,4,10,5,3
J18,1243,1,87,5.0,185.0,8.0,0.625,4.0,no_lipo,Mol,4,17,9,3
A13,1244,1,88,2.5,85.0,14.0,0.0,4.0,no_lipo,Mol,4,12,0,3
E14,1245,1,90,5.0,185.0,8.0,0.0,4.0,no_lipo,Mol,4,13,4,3
N20,1246,1,92,5.0,85.0,14.0,0.625,4.0,no_lipo,Mol,4,19,13,3
D11,1247,1,94,2.5,185.0,8.0,0.625,4.0,no_lipo,Mol,4,10,3,3
J23,1248,1,65,2.5,85.0,8.0,0.0,0.1,no_lipo,Mol,4,22,9,3
C7,1249,1,66,2.5,185.0,8.0,0.0,0.1,no_lipo,Mol,4,6,2,3
C15,1250,1,68,2.5,85.0,14.0,0.625,0.1,no_lipo,Mol,4,14,2,3
E22,1251,1,71,2.5,185.0,14.0,0.625,0.1,no_lipo,Mol,4,21,4,3
J20,1252,1,72,5.0,85.0,8.0,0.0,0.1,no_lipo,Mol,4,19,9,3
F2,1253,1,74,2.5,185.0,14.0,0.0,0.1,no_lipo,Mol,4,1,5,3
C13,1254,1,76,2.5,85.0,8.0,0.625,0.1,no_lipo,Mol,4,12,2,3
N9,1255,1,78,5.0,185.0,14.0,0.625,0.1,no_lipo,Mol,4,8,13,3
O6,1256,1,81,5.0,85.0,14.0,0.0,4.0,no_lipo,Mol,4,5,14,3
E19,1257,1,82,5.0,185.0,14.0,0.0,4.0,no_lipo,Mol,4,18,4,3
I19,1258,1,84,5.0,85.0,8.0,0.625,4.0,no_lipo,Mol,4,18,8,3
H10,1259,1,87,5.0,185.0,8.0,0.625,4.0,no_lipo,Mol,4,9,7,3
M8,1260,1,88,2.5,85.0,14.0,0.0,4.0,no_lipo,Mol,4,7,12,3
F19,1261,1,90,5.0,185.0,8.0,0.0,4.0,no_lipo,Mol,4,18,5,3
