well_name,plate,DNA_name,DNA_conc,K,Liposome_name,Liposome_conc,Mg,SecYE,WCE,Supp
E17,4,Glut,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
E18,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
E19,4,Mol,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
E2,4,Vol,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
E20,4,Glut,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
E21,4,Mol,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
E22,4,Neu,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
E23,4,Neu,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
E3,4,Mol,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
E4,4,Mol,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
E5,4,Vol,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
E6,4,Mol,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
E7,4,Glut,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
E8,4,Neu,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
E9,4,Mol,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
F1,4,Vol,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
F10,4,Neu,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
F11,4,Neu,5.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
F12,4,Neu,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
F13,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
F14,4,Neu,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
F15,4,Vol,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
F16,4,Vol,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
F17,4,Vol,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
F18,4,Neu,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
F19,4,Neu,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
F2,4,Mol,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
F20,4,Glut,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
F21,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
F22,4,AqpZ,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
F23,4,Mol,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
F3,4,Glut,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
F4,4,Neu,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
F5,4,Vol,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
F6,4,Neu,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
F7,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
F8,4,Glut,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
F9,4,Vol,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
G1,4,AqpZ,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
G10,4,Vol,5.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
G11,4,Mol,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
G12,4,Mol,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
G13,4,Mol,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
G14,4,Mol,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
G15,4,Mol,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
G16,4,AqpZ,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
G17,4,Vol,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
G18,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
G19,4,Neu,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
G2,4,AqpZ,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
G20,4,AqpZ,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
G21,4,Vol,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
G22,4,Mol,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
G23,4,Glut,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
G3,4,Glut,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
G4,4,Glut,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
G5,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
G6,4,Vol,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
G7,4,Vol,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
G8,4,Neu,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
G9,4,Vol,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
H1,4,AqpZ,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
H10,4,AqpZ,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
H11,4,Neu,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
H12,4,Glut,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
H13,4,Glut,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
H14,4,Mol,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
H15,4,Glut,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
H16,4,Vol,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
H17,4,Glut,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
H18,4,AqpZ,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
H19,4,Neu,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
H2,4,Glut,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
H20,4,Vol,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
H21,4,Vol,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
H22,4,AqpZ,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
H23,4,Vol,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
H3,4,Glut,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
H4,4,AqpZ,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
H5,4,Vol,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
H6,4,Mol,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
H7,4,Neu,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
H8,4,Glut,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
H9,4,Mol,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
I1,4,Mol,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
I10,4,Glut,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
I11,4,AqpZ,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
I12,4,Vol,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
I13,4,Neu,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
I14,4,AqpZ,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
I15,4,Glut,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
I16,4,Glut,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
I17,4,Glut,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
I18,4,Neu,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
I19,4,Neu,5.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
I2,4,Mol,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
I20,4,Glut,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
I21,4,Mol,5.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
I22,4,Neu,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
I3,4,AqpZ,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
I4,4,Vol,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
I5,4,Mol,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
I6,4,AqpZ,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
I7,4,Glut,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
I8,4,Mol,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
I9,4,Mol,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
J1,4,AqpZ,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
J10,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
J11,4,Mol,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
J12,4,AqpZ,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
J13,4,AqpZ,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
J14,4,Vol,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
J15,4,Mol,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
J16,4,Vol,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
J17,4,Vol,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
J18,4,Vol,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
J19,4,AqpZ,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
J2,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
J20,4,Neu,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
J21,4,Mol,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
J22,4,Glut,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
J3,4,Vol,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
J4,4,Neu,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
J5,4,Glut,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
J6,4,Vol,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
J7,4,Glut,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
J8,4,Glut,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
J9,4,Mol,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
K1,4,Vol,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
K10,4,Glut,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
K11,4,AqpZ,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
K12,4,AqpZ,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
K13,4,Mol,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
K14,4,Vol,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
K15,4,Glut,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
K16,4,Mol,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
K17,4,Vol,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
K18,4,Mol,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
K19,4,AqpZ,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
K2,4,Vol,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
K20,4,Glut,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
K21,4,Vol,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
K22,4,Glut,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
K3,4,Glut,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
K4,4,AqpZ,5.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
K5,4,Mol,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
K6,4,AqpZ,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
K7,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
K8,4,Vol,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
K9,4,AqpZ,5.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
L1,4,Glut,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
L10,4,Mol,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
L11,4,Neu,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
L12,4,Neu,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
L13,4,Neu,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
L14,4,Neu,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
L15,4,Vol,5.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
L16,4,AqpZ,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
L17,4,Vol,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
L18,4,Glut,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
L19,4,Mol,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
L2,4,Mol,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
L20,4,Vol,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
L21,4,Glut,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
L22,4,AqpZ,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
L3,4,Vol,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
L4,4,Vol,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
L5,4,AqpZ,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
L6,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
L7,4,Glut,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
L8,4,Neu,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
L9,4,Mol,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
M1,4,AqpZ,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
M10,4,Vol,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
M11,4,Glut,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
M12,4,Glut,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
M13,4,AqpZ,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
M14,4,Neu,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
M15,4,Neu,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
M16,4,AqpZ,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
M17,4,Mol,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
M18,4,Vol,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
M19,4,AqpZ,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
M2,4,AqpZ,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
M20,4,Vol,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
M21,4,AqpZ,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
M22,4,Neu,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
M3,4,Mol,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
M4,4,AqpZ,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
M5,4,Mol,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
M6,4,Mol,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
M7,4,Vol,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
M8,4,Vol,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
M9,4,AqpZ,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
N1,4,Vol,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
N10,4,Neu,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
N11,4,Mol,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
N12,4,Vol,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
N13,4,AqpZ,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
N14,4,Vol,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
N15,4,Glut,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
N16,4,AqpZ,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
N17,4,Mol,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
N18,4,Neu,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
N19,4,Vol,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
N2,4,Neu,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
N20,4,Vol,5.0,85.0,DMPC,3.0,20.0,0.0,BL62,S22
N21,4,AqpZ,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
N22,4,AqpZ,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
N3,4,Neu,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
N4,4,Mol,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
N5,4,Glut,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
N6,4,Vol,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
N7,4,AqpZ,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
N8,4,Vol,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
N9,4,Neu,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
O1,4,AqpZ,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
O10,4,Vol,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
O11,4,Mol,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
O12,4,AqpZ,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
O13,4,Mol,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
O14,4,Mol,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
O15,4,Glut,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
O16,4,Glut,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
O17,4,Neu,5.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
O18,4,Vol,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
O19,4,Glut,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
O2,4,Vol,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
O20,4,Vol,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
O21,4,Glut,5.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
O22,4,Glut,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
O3,4,Glut,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
