well_name,DNA_name,DNA_conc,Ffh,FtsY,Liposome_name,Liposome_conc,SecYE,combo,Mg,K
I9,MtlA,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,15,85
J1,Neu,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,15,85
J10,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.5,with SecYE,15,85
J11,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,15,85
J12,MtlA,5.0,0.6,0.0,DOPC,3.0,0.5,with SecYE,15,85
J13,Neu,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,15,85
J14,Neu,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,15,85
J15,Neu,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,15,85
J16,MtlA,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,15,85
J17,SecYE-G,5.0,0.3,0.3,DOPC,3.0,0.0,No SecYE,15,85
J18,Neu,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,15,85
J19,MtlA,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,15,85
J2,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,15,85
J20,Neu,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,15,85
J21,Neu,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,15,85
J22,MtlA,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,15,85
J23,Neu,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,15,85
J24,MtlA,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,15,85
J3,MtlA,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,15,85
J4,Neu,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,15,85
J5,Neu,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,15,85
J6,SecYE-G,5.0,0.6,0.6,DOPC,3.0,0.0,No SecYE,15,85
J7,Neu,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,15,85
J8,Neu,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,15,85
J9,MtlA,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,15,85
K1,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,15,85
K10,MtlA,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,15,85
K11,Neu,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,15,85
K12,MtlA,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,15,85
K13,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,15,85
K14,Neu,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,15,85
K15,Neu,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,15,85
K16,MtlA,5.0,0.3,0.6,no_lipo,0.0,1.0,with SecYE,15,85
K17,SecYE-G,5.0,0.3,0.6,no_lipo,0.0,0.0,No SecYE,15,85
K18,MtlA,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,15,85
K19,Neu,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,15,85
K2,MtlA,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,15,85
K20,Neu,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,15,85
K21,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,15,85
K22,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,15,85
K23,MtlA,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,15,85
K3,MtlA,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,15,85
K4,SecYE-G,5.0,0.6,0.6,DOPC,3.0,0.0,No SecYE,15,85
K5,Neu,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,15,85
K6,Neu,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,15,85
K7,MtlA,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,15,85
K8,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,15,85
K9,Neu,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,15,85
L1,Neu,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,15,85
L10,Neu,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,15,85
L11,MtlA,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,15,85
L12,Neu,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,15,85
L13,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,15,85
L14,SecYE-G,5.0,0.6,0.6,no_lipo,0.0,0.0,No SecYE,15,85
L15,MtlA,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,15,85
L16,Neu,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,15,85
L17,Neu,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,15,85
L18,MtlA,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,15,85
L19,Neu,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,15,85
L2,MtlA,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,15,85
L20,Neu,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,15,85
L21,Neu,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,15,85
L22,MtlA,5.0,0.6,0.0,no_lipo,0.0,0.0,with SecYE,15,85
