well_name,plate,DNA_name,DNA_conc,K,Liposome_name,Liposome_conc,Mg,SecYE,WCE,Supp
G8,2,CD47,5.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
G9,2,B2AR,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
H1,2,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
H10,2,MscL,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
H11,2,B2AR,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
H12,2,Mito,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
H13,2,B2AR,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
H14,2,B2AR,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
H15,2,Mito,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
H16,2,Blank,0.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
H17,2,MscL,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
H18,2,MscL,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
H19,2,Mito,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
H2,2,B2AR,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
H20,2,MscL,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
H21,2,Mito,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
H22,2,Mito,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
H23,2,Blank,0.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
H3,2,B2AR,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
H4,2,Blank,0.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
H5,2,CD47,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
H6,2,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
H7,2,CD47,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
H8,2,Blank,0.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
H9,2,CD47,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
I1,2,MscL,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
I10,2,Blank,0.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
I11,2,Blank,0.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
I12,2,CD47,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
I13,2,Mito,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
I14,2,CD47,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
I15,2,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
I16,2,MscL,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
I17,2,CD47,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
I18,2,Mito,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
I19,2,Mito,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
I2,2,MscL,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
I20,2,Blank,0.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
I21,2,Blank,0.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
I22,2,Mito,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
I3,2,MscL,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
I4,2,Mito,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
I5,2,Blank,0.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
I6,2,Blank,0.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
I7,2,MscL,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
I8,2,MscL,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
I9,2,MscL,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
J1,2,Mito,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
J10,2,Blank,0.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
J11,2,CD47,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
J12,2,MscL,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
J13,2,CD47,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
J14,2,B2AR,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
J15,2,MscL,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
J16,2,Blank,0.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
J17,2,Blank,0.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
J18,2,MscL,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
J19,2,B2AR,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
J2,2,MscL,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
J20,2,Mito,5.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
J21,2,Mito,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
J22,2,B2AR,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
J3,2,Blank,0.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
J4,2,MscL,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
J5,2,B2AR,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
J6,2,CD47,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
J7,2,MscL,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
J8,2,Mito,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
J9,2,Mito,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
K1,2,CD47,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
K10,2,Blank,0.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
K11,2,Blank,0.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
K12,2,Blank,0.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
K13,2,Blank,0.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
K14,2,Blank,0.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
K15,2,Mito,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
K16,2,MscL,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
K17,2,CD47,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
K18,2,B2AR,5.0,135.0,DMPC,3.0,16.0,0.0,BL62,S22
K19,2,Blank,0.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
K2,2,Mito,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
K20,2,CD47,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
K21,2,Blank,0.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
K22,2,CD47,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
K3,2,CD47,5.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
K4,2,Mito,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
K5,2,Blank,0.0,135.0,DOPC,3.0,12.0,0.0,BL62,S22
K6,2,Blank,0.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
K7,2,MscL,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
K8,2,Blank,0.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
K9,2,CD47,5.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
L1,2,B2AR,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
L10,2,B2AR,5.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
L11,2,Mito,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
L12,2,CD47,5.0,135.0,no_lipo,0.0,8.0,1.25,BL62,S22
L13,2,Mito,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
L14,2,MscL,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
L15,2,B2AR,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
L16,2,Mito,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
L17,2,MscL,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
L18,2,Mito,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
L19,2,B2AR,5.0,135.0,DOPC,3.0,8.0,0.0,BL62,S22
L2,2,B2AR,5.0,135.0,no_lipo,0.0,8.0,0.0,BL62,S22
L20,2,CD47,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
L21,2,B2AR,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
L22,2,B2AR,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
L3,2,Mito,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
L4,2,Mito,5.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
L5,2,Mito,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
L6,2,CD47,5.0,135.0,no_lipo,0.0,20.0,1.25,BL62,S22
L7,2,Mito,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
L8,2,Mito,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
L9,2,Mito,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
M1,2,CD47,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
M10,2,Blank,0.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
M11,2,Blank,0.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
M12,2,Mito,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
M13,2,CD47,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
M14,2,B2AR,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
M15,2,B2AR,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
M16,2,Mito,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
M17,2,MscL,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
M18,2,Mito,5.0,85.0,DMPC,3.0,20.0,1.25,BL62,S22
M19,2,B2AR,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
M2,2,CD47,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
M20,2,Mito,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
M21,2,B2AR,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
M22,2,Blank,0.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
M3,2,MscL,5.0,85.0,DOPC,3.0,20.0,1.25,BL62,S22
M4,2,MscL,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
M5,2,B2AR,5.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
M6,2,B2AR,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
M7,2,Mito,5.0,85.0,no_lipo,0.0,8.0,0.0,BL62,S22
M8,2,CD47,5.0,135.0,DOPC,3.0,12.0,1.25,BL62,S22
M9,2,Mito,5.0,135.0,DOPC,3.0,16.0,0.0,BL62,S22
N1,2,Blank,0.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
N10,2,Mito,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
N11,2,Mito,5.0,85.0,no_lipo,0.0,20.0,1.25,BL62,S22
N12,2,Mito,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
N13,2,Mito,5.0,85.0,DMPC,3.0,8.0,1.25,BL62,S22
N14,2,B2AR,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
N15,2,B2AR,5.0,85.0,no_lipo,0.0,8.0,1.25,BL62,S22
N16,2,B2AR,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
N17,2,B2AR,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
N18,2,B2AR,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
N19,2,CD47,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
N2,2,B2AR,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
N20,2,CD47,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
N21,2,Mito,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
N22,2,MscL,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
N3,2,MscL,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
N4,2,Blank,0.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
N5,2,CD47,5.0,135.0,DMPC,3.0,20.0,1.25,BL62,S22
N6,2,Mito,5.0,135.0,DMPC,3.0,16.0,1.25,BL62,S22
N7,2,CD47,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
N8,2,Mito,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
N9,2,MscL,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
O1,2,MscL,5.0,135.0,no_lipo,0.0,12.0,1.25,BL62,S22
O10,2,Blank,0.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
O11,2,MscL,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
O12,2,CD47,5.0,135.0,DOPC,3.0,16.0,1.25,BL62,S22
O13,2,B2AR,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
O14,2,CD47,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
O15,2,MscL,5.0,135.0,DMPC,3.0,8.0,0.0,BL62,S22
O16,2,Mito,5.0,85.0,DMPC,3.0,16.0,0.0,BL62,S22
O17,2,B2AR,5.0,135.0,DMPC,3.0,20.0,0.0,BL62,S22
O18,2,Mito,5.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
O19,2,Blank,0.0,85.0,no_lipo,0.0,16.0,0.0,BL62,S22
O2,2,MscL,5.0,135.0,DOPC,3.0,20.0,0.0,BL62,S22
O20,2,Mito,5.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
O21,2,B2AR,5.0,85.0,DOPC,3.0,8.0,0.0,BL62,S22
O22,2,MscL,5.0,135.0,no_lipo,0.0,16.0,1.25,BL62,S22
O3,2,Blank,0.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
O4,2,CD47,5.0,135.0,no_lipo,0.0,12.0,0.0,BL62,S22
O5,2,MscL,5.0,85.0,DOPC,3.0,20.0,0.0,BL62,S22
