unique_id,rxn_id,reagent,target,Reagent_type,stock,Droplet,well_id,Column,Row,well_name
110,10,deGFP,5,DNA,83.333,2,6,0,6,G01
146,46,wce,1,wce,1.0,22,7,0,7,H01
146,46,Mg,30,Mg,166.667,0,7,0,7,H01
146,46,water,1,water,1.0,5,7,0,7,H01
146,46,K,100,K,833.333,0,7,0,7,H01
146,46,deGFP,5,DNA,83.333,2,7,0,7,H01
146,46,Mg,30,Mg,500.0,2,7,0,7,H01
146,46,K,100,K,1666.667,2,7,0,7,H01
293,93,wce,1,wce,1.0,22,8,0,8,I01
293,93,Mg,15,Mg,500.0,1,8,0,8,I01
293,93,Mg,15,Mg,166.667,0,8,0,8,I01
293,93,K,225,K,1666.667,4,8,0,8,I01
293,93,K,225,K,833.333,1,8,0,8,I01
293,93,water,1,water,1.0,3,8,0,8,I01
293,93,deGFP,5,DNA,83.333,2,8,0,8,I01
147,47,wce,1,wce,1.0,22,9,0,9,J01
147,47,Mg,35,Mg,166.667,1,9,0,9,J01
147,47,K,100,K,1666.667,2,9,0,9,J01
147,47,K,100,K,833.333,0,9,0,9,J01
147,47,deGFP,5,DNA,83.333,2,9,0,9,J01
147,47,Mg,35,Mg,500.0,2,9,0,9,J01
147,47,water,1,water,1.0,4,9,0,9,J01
49,49,K,100,K,833.333,0,10,0,10,K01
49,49,deGFP,5,DNA,83.333,2,10,0,10,K01
49,49,Mg,45,Mg,500.0,3,10,0,10,K01
49,49,Mg,45,Mg,166.667,0,10,0,10,K01
49,49,K,100,K,1666.667,2,10,0,10,K01
49,49,water,1,water,1.0,4,10,0,10,K01
49,49,wce,1,wce,1.0,22,10,0,10,K01
234,34,Mg,20,Mg,166.667,1,11,0,11,L01
234,34,K,75,K,833.333,1,11,0,11,L01
234,34,K,75,K,1666.667,1,11,0,11,L01
234,34,Mg,20,Mg,500.0,1,11,0,11,L01
234,34,water,1,water,1.0,5,11,0,11,L01
234,34,wce,1,wce,1.0,22,11,0,11,L01
234,34,deGFP,5,DNA,83.333,2,11,0,11,L01
232,32,deGFP,5,DNA,83.333,2,12,0,12,M01
232,32,K,75,K,833.333,1,12,0,12,M01
232,32,K,75,K,1666.667,1,12,0,12,M01
232,32,Mg,10,Mg,166.667,2,12,0,12,M01
232,32,water,1,water,1.0,5,12,0,12,M01
232,32,wce,1,wce,1.0,22,12,0,12,M01
232,32,Mg,10,Mg,500.0,0,12,0,12,M01
278,78,water,1,water,1.0,1,13,0,13,N01
278,78,deGFP,5,DNA,83.333,2,13,0,13,N01
278,78,K,175,K,833.333,1,13,0,13,N01
278,78,K,175,K,1666.667,3,13,0,13,N01
278,78,Mg,40,Mg,500.0,2,13,0,13,N01
278,78,wce,1,wce,1.0,22,13,0,13,N01
278,78,Mg,40,Mg,166.667,2,13,0,13,N01
207,7,wce,1,wce,1.0,22,14,0,14,O01
207,7,deGFP,5,DNA,83.333,2,14,0,14,O01
207,7,K,0,K,833.333,0,14,0,14,O01
207,7,K,0,K,1666.667,0,14,0,14,O01
207,7,Mg,35,Mg,166.667,1,14,0,14,O01
207,7,Mg,35,Mg,500.0,2,14,0,14,O01
207,7,water,1,water,1.0,6,14,0,14,O01
297,97,water,1,water,1.0,1,15,0,15,P01
297,97,wce,1,wce,1.0,22,15,0,15,P01
297,97,K,225,K,1666.667,4,15,0,15,P01
297,97,deGFP,5,DNA,83.333,2,15,0,15,P01
297,97,K,225,K,833.333,1,15,0,15,P01
297,97,Mg,35,Mg,166.667,1,15,0,15,P01
297,97,Mg,35,Mg,500.0,2,15,0,15,P01
289,89,wce,1,wce,1.0,22,16,1,0,A02
289,89,K,200,K,1666.667,4,16,1,0,A02
289,89,water,1,water,1.0,2,16,1,0,A02
289,89,Mg,45,Mg,166.667,0,16,1,0,A02
289,89,Mg,45,Mg,500.0,3,16,1,0,A02
289,89,deGFP,5,DNA,83.333,2,16,1,0,A02
289,89,K,200,K,833.333,0,16,1,0,A02
204,4,wce,1,wce,1.0,22,17,1,1,B02
204,4,deGFP,5,DNA,83.333,2,17,1,1,B02
204,4,K,0,K,833.333,0,17,1,1,B02
204,4,K,0,K,1666.667,0,17,1,1,B02
204,4,Mg,20,Mg,166.667,1,17,1,1,B02
204,4,Mg,20,Mg,500.0,1,17,1,1,B02
204,4,water,1,water,1.0,7,17,1,1,B02
271,71,K,175,K,833.333,1,18,1,2,C02
271,71,K,175,K,1666.667,3,18,1,2,C02
271,71,Mg,5,Mg,166.667,1,18,1,2,C02
271,71,deGFP,5,DNA,83.333,2,18,1,2,C02
271,71,water,1,water,1.0,4,18,1,2,C02
271,71,wce,1,wce,1.0,22,18,1,2,C02
271,71,Mg,5,Mg,500.0,0,18,1,2,C02
63,63,Mg,15,Mg,166.667,0,19,1,3,D02
63,63,K,150,K,1666.667,3,19,1,3,D02
63,63,K,150,K,833.333,0,19,1,3,D02
63,63,deGFP,5,DNA,83.333,2,19,1,3,D02
63,63,wce,1,wce,1.0,22,19,1,3,D02
63,63,Mg,15,Mg,500.0,1,19,1,3,D02
63,63,water,1,water,1.0,5,19,1,3,D02
95,95,wce,1,wce,1.0,22,20,1,4,E02
95,95,deGFP,5,DNA,83.333,2,20,1,4,E02
95,95,K,225,K,833.333,1,20,1,4,E02
95,95,K,225,K,1666.667,4,20,1,4,E02
95,95,Mg,25,Mg,166.667,2,20,1,4,E02
95,95,water,1,water,1.0,1,20,1,4,E02
95,95,Mg,25,Mg,500.0,1,20,1,4,E02
82,82,wce,1,wce,1.0,22,21,1,5,F02
82,82,deGFP,5,DNA,83.333,2,21,1,5,F02
82,82,water,1,water,1.0,3,21,1,5,F02
82,82,Mg,10,Mg,500.0,0,21,1,5,F02
82,82,K,200,K,833.333,0,21,1,5,F02
82,82,Mg,10,Mg,166.667,2,21,1,5,F02
82,82,K,200,K,1666.667,4,21,1,5,F02
184,84,deGFP,5,DNA,83.333,2,22,1,6,G02
184,84,K,200,K,833.333,0,22,1,6,G02
184,84,K,200,K,1666.667,4,22,1,6,G02
184,84,Mg,20,Mg,166.667,1,22,1,6,G02
184,84,Mg,20,Mg,500.0,1,22,1,6,G02
184,84,water,1,water,1.0,3,22,1,6,G02
184,84,wce,1,wce,1.0,22,22,1,6,G02
214,14,K,25,K,833.333,1,23,1,7,H02
214,14,wce,1,wce,1.0,22,23,1,7,H02
214,14,K,25,K,1666.667,0,23,1,7,H02
214,14,Mg,20,Mg,166.667,1,23,1,7,H02
214,14,water,1,water,1.0,6,23,1,7,H02
214,14,deGFP,5,DNA,83.333,2,23,1,7,H02
214,14,Mg,20,Mg,500.0,1,23,1,7,H02
0,0,deGFP,5,DNA,83.333,2,24,1,8,I02
0,0,wce,1,wce,1.0,22,24,1,8,I02
0,0,water,1,water,1.0,9,24,1,8,I02
0,0,Mg,0,Mg,500.0,0,24,1,8,I02
0,0,Mg,0,Mg,166.667,0,24,1,8,I02
0,0,K,0,K,833.333,0,24,1,8,I02
0,0,K,0,K,1666.667,0,24,1,8,I02
32,32,wce,1,wce,1.0,22,25,1,9,J02
32,32,deGFP,5,DNA,83.333,2,25,1,9,J02
32,32,K,75,K,833.333,1,25,1,9,J02
32,32,K,75,K,1666.667,1,25,1,9,J02
32,32,Mg,10,Mg,166.667,2,25,1,9,J02
32,32,Mg,10,Mg,500.0,0,25,1,9,J02
32,32,water,1,water,1.0,5,25,1,9,J02
15,15,Mg,25,Mg,500.0,1,26,1,10,K02
15,15,K,25,K,1666.667,0,26,1,10,K02
15,15,water,1,water,1.0,5,26,1,10,K02
15,15,wce,1,wce,1.0,22,26,1,10,K02
15,15,Mg,25,Mg,166.667,2,26,1,10,K02
15,15,K,25,K,833.333,1,26,1,10,K02
15,15,deGFP,5,DNA,83.333,2,26,1,10,K02
118,18,wce,1,wce,1.0,22,27,1,11,L02
118,18,Mg,40,Mg,500.0,2,27,1,11,L02
118,18,Mg,40,Mg,166.667,2,27,1,11,L02
118,18,K,25,K,1666.667,0,27,1,11,L02
118,18,K,25,K,833.333,1,27,1,11,L02
118,18,water,1,water,1.0,4,27,1,11,L02
118,18,deGFP,5,DNA,83.333,2,27,1,11,L02
151,51,wce,1,wce,1.0,22,28,1,12,M02
151,51,deGFP,5,DNA,83.333,2,28,1,12,M02
151,51,water,1,water,1.0,5,28,1,12,M02
151,51,Mg,5,Mg,500.0,0,28,1,12,M02
151,51,Mg,5,Mg,166.667,1,28,1,12,M02
151,51,K,125,K,1666.667,2,28,1,12,M02
151,51,K,125,K,833.333,1,28,1,12,M02
212,12,K,25,K,833.333,1,29,1,13,N02
212,12,wce,1,wce,1.0,22,29,1,13,N02
212,12,water,1,water,1.0,6,29,1,13,N02
212,12,Mg,10,Mg,500.0,0,29,1,13,N02
212,12,Mg,10,Mg,166.667,2,29,1,13,N02
212,12,deGFP,5,DNA,83.333,2,29,1,13,N02
212,12,K,25,K,1666.667,0,29,1,13,N02
192,92,Mg,10,Mg,166.667,2,30,1,14,O02
192,92,Mg,10,Mg,500.0,0,30,1,14,O02
192,92,wce,1,wce,1.0,22,30,1,14,O02
192,92,water,1,water,1.0,2,30,1,14,O02
192,92,K,225,K,833.333,1,30,1,14,O02
192,92,K,225,K,1666.667,4,30,1,14,O02
192,92,deGFP,5,DNA,83.333,2,30,1,14,O02
272,72,wce,1,wce,1.0,22,31,1,15,P02
272,72,Mg,10,Mg,500.0,0,31,1,15,P02
272,72,K,175,K,1666.667,3,31,1,15,P02
272,72,K,175,K,833.333,1,31,1,15,P02
272,72,deGFP,5,DNA,83.333,2,31,1,15,P02
272,72,water,1,water,1.0,3,31,1,15,P02
272,72,Mg,10,Mg,166.667,2,31,1,15,P02
145,45,Mg,25,Mg,500.0,1,32,2,0,A03
145,45,Mg,25,Mg,166.667,2,32,2,0,A03
145,45,K,100,K,1666.667,2,32,2,0,A03
145,45,K,100,K,833.333,0,32,2,0,A03
145,45,deGFP,5,DNA,83.333,2,32,2,0,A03
145,45,wce,1,wce,1.0,22,32,2,0,A03
145,45,water,1,water,1.0,4,32,2,0,A03
284,84,wce,1,wce,1.0,22,33,2,1,B03
284,84,water,1,water,1.0,3,33,2,1,B03
284,84,Mg,20,Mg,500.0,1,33,2,1,B03
284,84,Mg,20,Mg,166.667,1,33,2,1,B03
284,84,K,200,K,1666.667,4,33,2,1,B03
284,84,K,200,K,833.333,0,33,2,1,B03
284,84,deGFP,5,DNA,83.333,2,33,2,1,B03
244,44,K,100,K,1666.667,2,34,2,2,C03
244,44,wce,1,wce,1.0,22,34,2,2,C03
244,44,K,100,K,833.333,0,34,2,2,C03
244,44,deGFP,5,DNA,83.333,2,34,2,2,C03
244,44,Mg,20,Mg,166.667,1,34,2,2,C03
244,44,water,1,water,1.0,5,34,2,2,C03
244,44,Mg,20,Mg,500.0,1,34,2,2,C03
60,60,Mg,0,Mg,500.0,0,35,2,3,D03
60,60,K,150,K,1666.667,3,35,2,3,D03
60,60,K,150,K,833.333,0,35,2,3,D03
60,60,deGFP,5,DNA,83.333,2,35,2,3,D03
60,60,Mg,0,Mg,166.667,0,35,2,3,D03
60,60,wce,1,wce,1.0,22,35,2,3,D03
60,60,water,1,water,1.0,6,35,2,3,D03
48,48,K,100,K,833.333,0,36,2,4,E03
48,48,K,100,K,1666.667,2,36,2,4,E03
48,48,Mg,40,Mg,166.667,2,36,2,4,E03
48,48,Mg,40,Mg,500.0,2,36,2,4,E03
48,48,water,1,water,1.0,3,36,2,4,E03
48,48,wce,1,wce,1.0,22,36,2,4,E03
48,48,deGFP,5,DNA,83.333,2,36,2,4,E03
116,16,deGFP,5,DNA,83.333,2,37,2,5,F03
116,16,Mg,30,Mg,500.0,2,37,2,5,F03
116,16,Mg,30,Mg,166.667,0,37,2,5,F03
116,16,water,1,water,1.0,6,37,2,5,F03
116,16,wce,1,wce,1.0,22,37,2,5,F03
116,16,K,25,K,1666.667,0,37,2,5,F03
116,16,K,25,K,833.333,1,37,2,5,F03
96,96,deGFP,5,DNA,83.333,2,38,2,6,G03
96,96,Mg,30,Mg,166.667,0,38,2,6,G03
96,96,K,225,K,1666.667,4,38,2,6,G03
96,96,K,225,K,833.333,1,38,2,6,G03
96,96,wce,1,wce,1.0,22,38,2,6,G03
96,96,water,1,water,1.0,2,38,2,6,G03
96,96,Mg,30,Mg,500.0,2,38,2,6,G03
150,50,wce,1,wce,1.0,22,39,2,7,H03
150,50,water,1,water,1.0,6,39,2,7,H03
150,50,K,125,K,1666.667,2,39,2,7,H03
150,50,Mg,0,Mg,166.667,0,39,2,7,H03
150,50,Mg,0,Mg,500.0,0,39,2,7,H03
150,50,deGFP,5,DNA,83.333,2,39,2,7,H03
150,50,K,125,K,833.333,1,39,2,7,H03
290,90,deGFP,5,DNA,83.333,2,40,2,8,I03
290,90,K,225,K,833.333,1,40,2,8,I03
290,90,K,225,K,1666.667,4,40,2,8,I03
290,90,Mg,0,Mg,166.667,0,40,2,8,I03
290,90,water,1,water,1.0,4,40,2,8,I03
290,90,wce,1,wce,1.0,22,40,2,8,I03
290,90,Mg,0,Mg,500.0,0,40,2,8,I03
195,95,Mg,25,Mg,166.667,2,41,2,9,J03
195,95,K,225,K,1666.667,4,41,2,9,J03
195,95,K,225,K,833.333,1,41,2,9,J03
195,95,deGFP,5,DNA,83.333,2,41,2,9,J03
195,95,Mg,25,Mg,500.0,1,41,2,9,J03
195,95,wce,1,wce,1.0,22,41,2,9,J03
195,95,water,1,water,1.0,1,41,2,9,J03
225,25,water,1,water,1.0,5,42,2,10,K03
225,25,wce,1,wce,1.0,22,42,2,10,K03
225,25,Mg,25,Mg,500.0,1,42,2,10,K03
225,25,Mg,25,Mg,166.667,2,42,2,10,K03
225,25,K,50,K,1666.667,1,42,2,10,K03
225,25,K,50,K,833.333,0,42,2,10,K03
225,25,deGFP,5,DNA,83.333,2,42,2,10,K03
11,11,K,25,K,833.333,1,43,2,11,L03
11,11,deGFP,5,DNA,83.333,2,43,2,11,L03
11,11,K,25,K,1666.667,0,43,2,11,L03
11,11,Mg,5,Mg,166.667,1,43,2,11,L03
11,11,Mg,5,Mg,500.0,0,43,2,11,L03
11,11,water,1,water,1.0,7,43,2,11,L03
11,11,wce,1,wce,1.0,22,43,2,11,L03
253,53,deGFP,5,DNA,83.333,2,44,2,12,M03
253,53,K,125,K,833.333,1,44,2,12,M03
253,53,K,125,K,1666.667,2,44,2,12,M03
253,53,Mg,15,Mg,166.667,0,44,2,12,M03
253,53,Mg,15,Mg,500.0,1,44,2,12,M03
253,53,water,1,water,1.0,5,44,2,12,M03
253,53,wce,1,wce,1.0,22,44,2,12,M03
221,21,Mg,5,Mg,166.667,1,45,2,13,N03
221,21,deGFP,5,DNA,83.333,2,45,2,13,N03
221,21,K,50,K,833.333,0,45,2,13,N03
221,21,K,50,K,1666.667,1,45,2,13,N03
221,21,water,1,water,1.0,7,45,2,13,N03
221,21,wce,1,wce,1.0,22,45,2,13,N03
221,21,Mg,5,Mg,500.0,0,45,2,13,N03
132,32,Mg,10,Mg,500.0,0,46,2,14,O03
132,32,water,1,water,1.0,5,46,2,14,O03
132,32,wce,1,wce,1.0,22,46,2,14,O03
132,32,K,75,K,1666.667,1,46,2,14,O03
132,32,K,75,K,833.333,1,46,2,14,O03
132,32,deGFP,5,DNA,83.333,2,46,2,14,O03
132,32,Mg,10,Mg,166.667,2,46,2,14,O03
30,30,deGFP,5,DNA,83.333,2,47,2,15,P03
30,30,K,75,K,833.333,1,47,2,15,P03
30,30,K,75,K,1666.667,1,47,2,15,P03
30,30,Mg,0,Mg,166.667,0,47,2,15,P03
30,30,Mg,0,Mg,500.0,0,47,2,15,P03
30,30,wce,1,wce,1.0,22,47,2,15,P03
30,30,water,1,water,1.0,7,47,2,15,P03
173,73,Mg,15,Mg,500.0,1,48,3,0,A04
173,73,water,1,water,1.0,4,48,3,0,A04
173,73,wce,1,wce,1.0,22,48,3,0,A04
173,73,K,175,K,833.333,1,48,3,0,A04
173,73,K,175,K,1666.667,3,48,3,0,A04
173,73,deGFP,5,DNA,83.333,2,48,3,0,A04
173,73,Mg,15,Mg,166.667,0,48,3,0,A04
86,86,water,1,water,1.0,3,49,3,1,B04
86,86,Mg,30,Mg,500.0,2,49,3,1,B04
86,86,Mg,30,Mg,166.667,0,49,3,1,B04
86,86,K,200,K,1666.667,4,49,3,1,B04
86,86,K,200,K,833.333,0,49,3,1,B04
86,86,deGFP,5,DNA,83.333,2,49,3,1,B04
86,86,wce,1,wce,1.0,22,49,3,1,B04
247,47,water,1,water,1.0,4,50,3,2,C04
247,47,Mg,35,Mg,500.0,2,50,3,2,C04
247,47,Mg,35,Mg,166.667,1,50,3,2,C04
247,47,K,100,K,1666.667,2,50,3,2,C04
247,47,K,100,K,833.333,0,50,3,2,C04
247,47,deGFP,5,DNA,83.333,2,50,3,2,C04
247,47,wce,1,wce,1.0,22,50,3,2,C04
206,6,deGFP,5,DNA,83.333,2,51,3,3,D04
206,6,K,0,K,1666.667,0,51,3,3,D04
206,6,wce,1,wce,1.0,22,51,3,3,D04
206,6,water,1,water,1.0,7,51,3,3,D04
206,6,Mg,30,Mg,500.0,2,51,3,3,D04
206,6,Mg,30,Mg,166.667,0,51,3,3,D04
206,6,K,0,K,833.333,0,51,3,3,D04
20,20,K,50,K,1666.667,1,52,3,4,E04
20,20,K,50,K,833.333,0,52,3,4,E04
20,20,deGFP,5,DNA,83.333,2,52,3,4,E04
20,20,water,1,water,1.0,8,52,3,4,E04
20,20,wce,1,wce,1.0,22,52,3,4,E04
20,20,Mg,0,Mg,166.667,0,52,3,4,E04
20,20,Mg,0,Mg,500.0,0,52,3,4,E04
202,2,deGFP,5,DNA,83.333,2,53,3,5,F04
202,2,wce,1,wce,1.0,22,53,3,5,F04
202,2,water,1,water,1.0,7,53,3,5,F04
202,2,Mg,10,Mg,500.0,0,53,3,5,F04
202,2,K,0,K,1666.667,0,53,3,5,F04
202,2,K,0,K,833.333,0,53,3,5,F04
202,2,Mg,10,Mg,166.667,2,53,3,5,F04
287,87,K,200,K,833.333,0,54,3,6,G04
287,87,K,200,K,1666.667,4,54,3,6,G04
287,87,Mg,35,Mg,166.667,1,54,3,6,G04
287,87,deGFP,5,DNA,83.333,2,54,3,6,G04
287,87,water,1,water,1.0,2,54,3,6,G04
287,87,wce,1,wce,1.0,22,54,3,6,G04
287,87,Mg,35,Mg,500.0,2,54,3,6,G04
111,11,water,1,water,1.0,7,55,3,7,H04
111,11,Mg,5,Mg,500.0,0,55,3,7,H04
111,11,Mg,5,Mg,166.667,1,55,3,7,H04
111,11,K,25,K,1666.667,0,55,3,7,H04
111,11,K,25,K,833.333,1,55,3,7,H04
111,11,deGFP,5,DNA,83.333,2,55,3,7,H04
111,11,wce,1,wce,1.0,22,55,3,7,H04
59,59,wce,1,wce,1.0,22,56,3,8,I04
59,59,water,1,water,1.0,3,56,3,8,I04
59,59,Mg,45,Mg,500.0,3,56,3,8,I04
59,59,Mg,45,Mg,166.667,0,56,3,8,I04
59,59,K,125,K,1666.667,2,56,3,8,I04
59,59,K,125,K,833.333,1,56,3,8,I04
59,59,deGFP,5,DNA,83.333,2,56,3,8,I04
224,24,wce,1,wce,1.0,22,57,3,9,J04
224,24,deGFP,5,DNA,83.333,2,57,3,9,J04
224,24,K,50,K,833.333,0,57,3,9,J04
224,24,water,1,water,1.0,6,57,3,9,J04
224,24,K,50,K,1666.667,1,57,3,9,J04
224,24,Mg,20,Mg,500.0,1,57,3,9,J04
224,24,Mg,20,Mg,166.667,1,57,3,9,J04
89,89,K,200,K,1666.667,4,58,3,10,K04
89,89,deGFP,5,DNA,83.333,2,58,3,10,K04
89,89,wce,1,wce,1.0,22,58,3,10,K04
89,89,K,200,K,833.333,0,58,3,10,K04
89,89,Mg,45,Mg,166.667,0,58,3,10,K04
89,89,Mg,45,Mg,500.0,3,58,3,10,K04
89,89,water,1,water,1.0,2,58,3,10,K04
6,6,wce,1,wce,1.0,22,59,3,11,L04
6,6,water,1,water,1.0,7,59,3,11,L04
6,6,Mg,30,Mg,500.0,2,59,3,11,L04
6,6,Mg,30,Mg,166.667,0,59,3,11,L04
6,6,K,0,K,1666.667,0,59,3,11,L04
6,6,K,0,K,833.333,0,59,3,11,L04
6,6,deGFP,5,DNA,83.333,2,59,3,11,L04
79,79,K,175,K,833.333,1,60,3,12,M04
79,79,wce,1,wce,1.0,22,60,3,12,M04
79,79,deGFP,5,DNA,83.333,2,60,3,12,M04
79,79,water,1,water,1.0,2,60,3,12,M04
79,79,Mg,45,Mg,500.0,3,60,3,12,M04
79,79,Mg,45,Mg,166.667,0,60,3,12,M04
79,79,K,175,K,1666.667,3,60,3,12,M04
67,67,Mg,35,Mg,500.0,2,61,3,13,N04
67,67,Mg,35,Mg,166.667,1,61,3,13,N04
67,67,K,150,K,1666.667,3,61,3,13,N04
67,67,K,150,K,833.333,0,61,3,13,N04
67,67,deGFP,5,DNA,83.333,2,61,3,13,N04
67,67,water,1,water,1.0,3,61,3,13,N04
67,67,wce,1,wce,1.0,22,61,3,13,N04
285,85,wce,1,wce,1.0,22,62,3,14,O04
285,85,water,1,water,1.0,2,62,3,14,O04
285,85,Mg,25,Mg,500.0,1,62,3,14,O04
285,85,Mg,25,Mg,166.667,2,62,3,14,O04
285,85,K,200,K,1666.667,4,62,3,14,O04
285,85,deGFP,5,DNA,83.333,2,62,3,14,O04
285,85,K,200,K,833.333,0,62,3,14,O04
122,22,deGFP,5,DNA,83.333,2,63,3,15,P04
122,22,wce,1,wce,1.0,22,63,3,15,P04
122,22,water,1,water,1.0,6,63,3,15,P04
122,22,Mg,10,Mg,500.0,0,63,3,15,P04
122,22,Mg,10,Mg,166.667,2,63,3,15,P04
122,22,K,50,K,833.333,0,63,3,15,P04
122,22,K,50,K,1666.667,1,63,3,15,P04
23,23,deGFP,5,DNA,83.333,2,64,4,0,A05
23,23,K,50,K,833.333,0,64,4,0,A05
23,23,K,50,K,1666.667,1,64,4,0,A05
23,23,Mg,15,Mg,500.0,1,64,4,0,A05
23,23,water,1,water,1.0,7,64,4,0,A05
23,23,wce,1,wce,1.0,22,64,4,0,A05
23,23,Mg,15,Mg,166.667,0,64,4,0,A05
1,1,Mg,5,Mg,500.0,0,65,4,1,B05
1,1,Mg,5,Mg,166.667,1,65,4,1,B05
1,1,K,0,K,1666.667,0,65,4,1,B05
1,1,K,0,K,833.333,0,65,4,1,B05
1,1,deGFP,5,DNA,83.333,2,65,4,1,B05
1,1,wce,1,wce,1.0,22,65,4,1,B05
1,1,water,1,water,1.0,8,65,4,1,B05
182,82,Mg,10,Mg,500.0,0,66,4,2,C05
182,82,deGFP,5,DNA,83.333,2,66,4,2,C05
182,82,K,200,K,833.333,0,66,4,2,C05
182,82,K,200,K,1666.667,4,66,4,2,C05
182,82,Mg,10,Mg,166.667,2,66,4,2,C05
182,82,water,1,water,1.0,3,66,4,2,C05
182,82,wce,1,wce,1.0,22,66,4,2,C05
181,81,K,200,K,1666.667,4,67,4,3,D05
181,81,wce,1,wce,1.0,22,67,4,3,D05
181,81,deGFP,5,DNA,83.333,2,67,4,3,D05
181,81,K,200,K,833.333,0,67,4,3,D05
181,81,water,1,water,1.0,4,67,4,3,D05
181,81,Mg,5,Mg,166.667,1,67,4,3,D05
181,81,Mg,5,Mg,500.0,0,67,4,3,D05
104,4,water,1,water,1.0,7,68,4,4,E05
104,4,Mg,20,Mg,500.0,1,68,4,4,E05
104,4,Mg,20,Mg,166.667,1,68,4,4,E05
104,4,K,0,K,1666.667,0,68,4,4,E05
104,4,K,0,K,833.333,0,68,4,4,E05
104,4,wce,1,wce,1.0,22,68,4,4,E05
104,4,deGFP,5,DNA,83.333,2,68,4,4,E05
81,81,wce,1,wce,1.0,22,69,4,5,F05
81,81,water,1,water,1.0,4,69,4,5,F05
81,81,Mg,5,Mg,500.0,0,69,4,5,F05
81,81,Mg,5,Mg,166.667,1,69,4,5,F05
81,81,K,200,K,1666.667,4,69,4,5,F05
81,81,K,200,K,833.333,0,69,4,5,F05
81,81,deGFP,5,DNA,83.333,2,69,4,5,F05
25,25,deGFP,5,DNA,83.333,2,70,4,6,G05
25,25,K,50,K,1666.667,1,70,4,6,G05
25,25,Mg,25,Mg,166.667,2,70,4,6,G05
25,25,Mg,25,Mg,500.0,1,70,4,6,G05
25,25,water,1,water,1.0,5,70,4,6,G05
25,25,wce,1,wce,1.0,22,70,4,6,G05
25,25,K,50,K,833.333,0,70,4,6,G05
260,60,wce,1,wce,1.0,22,71,4,7,H05
260,60,water,1,water,1.0,6,71,4,7,H05
260,60,Mg,0,Mg,500.0,0,71,4,7,H05
260,60,K,150,K,1666.667,3,71,4,7,H05
260,60,K,150,K,833.333,0,71,4,7,H05
260,60,Mg,0,Mg,166.667,0,71,4,7,H05
260,60,deGFP,5,DNA,83.333,2,71,4,7,H05
160,60,K,150,K,833.333,0,72,4,8,I05
160,60,deGFP,5,DNA,83.333,2,72,4,8,I05
160,60,K,150,K,1666.667,3,72,4,8,I05
160,60,Mg,0,Mg,166.667,0,72,4,8,I05
160,60,Mg,0,Mg,500.0,0,72,4,8,I05
