well_name,unique_id,DNA_name,rxn_id,DNA_conc,K,Mg,PEG,SecYE,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
H23,384,CD63,91,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,22,7
O12,385,CD63,92,5.0,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,11,14
E22,386,CD63,93,5.0,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,21,4
J17,387,CD63,94,5.0,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,16,9
E8,388,CD63,214,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,7,4
A14,389,CD63,215,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,13,0
M18,390,CD63,216,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,17,12
A24,391,CD63,217,2.5,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,23,0
G14,392,CD63,308,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,13,6
N8,393,CD63,309,5.0,85,14,0,0.0,8.0,3,DOPC--0%PE--8%Chol,2,2,7,13
M19,394,CD63,310,5.0,85,14,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,18,12
M15,395,CD63,311,5.0,135,20,0,0.625,4.0,3,DOPC--0%PE--8%Chol,2,2,14,12
L1,396,CD63,312,5.0,185,20,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,0,11
N21,397,CD63,357,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,20,13
B8,398,CD63,358,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--8%Chol,2,2,7,1
A23,399,CD63,359,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,22,0
P15,400,CD63,91,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,14,15
L13,401,CD63,92,5.0,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,12,11
P16,402,CD63,93,5.0,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,15,15
I5,403,CD63,94,5.0,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,4,8
C14,404,CD63,214,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,13,2
C12,405,CD63,215,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,11,2
E21,406,CD63,216,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,20,4
J10,407,CD63,217,2.5,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,9,9
N9,408,CD63,308,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,8,13
D20,409,CD63,309,5.0,85,14,0,0.0,8.0,3,DOPC--0%PE--8%Chol,2,2,19,3
M11,410,CD63,310,5.0,85,14,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,10,12
H4,411,CD63,311,5.0,135,20,0,0.625,4.0,3,DOPC--0%PE--8%Chol,2,2,3,7
K12,412,CD63,312,5.0,185,20,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,11,10
L18,413,CD63,357,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,17,11
F18,414,CD63,358,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--8%Chol,2,2,17,5
L22,415,CD63,359,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,21,11
A20,416,CD63,91,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,19,0
B20,417,CD63,92,5.0,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,19,1
J7,418,CD63,93,5.0,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,6,9
H8,419,CD63,94,5.0,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,7,7
I14,420,CD63,214,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,13,8
J18,421,CD63,215,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,17,9
H21,422,CD63,216,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,20,7
F19,423,CD63,217,2.5,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,18,5
N24,424,CD63,308,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,23,13
L21,425,CD63,309,5.0,85,14,0,0.0,8.0,3,DOPC--0%PE--8%Chol,2,2,20,11
N12,426,CD63,310,5.0,85,14,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,11,13
P5,427,CD63,311,5.0,135,20,0,0.625,4.0,3,DOPC--0%PE--8%Chol,2,2,4,15
O1,428,CD63,312,5.0,185,20,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,0,14
H15,429,CD63,357,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--8%Chol,2,2,14,7
N14,430,CD63,358,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--8%Chol,2,2,13,13
G5,431,CD63,359,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--8%Chol,2,2,4,6
H2,432,CD63,91,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,1,7
O23,433,CD63,92,5.0,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,22,14
E12,434,CD63,93,5.0,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,11,4
C22,435,CD63,94,5.0,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,21,2
K21,436,CD63,214,2.5,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,2,20,10
M17,437,CD63,215,2.5,85,14,0,0.625,8.0,3,DOPC--0%PE--0%Chol,2,2,16,12
H11,438,CD63,216,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,2,2,10,7
G15,439,CD63,217,2.5,135,20,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,2,14,6
