well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
D12,1152,1,65,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD63,4,11,3,3
D7,1153,1,66,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,CD63,4,6,3,3
M4,1154,1,68,2.5,85.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD63,4,3,12,3
C3,1155,1,69,2.5,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD63,4,2,2,3
O3,1156,1,70,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,CD63,4,2,14,3
C24,1157,1,71,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,CD63,4,23,2,3
F24,1158,1,73,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD63,4,23,5,3
K11,1159,1,74,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,CD63,4,10,10,3
B2,1160,1,80,5.0,85.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,CD63,4,1,1,3
K2,1161,1,83,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD63,4,1,10,3
N7,1162,1,84,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,CD63,4,6,13,3
H18,1163,1,85,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,CD63,4,17,7,3
O15,1164,1,86,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,CD63,4,14,14,3
B16,1165,1,87,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD63,4,15,1,3
J17,1166,1,88,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,CD63,4,16,9,3
O17,1167,1,91,5.0,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,CD63,4,16,14,3
E5,1168,1,65,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD63,4,4,4,3
N13,1169,1,66,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,CD63,4,12,13,3
P16,1170,1,68,2.5,85.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD63,4,15,15,3
N22,1171,1,69,2.5,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD63,4,21,13,3
D8,1172,1,70,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,CD63,4,7,3,3
B8,1173,1,71,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,CD63,4,7,1,3
H23,1174,1,73,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD63,4,22,7,3
K13,1175,1,74,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,CD63,4,12,10,3
N20,1176,1,80,5.0,85.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,CD63,4,19,13,3
F17,1177,1,83,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD63,4,16,5,3
M19,1178,1,84,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,CD63,4,18,12,3
A22,1179,1,85,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,CD63,4,21,0,3
I4,1180,1,86,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,CD63,4,3,8,3
O4,1181,1,87,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD63,4,3,14,3
E16,1182,1,88,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,CD63,4,15,4,3
E6,1183,1,91,5.0,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,CD63,4,5,4,3
G22,1184,1,65,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD63,4,21,6,3
J3,1185,1,66,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,CD63,4,2,9,3
M3,1186,1,68,2.5,85.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD63,4,2,12,3
H22,1187,1,69,2.5,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD63,4,21,7,3
N15,1188,1,70,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,CD63,4,14,13,3
A9,1189,1,71,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,CD63,4,8,0,3
L20,1190,1,73,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD63,4,19,11,3
C1,1191,1,74,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,CD63,4,0,2,3
D9,1192,1,80,5.0,85.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,CD63,4,8,3,3
I2,1193,1,83,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD63,4,1,8,3
A17,1194,1,84,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,CD63,4,16,0,3
G10,1195,1,85,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,CD63,4,9,6,3
I3,1196,1,86,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,CD63,4,2,8,3
M22,1197,1,87,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD63,4,21,12,3
L18,1198,1,88,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,CD63,4,17,11,3
J1,1199,1,91,5.0,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,CD63,4,0,9,3
B12,1200,1,65,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD63,4,11,1,3
E21,1201,1,66,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,CD63,4,20,4,3
D6,1202,1,68,2.5,85.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD63,4,5,3,3
H7,1203,1,69,2.5,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD63,4,6,7,3
H4,1204,1,70,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,CD63,4,3,7,3
N1,1205,1,71,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,CD63,4,0,13,3
P2,1206,1,73,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD63,4,1,15,3
M20,1207,1,74,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,CD63,4,19,12,3
M10,1208,1,80,5.0,85.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,CD63,4,9,12,3
C21,1209,1,83,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD63,4,20,2,3
K17,1210,1,84,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,CD63,4,16,10,3
B15,1211,1,85,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,CD63,4,14,1,3
