well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
H15,1536,2,64,2.5,85.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD63,5,14,7,3
C21,1537,2,67,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,CD63,5,20,2,3
B14,1538,2,72,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD63,5,13,1,3
E23,1539,2,75,2.5,185.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,CD63,5,22,4,3
G8,1540,2,76,2.5,85.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD63,5,7,6,3
I24,1541,2,77,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD63,5,23,8,3
F17,1542,2,78,2.5,85.0,14.0,0.625,0.1,DOPC--15%PE--8%Chol,CD63,5,16,5,3
K2,1543,2,79,2.5,185.0,8.0,0.625,4.0,DOPC--15%PE--0%Chol,CD63,5,1,10,3
P5,1544,2,81,5.0,185.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,CD63,5,4,15,3
E11,1545,2,82,5.0,85.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,CD63,5,10,4,3
O17,1546,2,89,5.0,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,CD63,5,16,14,3
P11,1547,2,90,5.0,85.0,8.0,0.625,4.0,DOPC--0%PE--8%Chol,CD63,5,10,15,3
F19,1548,2,92,5.0,85.0,14.0,0.0,4.0,DOPC--15%PE--8%Chol,CD63,5,18,5,3
J11,1549,2,93,5.0,185.0,8.0,0.0,0.1,DOPC--15%PE--0%Chol,CD63,5,10,9,3
O7,1550,2,94,5.0,85.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,CD63,5,6,14,3
D7,1551,2,95,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,CD63,5,6,3,3
A20,1552,2,64,2.5,85.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD63,5,19,0,3
J6,1553,2,67,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,CD63,5,5,9,3
F24,1554,2,72,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD63,5,23,5,3
C18,1555,2,75,2.5,185.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,CD63,5,17,2,3
D2,1556,2,76,2.5,85.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD63,5,1,3,3
M19,1557,2,77,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD63,5,18,12,3
I19,1558,2,78,2.5,85.0,14.0,0.625,0.1,DOPC--15%PE--8%Chol,CD63,5,18,8,3
