well_name,unique_id,DNA_name,rxn_id,DNA_conc,K,Mg,PEG,SecYE,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
D4,0,CD9,103,5.0,85,14,0,0.0,0.1,3,DMPC--0%PE--0%Chol,2,1,3,3
P19,1,CD9,104,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,1,18,15
C10,2,CD9,105,5.0,85,14,0,1.25,0.1,3,DOPC--0%PE--0%Chol,2,1,9,2
H3,3,CD9,106,5.0,185,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,2,1,2,7
B11,4,CD9,107,5.0,185,14,0,0.625,4.0,3,DMPC--0%PE--0%Chol,2,1,10,1
H4,5,CD9,108,5.0,185,20,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,1,3,7
I12,6,CD9,226,2.5,185,14,0,0.0,4.0,3,DOPC--0%PE--0%Chol,2,1,11,8
L20,7,CD9,227,2.5,185,14,0,0.625,4.0,3,DMPC--0%PE--0%Chol,2,1,19,11
M14,8,CD9,228,2.5,185,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,2,1,13,12
D2,9,CD9,229,2.5,235,20,0,0.0,8.0,3,DOPC--0%PE--0%Chol,2,1,1,3
O20,10,CD9,313,5.0,185,14,0,0.625,4.0,3,DMPC--0%PE--8%Chol,2,1,19,14
F7,11,CD9,314,5.0,185,17,0,1.25,8.0,3,DMPC--0%PE--8%Chol,2,1,6,5
B16,12,CD9,360,2.5,85,14,0,0.625,8.0,3,DMPC--0%PE--8%Chol,2,1,15,1
B6,13,CD9,361,2.5,85,17,0,1.25,4.0,3,DMPC--0%PE--8%Chol,2,1,5,1
I22,14,CD9,362,2.5,185,14,0,0.625,4.0,3,DMPC--0%PE--8%Chol,2,1,21,8
N24,15,CD9,363,2.5,185,17,0,1.25,8.0,3,DMPC--0%PE--8%Chol,2,1,23,13
C17,16,CD9,103,5.0,85,14,0,0.0,0.1,3,DMPC--0%PE--0%Chol,2,1,16,2
K20,17,CD9,104,5.0,85,14,0,0.0,0.1,3,DOPC--0%PE--0%Chol,2,1,19,10
I19,18,CD9,105,5.0,85,14,0,1.25,0.1,3,DOPC--0%PE--0%Chol,2,1,18,8
A9,19,CD9,106,5.0,185,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,2,1,8,0
