well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
D19,3,3,85.0,DOPC,14.0,2.0,0.0,3,AqpZ,5,2,3,18
G10,4,4,85.0,DOPC,20.0,1.0,0.0,3,AqpZ,5,2,6,9
I24,8,8,85.0,DMPC,14.0,1.0,0.0,3,AqpZ,5,2,8,23
L20,10,10,85.0,DMPC,20.0,0.0,0.0,3,AqpZ,5,2,11,19
C7,15,15,185.0,DOPC,14.0,2.0,1.25,3,AqpZ,5,2,2,6
D4,16,16,185.0,DOPC,20.0,0.0,0.0,3,AqpZ,5,2,3,3
P11,17,17,185.0,DOPC,20.0,1.0,1.25,3,AqpZ,5,2,15,10
L6,18,18,185.0,DMPC,8.0,1.0,0.0,3,AqpZ,5,2,11,5
M23,22,22,185.0,DMPC,20.0,0.0,1.25,3,AqpZ,5,2,12,22
F6,23,23,185.0,DMPC,20.0,2.0,0.0,3,AqpZ,5,2,5,5
J23,24,24,85.0,no_lipo,8.0,0.0,0.0,3,AqpZ,5,2,9,22
N5,25,25,85.0,no_lipo,8.0,1.0,1.25,3,AqpZ,5,2,13,4
H19,28,28,85.0,no_lipo,20.0,1.0,0.0,3,AqpZ,5,2,7,18
B9,32,32,85.0,no_lipo,14.0,1.0,0.0,3,AqpZ,5,2,1,8
N24,33,33,85.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,2,13,23
K10,34,34,85.0,no_lipo,20.0,0.0,0.0,3,AqpZ,5,2,10,9
K20,35,35,85.0,no_lipo,20.0,1.0,1.25,3,AqpZ,5,2,10,19
K4,37,37,185.0,no_lipo,8.0,2.0,0.0,3,AqpZ,5,2,10,3
P20,38,38,185.0,no_lipo,14.0,1.0,0.0,3,AqpZ,5,2,15,19
L18,39,39,185.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,2,11,17
N15,43,43,185.0,no_lipo,8.0,2.0,1.25,3,AqpZ,5,2,13,14
M10,44,44,185.0,no_lipo,14.0,0.0,0.0,3,AqpZ,5,2,12,9
