well_name,deGFP,K,Mg,combo
A1,5,115,10,BL53
A2,5,115,12,BL53
A3,5,115,14,BL53
A4,5,100,22,BL53
A5,5,130,18,BL53
A6,5,85,20,BL53
A7,5,100,14,BL53
B1,5,130,6,BL53
B2,5,100,10,BL53
B3,5,115,20,BL53
B4,5,115,16,BL53
B5,5,130,22,BL53
B6,5,85,14,BL53
B7,5,85,6,BL53
C1,5,115,22,BL53
C2,5,130,20,BL53
C3,5,130,8,BL53
C4,5,100,16,BL53
C5,5,130,14,BL53
C6,5,115,18,BL53
C7,5,115,8,BL53
D1,5,130,14,BL53
D2,5,115,6,BL53
D3,5,85,12,BL53
D4,5,85,10,BL53
D5,5,130,10,BL53
D6,5,115,16,BL53
D7,5,85,22,BL53
E1,5,85,22,BL53
E2,5,85,8,BL53
E3,5,85,18,BL53
E4,5,130,12,BL53
E5,5,85,16,BL53
E6,5,130,10,BL53
E7,5,100,10,BL53
F1,5,100,22,BL53
F2,5,100,20,BL53
F3,5,100,16,BL53
F4,5,115,12,BL53
F5,5,85,14,BL53
F6,5,100,18,BL53
F7,5,130,12,BL53
G1,5,130,8,BL53
G2,5,100,12,BL53
G3,5,100,20,BL53
G4,5,115,14,BL53
G5,5,85,6,BL53
G6,5,100,14,BL53
G7,5,130,22,BL53
H1,5,115,16,BL53
H2,5,85,8,BL53
H3,5,115,20,BL53
H4,5,115,18,BL53
H5,5,100,6,BL53
H6,5,115,18,BL53
H7,5,100,8,BL53
I1,5,85,8,BL53
I2,5,130,6,BL53
I3,5,130,16,BL53
I4,5,100,8,BL53
I5,5,130,16,BL53
I6,5,115,6,BL53
I7,5,115,8,BL53
J1,5,115,10,BL53
J2,5,100,16,BL53
J3,5,130,18,BL53
J4,5,85,22,BL53
J5,5,115,12,BL53
J6,5,100,18,BL53
J7,5,85,18,BL53
K1,5,85,16,BL53
K2,5,100,8,BL53
K3,5,100,20,BL53
K4,5,115,14,BL53
K5,5,100,14,BL53
K6,5,115,22,BL53
K7,5,130,8,BL53
L1,5,85,12,BL53
L2,5,130,22,BL53
L3,5,100,12,BL53
L4,5,85,18,BL53
L5,5,115,10,BL53
L6,5,130,20,BL53
L7,5,85,6,BL53
M1,5,100,6,BL53
M2,5,115,22,BL53
M3,5,130,16,BL53
M4,5,85,20,BL53
M5,5,85,12,BL53
M6,5,115,6,BL53
N1,5,85,10,BL53
N2,5,100,18,BL53
N3,5,115,8,BL53
N4,5,130,12,BL53
N5,5,130,18,BL53
N6,5,85,10,BL53
O1,5,130,10,BL53
O2,5,130,20,BL53
O3,5,85,14,BL53
O4,5,130,14,BL53
O5,5,100,12,BL53
O6,5,85,20,BL53
P1,5,100,10,BL53
P2,5,100,22,BL53
P3,5,85,16,BL53
P4,5,115,20,BL53
P5,5,130,6,BL53
P6,5,100,6,BL53
