well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
L18,0,0,85.0,DOPC,8.0,0.0,0.0,3,bR,5,1,11,17
D12,1,1,85.0,DOPC,8.0,1.0,1.25,3,bR,5,1,3,11
I4,2,2,85.0,DOPC,14.0,0.0,1.25,3,bR,5,1,8,3
E11,3,3,85.0,DOPC,14.0,2.0,0.0,3,bR,5,1,4,10
F19,4,4,85.0,DOPC,20.0,1.0,0.0,3,bR,5,1,5,18
M6,5,5,85.0,DOPC,20.0,2.0,1.25,3,bR,5,1,12,5
M18,6,6,85.0,DMPC,8.0,0.0,1.25,3,bR,5,1,12,17
F14,7,7,85.0,DMPC,8.0,2.0,0.0,3,bR,5,1,5,13
E9,8,8,85.0,DMPC,14.0,1.0,0.0,3,bR,5,1,4,8
I1,9,9,85.0,DMPC,14.0,2.0,1.25,3,bR,5,1,8,0
D22,10,10,85.0,DMPC,20.0,0.0,0.0,3,bR,5,1,3,21
G1,11,11,85.0,DMPC,20.0,1.0,1.25,3,bR,5,1,6,0
E15,12,12,185.0,DOPC,8.0,0.0,1.25,3,bR,5,1,4,14
I21,13,13,185.0,DOPC,8.0,2.0,0.0,3,bR,5,1,8,20
H20,14,14,185.0,DOPC,14.0,1.0,0.0,3,bR,5,1,7,19
K11,15,15,185.0,DOPC,14.0,2.0,1.25,3,bR,5,1,10,10
J9,16,16,185.0,DOPC,20.0,0.0,0.0,3,bR,5,1,9,8
L8,17,17,185.0,DOPC,20.0,1.0,1.25,3,bR,5,1,11,7
J23,18,18,185.0,DMPC,8.0,1.0,0.0,3,bR,5,1,9,22
K4,19,19,185.0,DMPC,8.0,2.0,1.25,3,bR,5,1,10,3
C1,20,20,185.0,DMPC,14.0,0.0,0.0,3,bR,5,1,2,0
K1,21,21,185.0,DMPC,14.0,1.0,1.25,3,bR,5,1,10,0
G22,22,22,185.0,DMPC,20.0,0.0,1.25,3,bR,5,1,6,21
O15,23,23,185.0,DMPC,20.0,2.0,0.0,3,bR,5,1,14,14
A4,24,24,85.0,no_lipo,8.0,0.0,0.0,3,bR,5,1,0,3
N15,25,25,85.0,no_lipo,8.0,1.0,1.25,3,bR,5,1,13,14
K17,26,26,85.0,no_lipo,14.0,0.0,1.25,3,bR,5,1,10,16
L3,27,27,85.0,no_lipo,14.0,2.0,0.0,3,bR,5,1,11,2
C9,28,28,85.0,no_lipo,20.0,1.0,0.0,3,bR,5,1,2,8
N14,29,29,85.0,no_lipo,20.0,2.0,1.25,3,bR,5,1,13,13
M14,30,30,85.0,no_lipo,8.0,0.0,1.25,3,bR,5,1,12,13
K15,31,31,85.0,no_lipo,8.0,2.0,0.0,3,bR,5,1,10,14
L7,32,32,85.0,no_lipo,14.0,1.0,0.0,3,bR,5,1,11,6
M22,33,33,85.0,no_lipo,14.0,2.0,1.25,3,bR,5,1,12,21
A15,34,34,85.0,no_lipo,20.0,0.0,0.0,3,bR,5,1,0,14
B12,35,35,85.0,no_lipo,20.0,1.0,1.25,3,bR,5,1,1,11
H2,36,36,185.0,no_lipo,8.0,0.0,1.25,3,bR,5,1,7,1
F21,37,37,185.0,no_lipo,8.0,2.0,0.0,3,bR,5,1,5,20
B9,38,38,185.0,no_lipo,14.0,1.0,0.0,3,bR,5,1,1,8
N6,39,39,185.0,no_lipo,14.0,2.0,1.25,3,bR,5,1,13,5
O1,40,40,185.0,no_lipo,20.0,0.0,0.0,3,bR,5,1,14,0
E17,41,41,185.0,no_lipo,20.0,1.0,1.25,3,bR,5,1,4,16
H7,42,42,185.0,no_lipo,8.0,1.0,0.0,3,bR,5,1,7,6
A9,43,43,185.0,no_lipo,8.0,2.0,1.25,3,bR,5,1,0,8
N20,44,44,185.0,no_lipo,14.0,0.0,0.0,3,bR,5,1,13,19
F5,45,45,185.0,no_lipo,14.0,1.0,1.25,3,bR,5,1,5,4
H9,46,46,185.0,no_lipo,20.0,0.0,1.25,3,bR,5,1,7,8
P15,47,47,185.0,no_lipo,20.0,2.0,0.0,3,bR,5,1,15,14
B2,48,48,85.0,DOPC,8.0,0.0,0.0,3,Blank,5,1,1,1
B20,49,49,85.0,DOPC,8.0,1.0,1.25,3,Blank,5,1,1,19
N24,50,50,85.0,DOPC,14.0,0.0,1.25,3,Blank,5,1,13,23
P12,51,51,85.0,DOPC,14.0,2.0,0.0,3,Blank,5,1,15,11
L24,52,52,85.0,DOPC,20.0,1.0,0.0,3,Blank,5,1,11,23
K2,53,53,85.0,DOPC,20.0,2.0,1.25,3,Blank,5,1,10,1
J4,54,54,85.0,DMPC,8.0,0.0,1.25,3,Blank,5,1,9,3
L13,55,55,85.0,DMPC,8.0,2.0,0.0,3,Blank,5,1,11,12
B19,56,56,85.0,DMPC,14.0,1.0,0.0,3,Blank,5,1,1,18
P3,57,57,85.0,DMPC,14.0,2.0,1.25,3,Blank,5,1,15,2
O12,58,58,85.0,DMPC,20.0,0.0,0.0,3,Blank,5,1,14,11
N17,59,59,85.0,DMPC,20.0,1.0,1.25,3,Blank,5,1,13,16
H6,60,60,185.0,DOPC,8.0,0.0,1.25,3,Blank,5,1,7,5
M11,61,61,185.0,DOPC,8.0,2.0,0.0,3,Blank,5,1,12,10
J14,62,62,185.0,DOPC,14.0,1.0,0.0,3,Blank,5,1,9,13
G23,63,63,185.0,DOPC,14.0,2.0,1.25,3,Blank,5,1,6,22
K14,64,64,185.0,DOPC,20.0,0.0,0.0,3,Blank,5,1,10,13
K6,65,65,185.0,DOPC,20.0,1.0,1.25,3,Blank,5,1,10,5
J11,66,66,185.0,DMPC,8.0,1.0,0.0,3,Blank,5,1,9,10
E7,67,67,185.0,DMPC,8.0,2.0,1.25,3,Blank,5,1,4,6
O10,68,68,185.0,DMPC,14.0,0.0,0.0,3,Blank,5,1,14,9
D14,69,69,185.0,DMPC,14.0,1.0,1.25,3,Blank,5,1,3,13
F16,70,70,185.0,DMPC,20.0,0.0,1.25,3,Blank,5,1,5,15
D4,71,71,185.0,DMPC,20.0,2.0,0.0,3,Blank,5,1,3,3
M9,72,72,85.0,no_lipo,8.0,0.0,0.0,3,Blank,5,1,12,8
I24,73,73,85.0,no_lipo,8.0,1.0,1.25,3,Blank,5,1,8,23
C23,74,74,85.0,no_lipo,14.0,0.0,1.25,3,Blank,5,1,2,22
M2,75,75,85.0,no_lipo,14.0,2.0,0.0,3,Blank,5,1,12,1
N13,76,76,85.0,no_lipo,20.0,1.0,0.0,3,Blank,5,1,13,12
F3,77,77,85.0,no_lipo,20.0,2.0,1.25,3,Blank,5,1,5,2
F17,78,78,85.0,no_lipo,8.0,0.0,1.25,3,Blank,5,1,5,16
