well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
C22,0,0,85.0,DOPC,8.0,0.0,0.0,3,AqpZ,5,1,2,21
M7,1,1,85.0,DOPC,8.0,1.0,1.25,3,AqpZ,5,1,12,6
C21,2,2,85.0,DOPC,14.0,0.0,1.25,3,AqpZ,5,1,2,20
C10,3,3,85.0,DOPC,14.0,2.0,0.0,3,AqpZ,5,1,2,9
O2,4,4,85.0,DOPC,20.0,1.0,0.0,3,AqpZ,5,1,14,1
F21,5,5,85.0,DOPC,20.0,2.0,1.25,3,AqpZ,5,1,5,20
E7,6,6,85.0,DMPC,8.0,0.0,1.25,3,AqpZ,5,1,4,6
H22,7,7,85.0,DMPC,8.0,2.0,0.0,3,AqpZ,5,1,7,21
O17,8,8,85.0,DMPC,14.0,1.0,0.0,3,AqpZ,5,1,14,16
N19,9,9,85.0,DMPC,14.0,2.0,1.25,3,AqpZ,5,1,13,18
I11,10,10,85.0,DMPC,20.0,0.0,0.0,3,AqpZ,5,1,8,10
N22,11,11,85.0,DMPC,20.0,1.0,1.25,3,AqpZ,5,1,13,21
G21,12,12,185.0,DOPC,8.0,0.0,1.25,3,AqpZ,5,1,6,20
C20,13,13,185.0,DOPC,8.0,2.0,0.0,3,AqpZ,5,1,2,19
B23,14,14,185.0,DOPC,14.0,1.0,0.0,3,AqpZ,5,1,1,22
E14,15,15,185.0,DOPC,14.0,2.0,1.25,3,AqpZ,5,1,4,13
H4,16,16,185.0,DOPC,20.0,0.0,0.0,3,AqpZ,5,1,7,3
L13,17,17,185.0,DOPC,20.0,1.0,1.25,3,AqpZ,5,1,11,12
D17,18,18,185.0,DMPC,8.0,1.0,0.0,3,AqpZ,5,1,3,16
M17,19,19,185.0,DMPC,8.0,2.0,1.25,3,AqpZ,5,1,12,16
I20,20,20,185.0,DMPC,14.0,0.0,0.0,3,AqpZ,5,1,8,19
