well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
K8,0,0,85.0,DOPC,8.0,0.0,0.0,3,pro1,5,1,10,7
M17,2,2,85.0,DOPC,14.0,0.0,1.25,3,pro1,5,1,12,16
F17,4,4,85.0,DOPC,20.0,1.0,0.0,3,pro1,5,1,5,16
B13,6,6,85.0,DMPC,8.0,0.0,1.25,3,pro1,5,1,1,12
E7,7,7,85.0,DMPC,8.0,2.0,0.0,3,pro1,5,1,4,6
A15,8,8,85.0,DMPC,14.0,1.0,0.0,3,pro1,5,1,0,14
P2,10,10,85.0,DMPC,20.0,0.0,0.0,3,pro1,5,1,15,1
L13,12,12,185.0,DOPC,8.0,0.0,1.25,3,pro1,5,1,11,12
I12,14,14,185.0,DOPC,14.0,1.0,0.0,3,pro1,5,1,8,11
G13,21,21,185.0,DMPC,14.0,1.0,1.25,3,pro1,5,1,6,12
M23,23,23,185.0,DMPC,20.0,2.0,0.0,3,pro1,5,1,12,22
C11,27,27,85.0,no_lipo,14.0,2.0,0.0,3,pro1,5,1,2,10
P21,31,31,85.0,no_lipo,8.0,2.0,0.0,3,pro1,5,1,15,20
F6,32,32,85.0,no_lipo,14.0,1.0,0.0,3,pro1,5,1,5,5
B18,33,33,85.0,no_lipo,14.0,2.0,1.25,3,pro1,5,1,1,17
O7,34,34,85.0,no_lipo,20.0,0.0,0.0,3,pro1,5,1,14,6
D19,35,35,85.0,no_lipo,20.0,1.0,1.25,3,pro1,5,1,3,18
E18,36,36,185.0,no_lipo,8.0,0.0,1.25,3,pro1,5,1,4,17
H1,37,37,185.0,no_lipo,8.0,2.0,0.0,3,pro1,5,1,7,0
N11,40,40,185.0,no_lipo,20.0,0.0,0.0,3,pro1,5,1,13,10
C18,41,41,185.0,no_lipo,20.0,1.0,1.25,3,pro1,5,1,2,17
L1,42,42,185.0,no_lipo,8.0,1.0,0.0,3,pro1,5,1,11,0
B14,43,43,185.0,no_lipo,8.0,2.0,1.25,3,pro1,5,1,1,13
P23,51,51,85.0,DOPC,14.0,2.0,0.0,3,pro2,5,1,15,22
H20,54,54,85.0,DMPC,8.0,0.0,1.25,3,pro2,5,1,7,19
N3,55,55,85.0,DMPC,8.0,2.0,0.0,3,pro2,5,1,13,2
F9,56,56,85.0,DMPC,14.0,1.0,0.0,3,pro2,5,1,5,8
L20,58,58,85.0,DMPC,20.0,0.0,0.0,3,pro2,5,1,11,19
O22,60,60,185.0,DOPC,8.0,0.0,1.25,3,pro2,5,1,14,21
F4,61,61,185.0,DOPC,8.0,2.0,0.0,3,pro2,5,1,5,3
I19,62,62,185.0,DOPC,14.0,1.0,0.0,3,pro2,5,1,8,18
A13,63,63,185.0,DOPC,14.0,2.0,1.25,3,pro2,5,1,0,12
O20,65,65,185.0,DOPC,20.0,1.0,1.25,3,pro2,5,1,14,19
K10,66,66,185.0,DMPC,8.0,1.0,0.0,3,pro2,5,1,10,9
D12,68,68,185.0,DMPC,14.0,0.0,0.0,3,pro2,5,1,3,11
K7,69,69,185.0,DMPC,14.0,1.0,1.25,3,pro2,5,1,10,6
A6,70,70,185.0,DMPC,20.0,0.0,1.25,3,pro2,5,1,0,5
A22,71,71,185.0,DMPC,20.0,2.0,0.0,3,pro2,5,1,0,21
F21,74,74,85.0,no_lipo,14.0,0.0,1.25,3,pro2,5,1,5,20
I10,76,76,85.0,no_lipo,20.0,1.0,0.0,3,pro2,5,1,8,9
L5,78,78,85.0,no_lipo,8.0,0.0,1.25,3,pro2,5,1,11,4
K18,79,79,85.0,no_lipo,8.0,2.0,0.0,3,pro2,5,1,10,17
M11,80,80,85.0,no_lipo,14.0,1.0,0.0,3,pro2,5,1,12,10
M2,82,82,85.0,no_lipo,20.0,0.0,0.0,3,pro2,5,1,12,1
J8,83,83,85.0,no_lipo,20.0,1.0,1.25,3,pro2,5,1,9,7
G12,84,84,185.0,no_lipo,8.0,0.0,1.25,3,pro2,5,1,6,11
B15,85,85,185.0,no_lipo,8.0,2.0,0.0,3,pro2,5,1,1,14
K2,86,86,185.0,no_lipo,14.0,1.0,0.0,3,pro2,5,1,10,1
J23,88,88,185.0,no_lipo,20.0,0.0,0.0,3,pro2,5,1,9,22
K3,89,89,185.0,no_lipo,20.0,1.0,1.25,3,pro2,5,1,10,2
N23,90,90,185.0,no_lipo,8.0,1.0,0.0,3,pro2,5,1,13,22
F19,93,93,185.0,no_lipo,14.0,1.0,1.25,3,pro2,5,1,5,18
P12,94,94,185.0,no_lipo,20.0,0.0,1.25,3,pro2,5,1,15,11
L24,95,95,185.0,no_lipo,20.0,2.0,0.0,3,pro2,5,1,11,23
E14,98,98,85.0,DOPC,14.0,0.0,1.25,3,pro3,5,1,4,13
P4,101,101,85.0,DOPC,20.0,2.0,1.25,3,pro3,5,1,15,3
D4,103,103,85.0,DMPC,8.0,2.0,0.0,3,pro3,5,1,3,3
J20,105,105,85.0,DMPC,14.0,2.0,1.25,3,pro3,5,1,9,19
F24,106,106,85.0,DMPC,20.0,0.0,0.0,3,pro3,5,1,5,23
K13,109,109,185.0,DOPC,8.0,2.0,0.0,3,pro3,5,1,10,12
H17,111,111,185.0,DOPC,14.0,2.0,1.25,3,pro3,5,1,7,16
A5,112,112,185.0,DOPC,20.0,0.0,0.0,3,pro3,5,1,0,4
I11,114,114,185.0,DMPC,8.0,1.0,0.0,3,pro3,5,1,8,10
H13,115,115,185.0,DMPC,8.0,2.0,1.25,3,pro3,5,1,7,12
C24,116,116,185.0,DMPC,14.0,0.0,0.0,3,pro3,5,1,2,23
F2,119,119,185.0,DMPC,20.0,2.0,0.0,3,pro3,5,1,5,1
E12,120,120,85.0,no_lipo,8.0,0.0,0.0,3,pro3,5,1,4,11
B12,122,122,85.0,no_lipo,14.0,0.0,1.25,3,pro3,5,1,1,11
A9,124,124,85.0,no_lipo,20.0,1.0,0.0,3,pro3,5,1,0,8
E10,125,125,85.0,no_lipo,20.0,2.0,1.25,3,pro3,5,1,4,9
F23,128,128,85.0,no_lipo,14.0,1.0,0.0,3,pro3,5,1,5,22
O1,130,130,85.0,no_lipo,20.0,0.0,0.0,3,pro3,5,1,14,0
E15,133,133,185.0,no_lipo,8.0,2.0,0.0,3,pro3,5,1,4,14
M16,135,135,185.0,no_lipo,14.0,2.0,1.25,3,pro3,5,1,12,15
C2,138,138,185.0,no_lipo,8.0,1.0,0.0,3,pro3,5,1,2,1
A19,139,139,185.0,no_lipo,8.0,2.0,1.25,3,pro3,5,1,0,18
B16,141,141,185.0,no_lipo,14.0,1.0,1.25,3,pro3,5,1,1,15
A2,143,143,185.0,no_lipo,20.0,2.0,0.0,3,pro3,5,1,0,1
O19,144,144,85.0,DOPC,8.0,0.0,0.0,3,AqpZ,5,1,14,18
N5,147,147,85.0,DOPC,14.0,2.0,0.0,3,AqpZ,5,1,13,4
E9,151,151,85.0,DMPC,8.0,2.0,0.0,3,AqpZ,5,1,4,8
D17,152,152,85.0,DMPC,14.0,1.0,0.0,3,AqpZ,5,1,3,16
F8,153,153,85.0,DMPC,14.0,2.0,1.25,3,AqpZ,5,1,5,7
O3,157,157,185.0,DOPC,8.0,2.0,0.0,3,AqpZ,5,1,14,2
I24,159,159,185.0,DOPC,14.0,2.0,1.25,3,AqpZ,5,1,8,23
E20,160,160,185.0,DOPC,20.0,0.0,0.0,3,AqpZ,5,1,4,19
D16,161,161,185.0,DOPC,20.0,1.0,1.25,3,AqpZ,5,1,3,15
G5,162,162,185.0,DMPC,8.0,1.0,0.0,3,AqpZ,5,1,6,4
J1,164,164,185.0,DMPC,14.0,0.0,0.0,3,AqpZ,5,1,9,0
J11,167,167,185.0,DMPC,20.0,2.0,0.0,3,AqpZ,5,1,9,10
G19,172,172,85.0,no_lipo,20.0,1.0,0.0,3,AqpZ,5,1,6,18
I18,174,174,85.0,no_lipo,8.0,0.0,1.25,3,AqpZ,5,1,8,17
C13,176,176,85.0,no_lipo,14.0,1.0,0.0,3,AqpZ,5,1,2,12
P3,178,178,85.0,no_lipo,20.0,0.0,0.0,3,AqpZ,5,1,15,2
D5,179,179,85.0,no_lipo,20.0,1.0,1.25,3,AqpZ,5,1,3,4
F10,181,181,185.0,no_lipo,8.0,2.0,0.0,3,AqpZ,5,1,5,9
B17,185,185,185.0,no_lipo,20.0,1.0,1.25,3,AqpZ,5,1,1,16
K12,188,188,185.0,no_lipo,14.0,0.0,0.0,3,AqpZ,5,1,10,11
C19,194,2,85.0,DOPC,14.0,0.0,1.25,3,pro1,5,1,2,18
A14,198,6,85.0,DMPC,8.0,0.0,1.25,3,pro1,5,1,0,13
B8,200,8,85.0,DMPC,14.0,1.0,0.0,3,pro1,5,1,1,7
D13,201,9,85.0,DMPC,14.0,2.0,1.25,3,pro1,5,1,3,12
A17,205,13,185.0,DOPC,8.0,2.0,0.0,3,pro1,5,1,0,16
G1,212,20,185.0,DMPC,14.0,0.0,0.0,3,pro1,5,1,6,0
N22,213,21,185.0,DMPC,14.0,1.0,1.25,3,pro1,5,1,13,21
J21,215,23,185.0,DMPC,20.0,2.0,0.0,3,pro1,5,1,9,20
P15,220,28,85.0,no_lipo,20.0,1.0,0.0,3,pro1,5,1,15,14
H2,222,30,85.0,no_lipo,8.0,0.0,1.25,3,pro1,5,1,7,1
I13,224,32,85.0,no_lipo,14.0,1.0,0.0,3,pro1,5,1,8,12
C10,226,34,85.0,no_lipo,20.0,0.0,0.0,3,pro1,5,1,2,9
A18,227,35,85.0,no_lipo,20.0,1.0,1.25,3,pro1,5,1,0,17
J18,230,38,185.0,no_lipo,14.0,1.0,0.0,3,pro1,5,1,9,17
M15,231,39,185.0,no_lipo,14.0,2.0,1.25,3,pro1,5,1,12,14
O2,232,40,185.0,no_lipo,20.0,0.0,0.0,3,pro1,5,1,14,1
F16,234,42,185.0,no_lipo,8.0,1.0,0.0,3,pro1,5,1,5,15
N17,236,44,185.0,no_lipo,14.0,0.0,0.0,3,pro1,5,1,13,16
M1,237,45,185.0,no_lipo,14.0,1.0,1.25,3,pro1,5,1,12,0
O6,241,49,85.0,DOPC,8.0,1.0,1.25,3,pro2,5,1,14,5
D15,242,50,85.0,DOPC,14.0,0.0,1.25,3,pro2,5,1,3,14
D24,243,51,85.0,DOPC,14.0,2.0,0.0,3,pro2,5,1,3,23
N10,246,54,85.0,DMPC,8.0,0.0,1.25,3,pro2,5,1,13,9
G18,247,55,85.0,DMPC,8.0,2.0,0.0,3,pro2,5,1,6,17
D14,248,56,85.0,DMPC,14.0,1.0,0.0,3,pro2,5,1,3,13
B3,253,61,185.0,DOPC,8.0,2.0,0.0,3,pro2,5,1,1,2
B21,255,63,185.0,DOPC,14.0,2.0,1.25,3,pro2,5,1,1,20
D21,256,64,185.0,DOPC,20.0,0.0,0.0,3,pro2,5,1,3,20
H5,257,65,185.0,DOPC,20.0,1.0,1.25,3,pro2,5,1,7,4
G15,259,67,185.0,DMPC,8.0,2.0,1.25,3,pro2,5,1,6,14
M7,260,68,185.0,DMPC,14.0,0.0,0.0,3,pro2,5,1,12,6
O14,261,69,185.0,DMPC,14.0,1.0,1.25,3,pro2,5,1,14,13
F22,262,70,185.0,DMPC,20.0,0.0,1.25,3,pro2,5,1,5,21
C23,263,71,185.0,DMPC,20.0,2.0,0.0,3,pro2,5,1,2,22
B6,265,73,85.0,no_lipo,8.0,1.0,1.25,3,pro2,5,1,1,5
F5,266,74,85.0,no_lipo,14.0,0.0,1.25,3,pro2,5,1,5,4
N13,269,77,85.0,no_lipo,20.0,2.0,1.25,3,pro2,5,1,13,12
H24,272,80,85.0,no_lipo,14.0,1.0,0.0,3,pro2,5,1,7,23
C20,274,82,85.0,no_lipo,20.0,0.0,0.0,3,pro2,5,1,2,19
M22,275,83,85.0,no_lipo,20.0,1.0,1.25,3,pro2,5,1,12,21
H22,276,84,185.0,no_lipo,8.0,0.0,1.25,3,pro2,5,1,7,21
K20,278,86,185.0,no_lipo,14.0,1.0,0.0,3,pro2,5,1,10,19
N4,280,88,185.0,no_lipo,20.0,0.0,0.0,3,pro2,5,1,13,3
O17,281,89,185.0,no_lipo,20.0,1.0,1.25,3,pro2,5,1,14,16
N6,285,93,185.0,no_lipo,14.0,1.0,1.25,3,pro2,5,1,13,5
P11,289,97,85.0,DOPC,8.0,1.0,1.25,3,pro3,5,1,15,10
I1,292,100,85.0,DOPC,20.0,1.0,0.0,3,pro3,5,1,8,0
F18,299,107,85.0,DMPC,20.0,1.0,1.25,3,pro3,5,1,5,17
G23,303,111,185.0,DOPC,14.0,2.0,1.25,3,pro3,5,1,6,22
P10,304,112,185.0,DOPC,20.0,0.0,0.0,3,pro3,5,1,15,9
O12,305,113,185.0,DOPC,20.0,1.0,1.25,3,pro3,5,1,14,11
M4,309,117,185.0,DMPC,14.0,1.0,1.25,3,pro3,5,1,12,3
K16,312,120,85.0,no_lipo,8.0,0.0,0.0,3,pro3,5,1,10,15
M8,313,121,85.0,no_lipo,8.0,1.0,1.25,3,pro3,5,1,12,7
E8,314,122,85.0,no_lipo,14.0,0.0,1.25,3,pro3,5,1,4,7
O8,315,123,85.0,no_lipo,14.0,2.0,0.0,3,pro3,5,1,14,7
E1,316,124,85.0,no_lipo,20.0,1.0,0.0,3,pro3,5,1,4,0
M9,320,128,85.0,no_lipo,14.0,1.0,0.0,3,pro3,5,1,12,8
G9,321,129,85.0,no_lipo,14.0,2.0,1.25,3,pro3,5,1,6,8
H9,322,130,85.0,no_lipo,20.0,0.0,0.0,3,pro3,5,1,7,8
M24,325,133,185.0,no_lipo,8.0,2.0,0.0,3,pro3,5,1,12,23
N2,327,135,185.0,no_lipo,14.0,2.0,1.25,3,pro3,5,1,13,1
J9,328,136,185.0,no_lipo,20.0,0.0,0.0,3,pro3,5,1,9,8
O4,331,139,185.0,no_lipo,8.0,2.0,1.25,3,pro3,5,1,14,3
E2,334,142,185.0,no_lipo,20.0,0.0,1.25,3,pro3,5,1,4,1
L18,335,143,185.0,no_lipo,20.0,2.0,0.0,3,pro3,5,1,11,17
O24,336,144,85.0,DOPC,8.0,0.0,0.0,3,AqpZ,5,1,14,23
L16,338,146,85.0,DOPC,14.0,0.0,1.25,3,AqpZ,5,1,11,15
B24,339,147,85.0,DOPC,14.0,2.0,0.0,3,AqpZ,5,1,1,23
B5,340,148,85.0,DOPC,20.0,1.0,0.0,3,AqpZ,5,1,1,4
A4,342,150,85.0,DMPC,8.0,0.0,1.25,3,AqpZ,5,1,0,3
G6,344,152,85.0,DMPC,14.0,1.0,0.0,3,AqpZ,5,1,6,5
K17,346,154,85.0,DMPC,20.0,0.0,0.0,3,AqpZ,5,1,10,16
H15,347,155,85.0,DMPC,20.0,1.0,1.25,3,AqpZ,5,1,7,14
M21,348,156,185.0,DOPC,8.0,0.0,1.25,3,AqpZ,5,1,12,20
G10,350,158,185.0,DOPC,14.0,1.0,0.0,3,AqpZ,5,1,6,9
A20,351,159,185.0,DOPC,14.0,2.0,1.25,3,AqpZ,5,1,0,19
C16,357,165,185.0,DMPC,14.0,1.0,1.25,3,AqpZ,5,1,2,15
F13,358,166,185.0,DMPC,20.0,0.0,1.25,3,AqpZ,5,1,5,12
N8,359,167,185.0,DMPC,20.0,2.0,0.0,3,AqpZ,5,1,13,7
P14,362,170,85.0,no_lipo,14.0,0.0,1.25,3,AqpZ,5,1,15,13
G21,363,171,85.0,no_lipo,14.0,2.0,0.0,3,AqpZ,5,1,6,20
I21,364,172,85.0,no_lipo,20.0,1.0,0.0,3,AqpZ,5,1,8,20
F20,365,173,85.0,no_lipo,20.0,2.0,1.25,3,AqpZ,5,1,5,19
H3,367,175,85.0,no_lipo,8.0,2.0,0.0,3,AqpZ,5,1,7,2
C4,369,177,85.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,1,2,3
J15,370,178,85.0,no_lipo,20.0,0.0,0.0,3,AqpZ,5,1,9,14
L9,375,183,185.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,1,11,8
H14,376,184,185.0,no_lipo,20.0,0.0,0.0,3,AqpZ,5,1,7,13
D6,378,186,185.0,no_lipo,8.0,1.0,0.0,3,AqpZ,5,1,3,5
I9,380,188,185.0,no_lipo,14.0,0.0,0.0,3,AqpZ,5,1,8,8
O5,382,190,185.0,no_lipo,20.0,0.0,1.25,3,AqpZ,5,1,14,4
K23,388,4,85.0,DOPC,20.0,1.0,0.0,3,pro1,5,1,10,22
D23,389,5,85.0,DOPC,20.0,2.0,1.25,3,pro1,5,1,3,22
K14,392,8,85.0,DMPC,14.0,1.0,0.0,3,pro1,5,1,10,13
E16,393,9,85.0,DMPC,14.0,2.0,1.25,3,pro1,5,1,4,15
N19,398,14,185.0,DOPC,14.0,1.0,0.0,3,pro1,5,1,13,18
G8,399,15,185.0,DOPC,14.0,2.0,1.25,3,pro1,5,1,6,7
P13,405,21,185.0,DMPC,14.0,1.0,1.25,3,pro1,5,1,15,12
B11,406,22,185.0,DMPC,20.0,0.0,1.25,3,pro1,5,1,1,10
