well_name,unique_id,rxn_id,DNA_name,DNA_conc,K,Mg,PEG,SecYE,Liposome_name,Liposome_conc,day,plate,col,row
K7,357,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,6,10
B7,358,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,6,1
O7,359,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,6,14
I23,360,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,22,8
F5,361,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,4,5
K22,362,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,21,10
B9,363,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,8,1
M20,364,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,19,12
C17,365,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,16,2
C21,366,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,20,2
G10,367,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,9,6
B22,368,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,21,1
K2,369,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,1,10
N6,370,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,5,13
E10,371,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,9,4
H8,372,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,7,7
K9,373,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,8,10
J11,374,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,10,9
L23,375,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,22,11
K13,376,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,12,10
D10,377,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,9,3
F18,378,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,17,5
A17,379,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,16,0
D9,380,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,8,3
J16,381,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,15,9
I10,382,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,9,8
K23,383,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,22,10
