well_name,deGFP,K,Mg,combo
A1,2.5,110.0,25.0,Ind-30
A1,2.5,110.0,25.0,Ind-30
A1,2.5,110.0,25.0,Ind-30
A1,2.5,110.0,25.0,Ind-30
A10,5.0,135.0,15.0,Premix-30
A10,5.0,135.0,15.0,Premix-30
A10,5.0,135.0,15.0,Premix-30
A10,5.0,135.0,15.0,Premix-30
A11,2.5,85.0,20.0,Premix-30
A11,2.5,85.0,20.0,Premix-30
A11,2.5,85.0,20.0,Premix-30
A11,2.5,85.0,20.0,Premix-30
A12,5.0,110.0,20.0,Premix-30
A12,5.0,110.0,20.0,Premix-30
A12,5.0,110.0,20.0,Premix-30
A12,5.0,110.0,20.0,Premix-30
A13,2.5,110.0,25.0,Premix-37
A13,2.5,110.0,25.0,Premix-37
A13,2.5,110.0,25.0,Premix-37
A13,2.5,110.0,25.0,Premix-37
A14,5.0,135.0,15.0,Premix-37
A14,5.0,135.0,15.0,Premix-37
A14,5.0,135.0,15.0,Premix-37
A14,5.0,135.0,15.0,Premix-37
A15,2.5,85.0,20.0,Premix-37
A15,2.5,85.0,20.0,Premix-37
A15,2.5,85.0,20.0,Premix-37
A15,2.5,85.0,20.0,Premix-37
A16,5.0,110.0,20.0,Premix-37
A16,5.0,110.0,20.0,Premix-37
A16,5.0,110.0,20.0,Premix-37
A16,5.0,110.0,20.0,Premix-37
A2,5.0,135.0,15.0,Ind-30
A2,5.0,135.0,15.0,Ind-30
A2,5.0,135.0,15.0,Ind-30
A2,5.0,135.0,15.0,Ind-30
A3,2.5,85.0,20.0,Ind-30
A3,2.5,85.0,20.0,Ind-30
A3,2.5,85.0,20.0,Ind-30
A3,2.5,85.0,20.0,Ind-30
A4,5.0,110.0,20.0,Ind-30
A4,5.0,110.0,20.0,Ind-30
A4,5.0,110.0,20.0,Ind-30
A4,5.0,110.0,20.0,Ind-30
A5,2.5,110.0,25.0,Ind-37
A5,2.5,110.0,25.0,Ind-37
A5,2.5,110.0,25.0,Ind-37
A5,2.5,110.0,25.0,Ind-37
A6,5.0,135.0,15.0,Ind-37
A6,5.0,135.0,15.0,Ind-37
A6,5.0,135.0,15.0,Ind-37
A6,5.0,135.0,15.0,Ind-37
A7,2.5,85.0,20.0,Ind-37
A7,2.5,85.0,20.0,Ind-37
A7,2.5,85.0,20.0,Ind-37
A7,2.5,85.0,20.0,Ind-37
A8,5.0,110.0,20.0,Ind-37
A8,5.0,110.0,20.0,Ind-37
A8,5.0,110.0,20.0,Ind-37
A8,5.0,110.0,20.0,Ind-37
A9,2.5,110.0,25.0,Premix-30
A9,2.5,110.0,25.0,Premix-30
A9,2.5,110.0,25.0,Premix-30
A9,2.5,110.0,25.0,Premix-30
B1,5.0,85.0,15.0,Ind-30
B1,5.0,85.0,15.0,Ind-30
B1,5.0,85.0,15.0,Ind-30
B1,5.0,85.0,15.0,Ind-30
B10,2.5,135.0,20.0,Premix-30
B10,2.5,135.0,20.0,Premix-30
B10,2.5,135.0,20.0,Premix-30
B10,2.5,135.0,20.0,Premix-30
B11,2.5,85.0,25.0,Premix-30
B11,2.5,85.0,25.0,Premix-30
B11,2.5,85.0,25.0,Premix-30
B11,2.5,85.0,25.0,Premix-30
B12,2.5,135.0,20.0,Premix-30
B12,2.5,135.0,20.0,Premix-30
B12,2.5,135.0,20.0,Premix-30
B12,2.5,135.0,20.0,Premix-30
B13,5.0,85.0,15.0,Premix-37
B13,5.0,85.0,15.0,Premix-37
B13,5.0,85.0,15.0,Premix-37
B13,5.0,85.0,15.0,Premix-37
B14,2.5,135.0,20.0,Premix-37
B14,2.5,135.0,20.0,Premix-37
B14,2.5,135.0,20.0,Premix-37
B14,2.5,135.0,20.0,Premix-37
B15,2.5,85.0,25.0,Premix-37
B15,2.5,85.0,25.0,Premix-37
B15,2.5,85.0,25.0,Premix-37
B15,2.5,85.0,25.0,Premix-37
B16,2.5,135.0,20.0,Premix-37
B16,2.5,135.0,20.0,Premix-37
B16,2.5,135.0,20.0,Premix-37
B16,2.5,135.0,20.0,Premix-37
B2,2.5,135.0,20.0,Ind-30
B2,2.5,135.0,20.0,Ind-30
B2,2.5,135.0,20.0,Ind-30
B2,2.5,135.0,20.0,Ind-30
B3,2.5,85.0,25.0,Ind-30
B3,2.5,85.0,25.0,Ind-30
B3,2.5,85.0,25.0,Ind-30
B3,2.5,85.0,25.0,Ind-30
B4,2.5,135.0,20.0,Ind-30
B4,2.5,135.0,20.0,Ind-30
B4,2.5,135.0,20.0,Ind-30
B4,2.5,135.0,20.0,Ind-30
B5,5.0,85.0,15.0,Ind-37
B5,5.0,85.0,15.0,Ind-37
B5,5.0,85.0,15.0,Ind-37
B5,5.0,85.0,15.0,Ind-37
B6,2.5,135.0,20.0,Ind-37
B6,2.5,135.0,20.0,Ind-37
B6,2.5,135.0,20.0,Ind-37
B6,2.5,135.0,20.0,Ind-37
B7,2.5,85.0,25.0,Ind-37
B7,2.5,85.0,25.0,Ind-37
B7,2.5,85.0,25.0,Ind-37
B7,2.5,85.0,25.0,Ind-37
B8,2.5,135.0,20.0,Ind-37
B8,2.5,135.0,20.0,Ind-37
B8,2.5,135.0,20.0,Ind-37
B8,2.5,135.0,20.0,Ind-37
B9,5.0,85.0,15.0,Premix-30
B9,5.0,85.0,15.0,Premix-30
B9,5.0,85.0,15.0,Premix-30
B9,5.0,85.0,15.0,Premix-30
C1,5.0,135.0,15.0,Ind-30
C1,5.0,135.0,15.0,Ind-30
C1,5.0,135.0,15.0,Ind-30
C1,5.0,135.0,15.0,Ind-30
C10,5.0,85.0,20.0,Premix-30
C10,5.0,85.0,20.0,Premix-30
C10,5.0,85.0,20.0,Premix-30
C10,5.0,85.0,20.0,Premix-30
C11,2.5,135.0,25.0,Premix-30
C11,2.5,135.0,25.0,Premix-30
C11,2.5,135.0,25.0,Premix-30
C11,2.5,135.0,25.0,Premix-30
C12,2.5,85.0,15.0,Premix-30
C12,2.5,85.0,15.0,Premix-30
C12,2.5,85.0,15.0,Premix-30
C12,2.5,85.0,15.0,Premix-30
C13,5.0,135.0,15.0,Premix-37
C13,5.0,135.0,15.0,Premix-37
C13,5.0,135.0,15.0,Premix-37
C13,5.0,135.0,15.0,Premix-37
C14,5.0,85.0,20.0,Premix-37
C14,5.0,85.0,20.0,Premix-37
C14,5.0,85.0,20.0,Premix-37
C14,5.0,85.0,20.0,Premix-37
C15,2.5,135.0,25.0,Premix-37
C15,2.5,135.0,25.0,Premix-37
C15,2.5,135.0,25.0,Premix-37
C15,2.5,135.0,25.0,Premix-37
C16,2.5,85.0,15.0,Premix-37
C16,2.5,85.0,15.0,Premix-37
C16,2.5,85.0,15.0,Premix-37
C16,2.5,85.0,15.0,Premix-37
C2,5.0,85.0,20.0,Ind-30
C2,5.0,85.0,20.0,Ind-30
C2,5.0,85.0,20.0,Ind-30
C2,5.0,85.0,20.0,Ind-30
C3,2.5,135.0,25.0,Ind-30
C3,2.5,135.0,25.0,Ind-30
C3,2.5,135.0,25.0,Ind-30
C3,2.5,135.0,25.0,Ind-30
C4,2.5,85.0,15.0,Ind-30
C4,2.5,85.0,15.0,Ind-30
C4,2.5,85.0,15.0,Ind-30
C4,2.5,85.0,15.0,Ind-30
C5,5.0,135.0,15.0,Ind-37
C5,5.0,135.0,15.0,Ind-37
C5,5.0,135.0,15.0,Ind-37
C5,5.0,135.0,15.0,Ind-37
C6,5.0,85.0,20.0,Ind-37
C6,5.0,85.0,20.0,Ind-37
C6,5.0,85.0,20.0,Ind-37
C6,5.0,85.0,20.0,Ind-37
C7,2.5,135.0,25.0,Ind-37
C7,2.5,135.0,25.0,Ind-37
C7,2.5,135.0,25.0,Ind-37
C7,2.5,135.0,25.0,Ind-37
C8,2.5,85.0,15.0,Ind-37
C8,2.5,85.0,15.0,Ind-37
C8,2.5,85.0,15.0,Ind-37
C8,2.5,85.0,15.0,Ind-37
C9,5.0,135.0,15.0,Premix-30
C9,5.0,135.0,15.0,Premix-30
C9,5.0,135.0,15.0,Premix-30
C9,5.0,135.0,15.0,Premix-30
D1,5.0,85.0,25.0,Ind-30
D1,5.0,85.0,25.0,Ind-30
D1,5.0,85.0,25.0,Ind-30
D1,5.0,85.0,25.0,Ind-30
D10,2.5,135.0,20.0,Premix-30
D10,2.5,135.0,20.0,Premix-30
D10,2.5,135.0,20.0,Premix-30
D10,2.5,135.0,20.0,Premix-30
D11,5.0,110.0,15.0,Premix-30
D11,5.0,110.0,15.0,Premix-30
D11,5.0,110.0,15.0,Premix-30
D11,5.0,110.0,15.0,Premix-30
D12,5.0,85.0,15.0,Premix-30
D12,5.0,85.0,15.0,Premix-30
D12,5.0,85.0,15.0,Premix-30
D12,5.0,85.0,15.0,Premix-30
D13,5.0,85.0,25.0,Premix-37
D13,5.0,85.0,25.0,Premix-37
D13,5.0,85.0,25.0,Premix-37
D13,5.0,85.0,25.0,Premix-37
D14,2.5,135.0,20.0,Premix-37
D14,2.5,135.0,20.0,Premix-37
D14,2.5,135.0,20.0,Premix-37
D14,2.5,135.0,20.0,Premix-37
D15,5.0,110.0,15.0,Premix-37
D15,5.0,110.0,15.0,Premix-37
D15,5.0,110.0,15.0,Premix-37
D15,5.0,110.0,15.0,Premix-37
D16,5.0,85.0,15.0,Premix-37
D16,5.0,85.0,15.0,Premix-37
D16,5.0,85.0,15.0,Premix-37
D16,5.0,85.0,15.0,Premix-37
D2,2.5,135.0,20.0,Ind-30
D2,2.5,135.0,20.0,Ind-30
D2,2.5,135.0,20.0,Ind-30
D2,2.5,135.0,20.0,Ind-30
D3,5.0,110.0,15.0,Ind-30
D3,5.0,110.0,15.0,Ind-30
D3,5.0,110.0,15.0,Ind-30
D3,5.0,110.0,15.0,Ind-30
D4,5.0,85.0,15.0,Ind-30
D4,5.0,85.0,15.0,Ind-30
D4,5.0,85.0,15.0,Ind-30
D4,5.0,85.0,15.0,Ind-30
D5,5.0,85.0,25.0,Ind-37
D5,5.0,85.0,25.0,Ind-37
D5,5.0,85.0,25.0,Ind-37
D5,5.0,85.0,25.0,Ind-37
D6,2.5,135.0,20.0,Ind-37
D6,2.5,135.0,20.0,Ind-37
D6,2.5,135.0,20.0,Ind-37
D6,2.5,135.0,20.0,Ind-37
D7,5.0,110.0,15.0,Ind-37
D7,5.0,110.0,15.0,Ind-37
D7,5.0,110.0,15.0,Ind-37
D7,5.0,110.0,15.0,Ind-37
D8,5.0,85.0,15.0,Ind-37
D8,5.0,85.0,15.0,Ind-37
D8,5.0,85.0,15.0,Ind-37
D8,5.0,85.0,15.0,Ind-37
D9,5.0,85.0,25.0,Premix-30
D9,5.0,85.0,25.0,Premix-30
D9,5.0,85.0,25.0,Premix-30
D9,5.0,85.0,25.0,Premix-30
E1,2.5,110.0,20.0,Ind-30
E1,2.5,110.0,20.0,Ind-30
E1,2.5,110.0,20.0,Ind-30
E1,2.5,110.0,20.0,Ind-30
E10,5.0,110.0,15.0,Premix-30
E10,5.0,110.0,15.0,Premix-30
E10,5.0,110.0,15.0,Premix-30
E10,5.0,110.0,15.0,Premix-30
E11,2.5,110.0,15.0,Premix-30
E11,2.5,110.0,15.0,Premix-30
E11,2.5,110.0,15.0,Premix-30
