well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
A12,2688,2,96,2.5,85.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,Vol,8,11,0,3
B1,2689,2,102,2.5,185.0,8.0,0.625,4.0,DMPC--0%PE--8%Chol,Vol,8,0,1,3
H20,2690,2,104,5.0,85.0,8.0,0.0,0.1,DMPC--0%PE--8%Chol,Vol,8,19,7,3
F19,2691,2,110,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,Vol,8,18,5,3
F5,2692,2,113,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Vol,8,4,5,3
J11,2693,2,114,2.5,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Vol,8,10,9,3
P8,2694,2,115,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,Vol,8,7,15,3
L8,2695,2,116,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Vol,8,7,11,3
I22,2696,2,117,2.5,85.0,14.0,0.625,4.0,DOPC--15%PE--0%Chol,Vol,8,21,8,3
I12,2697,2,119,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Vol,8,11,8,3
E12,2698,2,121,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--8%Chol,Vol,8,11,4,3
P24,2699,2,122,5.0,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Vol,8,23,15,3
G1,2700,2,123,5.0,185.0,14.0,0.0,0.1,DOPC--15%PE--0%Chol,Vol,8,0,6,3
P3,2701,2,124,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Vol,8,2,15,3
D11,2702,2,125,5.0,85.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,Vol,8,10,3,3
K22,2703,2,127,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Vol,8,21,10,3
E14,2704,2,96,2.5,85.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,Vol,8,13,4,3
C7,2705,2,102,2.5,185.0,8.0,0.625,4.0,DMPC--0%PE--8%Chol,Vol,8,6,2,3
N11,2706,2,104,5.0,85.0,8.0,0.0,0.1,DMPC--0%PE--8%Chol,Vol,8,10,13,3
O2,2707,2,110,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,Vol,8,1,14,3
D10,2708,2,113,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Vol,8,9,3,3
B3,2709,2,114,2.5,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Vol,8,2,1,3
D17,2710,2,115,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,Vol,8,16,3,3
M11,2711,2,116,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Vol,8,10,12,3
J23,2712,2,117,2.5,85.0,14.0,0.625,4.0,DOPC--15%PE--0%Chol,Vol,8,22,9,3
A13,2713,2,119,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Vol,8,12,0,3
H6,2714,2,121,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--8%Chol,Vol,8,5,7,3
A2,2715,2,122,5.0,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Vol,8,1,0,3
B19,2716,2,123,5.0,185.0,14.0,0.0,0.1,DOPC--15%PE--0%Chol,Vol,8,18,1,3
B13,2717,2,124,5.0,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Vol,8,12,1,3
C19,2718,2,125,5.0,85.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,Vol,8,18,2,3
J9,2719,2,127,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Vol,8,8,9,3
I11,2720,2,96,2.5,85.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,Vol,8,10,8,3
