well_name,DNA_name,DNA_conc,Ffh,FtsY,Liposome_name,Liposome_conc,SecYE,combo,Mg,K
D14,SecYE-G,5.0,0.6,0.3,DOPC,3.0,0.0,No SecYE,25,135
D15,MtlA,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
D16,Neu,5.0,0.0,0.3,no_lipo,0.0,0.5,with SecYE,25,135
D17,Neu,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,25,135
D18,MtlA,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,25,135
D19,Neu,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,25,135
D2,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,25,135
D20,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
D21,MtlA,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,25,135
D22,Neu,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,25,135
D23,Neu,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,25,135
D24,MtlA,5.0,0.6,0.3,DOPC,3.0,0.0,with SecYE,25,135
D3,MtlA,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,25,135
D4,MtlA,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,25,135
D5,MtlA,5.0,0.6,0.0,DOPC,3.0,0.5,with SecYE,25,135
D6,Neu,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
D7,Neu,5.0,0.0,0.3,DOPC,3.0,1.0,with SecYE,25,135
D8,Neu,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
D9,SecYE-G,5.0,0.0,0.3,DOPC,3.0,0.0,No SecYE,25,135
E1,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
E10,Neu,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,25,135
E11,Neu,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
E12,Neu,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,25,135
E13,SecYE-G,5.0,0.0,0.6,DOPC,3.0,0.0,No SecYE,25,135
E14,SecYE-G,5.0,0.0,0.0,DOPC,3.0,0.0,No SecYE,25,135
E15,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,25,135
E16,MtlA,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,25,135
E17,MtlA,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,25,135
E18,Neu,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,25,135
E19,Neu,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
E2,MtlA,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,25,135
E20,MtlA,5.0,0.0,0.3,DOPC,3.0,0.5,with SecYE,25,135
E21,MtlA,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
E22,Neu,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
E23,MtlA,5.0,0.0,0.0,no_lipo,0.0,1.0,with SecYE,25,135
E24,Neu,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,25,135
E3,MtlA,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
E4,MtlA,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
E5,MtlA,5.0,0.6,0.3,DOPC,3.0,0.0,with SecYE,25,135
E6,MtlA,5.0,0.0,0.0,no_lipo,0.0,1.0,with SecYE,25,135
E7,MtlA,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,25,135
E8,MtlA,5.0,0.3,0.0,DOPC,3.0,0.0,with SecYE,25,135
E9,Neu,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
F1,Neu,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
F10,MtlA,5.0,0.6,0.3,no_lipo,0.0,1.0,with SecYE,25,135
F11,Neu,5.0,0.6,0.3,no_lipo,0.0,0.5,with SecYE,25,135
F12,Neu,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
F13,MtlA,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,25,135
F14,MtlA,5.0,0.6,0.3,DOPC,3.0,0.5,with SecYE,25,135
F15,Neu,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
F16,MtlA,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
F17,MtlA,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,25,135
F18,MtlA,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,25,135
F19,MtlA,5.0,0.0,0.3,no_lipo,0.0,0.0,with SecYE,25,135
F2,Neu,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,25,135
F20,Neu,5.0,0.0,0.3,no_lipo,0.0,0.0,with SecYE,25,135
F21,MtlA,5.0,0.3,0.0,DOPC,3.0,0.5,with SecYE,25,135
F22,MtlA,5.0,0.0,0.3,DOPC,3.0,0.5,with SecYE,25,135
F23,MtlA,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,25,135
F24,Neu,5.0,0.6,0.0,no_lipo,0.0,0.0,with SecYE,25,135
F3,MtlA,5.0,0.3,0.6,DOPC,3.0,1.0,with SecYE,25,135
F4,Neu,5.0,0.3,0.0,DOPC,3.0,0.5,with SecYE,25,135
F5,Neu,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
F6,MtlA,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,25,135
F7,MtlA,5.0,0.3,0.0,DOPC,3.0,0.5,with SecYE,25,135
F8,SecYE-G,5.0,0.0,0.3,DOPC,3.0,0.0,No SecYE,25,135
F9,SecYE-G,5.0,0.3,0.6,DOPC,3.0,0.0,No SecYE,25,135
G1,Neu,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,25,135
G10,SecYE-G,5.0,0.0,0.6,no_lipo,0.0,0.0,No SecYE,25,135
G11,Neu,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,25,135
G12,MtlA,5.0,0.0,0.3,DOPC,3.0,1.0,with SecYE,25,135
G13,Neu,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,25,135
G14,MtlA,5.0,0.3,0.0,DOPC,3.0,0.5,with SecYE,25,135
G15,MtlA,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
G16,Neu,5.0,0.3,0.0,DOPC,3.0,0.0,with SecYE,25,135
G17,MtlA,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,25,135
G18,Neu,5.0,0.3,0.0,no_lipo,0.0,0.5,with SecYE,25,135
G19,MtlA,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
G2,MtlA,5.0,0.3,0.6,no_lipo,0.0,1.0,with SecYE,25,135
G20,Neu,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
G21,Neu,5.0,0.3,0.6,DOPC,3.0,1.0,with SecYE,25,135
G22,SecYE-G,5.0,0.6,0.0,no_lipo,0.0,0.0,No SecYE,25,135
G23,Neu,5.0,0.0,0.6,DOPC,3.0,1.0,with SecYE,25,135
G24,SecYE-G,5.0,0.6,0.6,no_lipo,0.0,0.0,No SecYE,25,135
G3,MtlA,5.0,0.6,0.3,no_lipo,0.0,1.0,with SecYE,25,135
G4,Neu,5.0,0.6,0.3,DOPC,3.0,0.5,with SecYE,25,135
G5,Neu,5.0,0.3,0.6,no_lipo,0.0,1.0,with SecYE,25,135
G6,Neu,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
G7,MtlA,5.0,0.3,0.6,DOPC,3.0,1.0,with SecYE,25,135
G8,Neu,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
G9,SecYE-G,5.0,0.6,0.3,no_lipo,0.0,0.0,No SecYE,25,135
H1,SecYE-G,5.0,0.6,0.0,DOPC,3.0,0.0,No SecYE,25,135
H10,MtlA,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
H11,Neu,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,25,135
H12,Neu,5.0,0.0,0.3,no_lipo,0.0,0.0,with SecYE,25,135
H13,MtlA,5.0,0.6,0.6,no_lipo,0.0,0.5,with SecYE,25,135
H14,MtlA,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,25,135
H15,Neu,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,25,135
H16,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.5,with SecYE,25,135
H17,Neu,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
H18,MtlA,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
H19,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,25,135
H2,Neu,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
H20,MtlA,5.0,0.0,0.6,DOPC,3.0,1.0,with SecYE,25,135
H21,Neu,5.0,0.3,0.0,DOPC,3.0,0.5,with SecYE,25,135
H22,MtlA,5.0,0.0,0.3,DOPC,3.0,1.0,with SecYE,25,135
H23,Neu,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,25,135
H24,SecYE-G,5.0,0.6,0.0,DOPC,3.0,0.0,No SecYE,25,135
H3,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
H4,MtlA,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
H5,SecYE-G,5.0,0.0,0.6,no_lipo,0.0,0.0,No SecYE,25,135
H6,Neu,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
H7,MtlA,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,25,135
H8,MtlA,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
H9,Neu,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,25,135
I1,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,25,135
I10,MtlA,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
I11,Neu,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,25,135
I12,MtlA,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
I13,Neu,5.0,0.0,0.6,DOPC,3.0,1.0,with SecYE,25,135
I14,MtlA,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,25,135
I15,MtlA,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,25,135
I16,MtlA,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
I17,MtlA,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,25,135
I18,Neu,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
I19,MtlA,5.0,0.0,0.3,no_lipo,0.0,0.0,with SecYE,25,135
I2,Neu,5.0,0.0,0.3,DOPC,3.0,1.0,with SecYE,25,135
I20,Neu,5.0,0.3,0.0,no_lipo,0.0,0.5,with SecYE,25,135
I21,Neu,5.0,0.6,0.3,no_lipo,0.0,0.5,with SecYE,25,135
I22,MtlA,5.0,0.0,0.6,DOPC,3.0,1.0,with SecYE,25,135
I23,MtlA,5.0,0.6,0.0,no_lipo,0.0,1.0,with SecYE,25,135
I24,Neu,5.0,0.3,0.6,DOPC,3.0,1.0,with SecYE,25,135
I3,Neu,5.0,0.0,0.0,no_lipo,0.0,1.0,with SecYE,25,135
I4,Neu,5.0,0.0,0.3,DOPC,3.0,1.0,with SecYE,25,135
I5,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.5,with SecYE,25,135
I6,MtlA,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
I7,Neu,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
I8,Neu,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
I9,MtlA,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,25,135
J1,Neu,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,25,135
J10,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.5,with SecYE,25,135
J11,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.0,with SecYE,25,135
J12,MtlA,5.0,0.6,0.0,DOPC,3.0,0.5,with SecYE,25,135
J13,Neu,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,25,135
J14,Neu,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,25,135
J15,Neu,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
J16,MtlA,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,25,135
J17,SecYE-G,5.0,0.3,0.3,DOPC,3.0,0.0,No SecYE,25,135
J18,Neu,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,25,135
J19,MtlA,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,25,135
J2,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
J20,Neu,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,25,135
J21,Neu,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
J22,MtlA,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,25,135
J23,Neu,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
J24,MtlA,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,25,135
J3,MtlA,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
J4,Neu,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,25,135
J5,Neu,5.0,0.3,0.6,DOPC,3.0,0.0,with SecYE,25,135
J6,SecYE-G,5.0,0.6,0.6,DOPC,3.0,0.0,No SecYE,25,135
J7,Neu,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,25,135
J8,Neu,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,25,135
J9,MtlA,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
K1,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,25,135
K10,MtlA,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,25,135
K11,Neu,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,25,135
K12,MtlA,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,25,135
K13,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
K14,Neu,5.0,0.0,0.6,no_lipo,0.0,1.0,with SecYE,25,135
K15,Neu,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
K16,MtlA,5.0,0.3,0.6,no_lipo,0.0,1.0,with SecYE,25,135
K17,SecYE-G,5.0,0.3,0.6,no_lipo,0.0,0.0,No SecYE,25,135
K18,MtlA,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,25,135
K19,Neu,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,25,135
K2,MtlA,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
K20,Neu,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,25,135
K21,MtlA,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
K22,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
K23,MtlA,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,25,135
K3,MtlA,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
K4,SecYE-G,5.0,0.6,0.6,DOPC,3.0,0.0,No SecYE,25,135
K5,Neu,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
K6,Neu,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,25,135
K7,MtlA,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,25,135
K8,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,25,135
K9,Neu,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,25,135
L1,Neu,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,25,135
L10,Neu,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
L11,MtlA,5.0,0.0,0.0,DOPC,3.0,1.0,with SecYE,25,135
L12,Neu,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
L13,MtlA,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
L14,SecYE-G,5.0,0.6,0.6,no_lipo,0.0,0.0,No SecYE,25,135
L15,MtlA,5.0,0.0,0.0,DOPC,3.0,0.5,with SecYE,25,135
L16,Neu,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
L17,Neu,5.0,0.0,0.0,no_lipo,0.0,0.5,with SecYE,25,135
L18,MtlA,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,25,135
L19,Neu,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
L2,MtlA,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,25,135
L20,Neu,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,25,135
L21,Neu,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,25,135
L22,MtlA,5.0,0.6,0.0,no_lipo,0.0,0.0,with SecYE,25,135
L23,Neu,5.0,0.6,0.3,no_lipo,0.0,1.0,with SecYE,25,135
L3,Neu,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
L4,MtlA,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,25,135
L5,SecYE-G,5.0,0.3,0.0,no_lipo,0.0,0.0,No SecYE,25,135
L6,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,25,135
L7,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
L8,Neu,5.0,0.6,0.0,no_lipo,0.0,1.0,with SecYE,25,135
L9,SecYE-G,5.0,0.3,0.0,DOPC,3.0,0.0,No SecYE,25,135
M1,SecYE-G,5.0,0.6,0.0,DOPC,3.0,0.0,No SecYE,25,135
M10,Neu,5.0,0.0,0.3,DOPC,3.0,0.5,with SecYE,25,135
M11,MtlA,5.0,0.6,0.0,DOPC,3.0,1.0,with SecYE,25,135
M12,MtlA,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,25,135
M13,SecYE-G,5.0,0.0,0.3,no_lipo,0.0,0.0,No SecYE,25,135
M14,Neu,5.0,0.6,0.0,no_lipo,0.0,0.0,with SecYE,25,135
M15,SecYE-G,5.0,0.6,0.3,no_lipo,0.0,0.0,No SecYE,25,135
M16,Neu,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,25,135
M17,Neu,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,25,135
M18,MtlA,5.0,0.6,0.6,DOPC,3.0,0.0,with SecYE,25,135
M19,Neu,5.0,0.6,0.3,DOPC,3.0,1.0,with SecYE,25,135
M2,SecYE-G,5.0,0.3,0.0,no_lipo,0.0,0.0,No SecYE,25,135
M20,MtlA,5.0,0.6,0.0,no_lipo,0.0,1.0,with SecYE,25,135
M21,Neu,5.0,0.6,0.0,no_lipo,0.0,1.0,with SecYE,25,135
M22,MtlA,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
M23,SecYE-G,5.0,0.6,0.3,DOPC,3.0,0.0,No SecYE,25,135
M3,Neu,5.0,0.6,0.6,no_lipo,0.0,0.5,with SecYE,25,135
M4,Neu,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,25,135
M5,Neu,5.0,0.0,0.3,no_lipo,0.0,0.0,with SecYE,25,135
M6,MtlA,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
M7,Neu,5.0,0.3,0.0,DOPC,3.0,1.0,with SecYE,25,135
M8,Neu,5.0,0.3,0.3,no_lipo,0.0,1.0,with SecYE,25,135
M9,Neu,5.0,0.6,0.3,no_lipo,0.0,1.0,with SecYE,25,135
N1,MtlA,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
N10,Neu,5.0,0.6,0.6,DOPC,3.0,0.0,with SecYE,25,135
N11,Neu,5.0,0.6,0.3,no_lipo,0.0,0.0,with SecYE,25,135
N12,Neu,5.0,0.3,0.3,DOPC,3.0,1.0,with SecYE,25,135
N13,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
N14,Neu,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
N15,Neu,5.0,0.3,0.3,no_lipo,0.0,0.5,with SecYE,25,135
N16,Neu,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
N17,MtlA,5.0,0.6,0.6,DOPC,3.0,0.0,with SecYE,25,135
N18,SecYE-G,5.0,0.3,0.6,DOPC,3.0,0.0,No SecYE,25,135
N19,Neu,5.0,0.6,0.6,no_lipo,0.0,0.5,with SecYE,25,135
