well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
B9,384,1,32,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,8,1,3
G23,385,1,33,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,22,6,3
C9,386,1,34,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,8,2,3
D22,387,1,35,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,21,3,3
A3,388,1,36,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,2,0,3
D19,389,1,37,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,18,3,3
N10,390,1,38,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,9,13,3
I24,391,1,39,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,23,8,3
N13,392,1,40,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,12,13,3
B2,393,1,41,5.0,85.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,1,1,3
H6,394,1,44,2.5,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,5,7,3
E1,395,1,45,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,0,4,3
M6,396,1,50,5.0,85.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,B3AR,2,5,12,3
D10,397,1,51,2.5,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,B3AR,2,9,3,3
P3,398,1,54,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,B3AR,2,2,15,3
J9,399,1,55,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,B3AR,2,8,9,3
G5,400,1,32,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,4,6,3
M22,401,1,33,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,21,12,3
F15,402,1,34,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,14,5,3
A18,403,1,35,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,17,0,3
N19,404,1,36,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,18,13,3
A23,405,1,37,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,22,0,3
N7,406,1,38,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,6,13,3
F14,407,1,39,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,13,5,3
I3,408,1,40,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,2,8,3
M20,409,1,41,5.0,85.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,19,12,3
K13,410,1,44,2.5,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,12,10,3
E2,411,1,45,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,1,4,3
G17,412,1,50,5.0,85.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,B3AR,2,16,6,3
G6,413,1,51,2.5,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,B3AR,2,5,6,3
G13,414,1,54,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,B3AR,2,12,6,3
P6,415,1,55,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,B3AR,2,5,15,3
G15,416,1,32,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,14,6,3
E15,417,1,33,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,14,4,3
N6,418,1,34,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,5,13,3
O18,419,1,35,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,17,14,3
M13,420,1,36,5.0,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,B3AR,2,12,12,3
A1,421,1,37,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B3AR,2,0,0,3
P1,422,1,38,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B3AR,2,0,15,3
P15,423,1,39,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,B3AR,2,14,15,3
O20,424,1,40,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,19,14,3
C11,425,1,41,5.0,85.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,10,2,3
D4,426,1,44,2.5,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B3AR,2,3,3,3
F8,427,1,45,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,B3AR,2,7,5,3
