well_name,unique_id,DNA_name,rxn_id,DNA_conc,Mg,SecYE,K,PEG,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
G2,660,Dia,35,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,2,1,6
I10,661,Dia,54,2.5,17,0.625,185,0,0.1,3,DMPC--0%PE--0%Chol,1,2,9,8
H19,662,Dia,77,5.0,8,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,2,18,7
J10,663,Dia,80,5.0,8,0.0,235,0,8.0,3,DOPC--15%PE--0%Chol,1,2,9,9
E20,664,Dia,82,5.0,8,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,2,19,4
G3,665,Dia,101,5.0,11,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,2,2,6
M14,666,Dia,120,5.0,14,0.0,135,0,4.0,3,DOPC--15%PE--0%Chol,1,2,13,12
D20,667,Dia,131,5.0,14,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,2,19,3
P18,668,Dia,147,5.0,17,0.0,185,0,0.1,3,DOPC--0%PE--0%Chol,1,2,17,15
J21,669,Dia,160,5.0,17,0.0,235,0,0.1,3,DOPC--15%PE--0%Chol,1,2,20,9
I12,670,Dia,173,5.0,17,0.625,135,0,4.0,3,DOPC--0%PE--0%Chol,1,2,11,8
K10,671,Dia,185,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,2,9,10
J17,672,Dia,8,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,2,16,9
H4,673,Dia,11,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,2,3,7
D17,674,Dia,12,2.5,8,0.625,135,0,4.0,3,DOPC--15%PE--0%Chol,1,2,16,3
G7,675,Dia,28,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,2,6,6
K2,676,Dia,35,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,2,1,10
I2,677,Dia,54,2.5,17,0.625,185,0,0.1,3,DMPC--0%PE--0%Chol,1,2,1,8
L10,678,Dia,77,5.0,8,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,2,9,11
J22,679,Dia,80,5.0,8,0.0,235,0,8.0,3,DOPC--15%PE--0%Chol,1,2,21,9
M4,680,Dia,82,5.0,8,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,2,3,12
J11,681,Dia,101,5.0,11,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,2,10,9
M17,682,Dia,120,5.0,14,0.0,135,0,4.0,3,DOPC--15%PE--0%Chol,1,2,16,12
I15,683,Dia,131,5.0,14,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,2,14,8
D1,684,Dia,147,5.0,17,0.0,185,0,0.1,3,DOPC--0%PE--0%Chol,1,2,0,3
A6,685,Dia,160,5.0,17,0.0,235,0,0.1,3,DOPC--15%PE--0%Chol,1,2,5,0
N21,686,Dia,173,5.0,17,0.625,135,0,4.0,3,DOPC--0%PE--0%Chol,1,2,20,13
H20,687,Dia,185,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,2,19,7
B17,688,Dia,8,2.5,8,0.0,235,0,8.0,3,DMPC--0%PE--0%Chol,1,2,16,1
B20,689,Dia,11,2.5,8,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,2,19,1
F3,690,Dia,12,2.5,8,0.625,135,0,4.0,3,DOPC--15%PE--0%Chol,1,2,2,5
F21,691,Dia,28,2.5,14,0.0,135,0,8.0,3,DMPC--0%PE--0%Chol,1,2,20,5
D8,692,Dia,35,2.5,17,0.0,85,0,4.0,3,DMPC--15%PE--0%Chol,1,2,7,3
I5,693,Dia,54,2.5,17,0.625,185,0,0.1,3,DMPC--0%PE--0%Chol,1,2,4,8
J7,694,Dia,77,5.0,8,0.0,235,0,8.0,3,DOPC--0%PE--0%Chol,1,2,6,9
H2,695,Dia,80,5.0,8,0.0,235,0,8.0,3,DOPC--15%PE--0%Chol,1,2,1,7
A16,696,Dia,82,5.0,8,0.625,185,0,4.0,3,DOPC--0%PE--0%Chol,1,2,15,0
C5,697,Dia,101,5.0,11,0.0,235,0,8.0,3,DMPC--15%PE--0%Chol,1,2,4,2
B22,698,Dia,120,5.0,14,0.0,135,0,4.0,3,DOPC--15%PE--0%Chol,1,2,21,1
A21,699,Dia,131,5.0,14,0.625,135,0,4.0,3,DMPC--15%PE--0%Chol,1,2,20,0
D12,700,Dia,147,5.0,17,0.0,185,0,0.1,3,DOPC--0%PE--0%Chol,1,2,11,3
O8,701,Dia,160,5.0,17,0.0,235,0,0.1,3,DOPC--15%PE--0%Chol,1,2,7,14
K5,702,Dia,173,5.0,17,0.625,135,0,4.0,3,DOPC--0%PE--0%Chol,1,2,4,10
E7,703,Dia,185,5.0,17,1.25,235,0,0.1,3,DMPC--0%PE--0%Chol,1,2,6,4
E13,704,Dia,8,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,12,4
E18,705,Dia,11,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,17,4
N5,706,Dia,12,2.5,8,0.625,135,0,4.0,3,no_lipo,1,2,4,13
E16,707,Dia,28,2.5,14,0.0,135,0,8.0,3,no_lipo,1,2,15,4
E22,708,Dia,35,2.5,17,0.0,85,0,4.0,3,no_lipo,1,2,21,4
A13,709,Dia,54,2.5,17,0.625,185,0,0.1,3,no_lipo,1,2,12,0
G12,710,Dia,77,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,11,6
B16,711,Dia,80,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,15,1
C13,712,Dia,82,5.0,8,0.625,185,0,4.0,3,no_lipo,1,2,12,2
D24,713,Dia,101,5.0,11,0.0,235,0,8.0,3,no_lipo,1,2,23,3
K3,714,Dia,120,5.0,14,0.0,135,0,4.0,3,no_lipo,1,2,2,10
D13,715,Dia,131,5.0,14,0.625,135,0,4.0,3,no_lipo,1,2,12,3
G9,716,Dia,147,5.0,17,0.0,185,0,0.1,3,no_lipo,1,2,8,6
M5,717,Dia,160,5.0,17,0.0,235,0,0.1,3,no_lipo,1,2,4,12
F7,718,Dia,173,5.0,17,0.625,135,0,4.0,3,no_lipo,1,2,6,5
C18,719,Dia,185,5.0,17,1.25,235,0,0.1,3,no_lipo,1,2,17,2
P2,720,Dia,8,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,1,15
O14,721,Dia,11,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,13,14
L18,722,Dia,12,2.5,8,0.625,135,0,4.0,3,no_lipo,1,2,17,11
A7,723,Dia,28,2.5,14,0.0,135,0,8.0,3,no_lipo,1,2,6,0
N9,724,Dia,35,2.5,17,0.0,85,0,4.0,3,no_lipo,1,2,8,13
B6,725,Dia,54,2.5,17,0.625,185,0,0.1,3,no_lipo,1,2,5,1
O1,726,Dia,77,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,0,14
L11,727,Dia,80,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,10,11
A15,728,Dia,82,5.0,8,0.625,185,0,4.0,3,no_lipo,1,2,14,0
I23,729,Dia,101,5.0,11,0.0,235,0,8.0,3,no_lipo,1,2,22,8
M7,730,Dia,120,5.0,14,0.0,135,0,4.0,3,no_lipo,1,2,6,12
F13,731,Dia,131,5.0,14,0.625,135,0,4.0,3,no_lipo,1,2,12,5
H3,732,Dia,147,5.0,17,0.0,185,0,0.1,3,no_lipo,1,2,2,7
F4,733,Dia,160,5.0,17,0.0,235,0,0.1,3,no_lipo,1,2,3,5
O24,734,Dia,173,5.0,17,0.625,135,0,4.0,3,no_lipo,1,2,23,14
K19,735,Dia,185,5.0,17,1.25,235,0,0.1,3,no_lipo,1,2,18,10
M9,736,Dia,8,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,8,12
H17,737,Dia,11,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,16,7
H11,738,Dia,12,2.5,8,0.625,135,0,4.0,3,no_lipo,1,2,10,7
I7,739,Dia,28,2.5,14,0.0,135,0,8.0,3,no_lipo,1,2,6,8
L13,740,Dia,35,2.5,17,0.0,85,0,4.0,3,no_lipo,1,2,12,11
G19,741,Dia,54,2.5,17,0.625,185,0,0.1,3,no_lipo,1,2,18,6
P8,742,Dia,77,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,7,15
L3,743,Dia,80,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,2,11
J14,744,Dia,82,5.0,8,0.625,185,0,4.0,3,no_lipo,1,2,13,9
E24,745,Dia,101,5.0,11,0.0,235,0,8.0,3,no_lipo,1,2,23,4
O7,746,Dia,120,5.0,14,0.0,135,0,4.0,3,no_lipo,1,2,6,14
O10,747,Dia,131,5.0,14,0.625,135,0,4.0,3,no_lipo,1,2,9,14
O23,748,Dia,147,5.0,17,0.0,185,0,0.1,3,no_lipo,1,2,22,14
M2,749,Dia,160,5.0,17,0.0,235,0,0.1,3,no_lipo,1,2,1,12
H5,750,Dia,173,5.0,17,0.625,135,0,4.0,3,no_lipo,1,2,4,7
A14,751,Dia,185,5.0,17,1.25,235,0,0.1,3,no_lipo,1,2,13,0
A9,752,Dia,8,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,8,0
G11,753,Dia,11,2.5,8,0.0,235,0,8.0,3,no_lipo,1,2,10,6
A8,754,Dia,12,2.5,8,0.625,135,0,4.0,3,no_lipo,1,2,7,0
H16,755,Dia,28,2.5,14,0.0,135,0,8.0,3,no_lipo,1,2,15,7
E17,756,Dia,35,2.5,17,0.0,85,0,4.0,3,no_lipo,1,2,16,4
P5,757,Dia,54,2.5,17,0.625,185,0,0.1,3,no_lipo,1,2,4,15
J5,758,Dia,77,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,4,9
I21,759,Dia,80,5.0,8,0.0,235,0,8.0,3,no_lipo,1,2,20,8
N3,760,Dia,82,5.0,8,0.625,185,0,4.0,3,no_lipo,1,2,2,13
C21,761,Dia,101,5.0,11,0.0,235,0,8.0,3,no_lipo,1,2,20,2
P23,762,Dia,120,5.0,14,0.0,135,0,4.0,3,no_lipo,1,2,22,15
C8,763,Dia,131,5.0,14,0.625,135,0,4.0,3,no_lipo,1,2,7,2
C16,764,Dia,147,5.0,17,0.0,185,0,0.1,3,no_lipo,1,2,15,2
O5,765,Dia,160,5.0,17,0.0,235,0,0.1,3,no_lipo,1,2,4,14
D16,766,Dia,173,5.0,17,0.625,135,0,4.0,3,no_lipo,1,2,15,3
A17,767,Dia,185,5.0,17,1.25,235,0,0.1,3,no_lipo,1,2,16,0
