well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
C9,2688,2,0,2.5,85.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,8,2,3
D5,2689,2,3,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,4,3,3
O16,2690,2,4,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,15,14,3
K15,2691,2,5,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,14,10,3
E18,2692,2,6,2.5,85.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,17,4,3
H15,2693,2,7,2.5,185.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,14,7,3
F18,2694,2,9,5.0,185.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,17,5,3
K22,2695,2,10,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,21,10,3
I10,2696,2,21,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,9,8,3
N7,2697,2,22,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,6,13,3
E11,2698,2,24,5.0,85.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,10,4,3
B4,2699,2,25,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,3,1,3
C24,2700,2,26,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,23,2,3
N21,2701,2,27,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,20,13,3
I14,2702,2,28,5.0,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,13,8,3
K2,2703,2,31,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,1,10,3
F20,2704,2,0,2.5,85.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,19,5,3
N14,2705,2,3,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,13,13,3
K10,2706,2,4,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,9,10,3
K19,2707,2,5,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,18,10,3
N11,2708,2,6,2.5,85.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,10,13,3
A10,2709,2,7,2.5,185.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,9,0,3
G19,2710,2,9,5.0,185.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,18,6,3
C1,2711,2,10,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,0,2,3
C13,2712,2,21,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,12,2,3
P22,2713,2,22,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,21,15,3
C16,2714,2,24,5.0,85.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,15,2,3
B20,2715,2,25,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,19,1,3
N2,2716,2,26,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,1,13,3
F11,2717,2,27,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,10,5,3
M21,2718,2,28,5.0,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,20,12,3
P9,2719,2,31,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,8,15,3
P7,2720,2,0,2.5,85.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,6,15,3
L22,2721,2,3,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,21,11,3
F13,2722,2,4,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,12,5,3
K13,2723,2,5,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,12,10,3
J23,2724,2,6,2.5,85.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,22,9,3
J5,2725,2,7,2.5,185.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,4,9,3
H21,2726,2,9,5.0,185.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,20,7,3
H20,2727,2,10,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,19,7,3
H13,2728,2,21,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,12,7,3
P18,2729,2,22,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,17,15,3
E6,2730,2,24,5.0,85.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,5,4,3
M8,2731,2,25,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,7,12,3
F15,2732,2,26,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,14,5,3
M3,2733,2,27,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,2,12,3
I13,2734,2,28,5.0,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,12,8,3
A4,2735,2,31,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,3,0,3
E12,2736,2,0,2.5,85.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,11,4,3
E5,2737,2,3,2.5,185.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,CD81,8,4,4,3
L7,2738,2,4,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,6,11,3
I5,2739,2,5,2.5,185.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,4,8,3
N19,2740,2,6,2.5,85.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,CD81,8,18,13,3
N24,2741,2,7,2.5,185.0,14.0,0.0,4.0,DMPC--0%PE--8%Chol,CD81,8,23,13,3
B19,2742,2,9,5.0,185.0,8.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,18,1,3
A8,2743,2,10,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,CD81,8,7,0,3
M10,2744,2,21,2.5,185.0,8.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,9,12,3
F10,2745,2,22,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,CD81,8,9,5,3
A21,2746,2,24,5.0,85.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,20,0,3
A2,2747,2,25,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,1,0,3
G11,2748,2,26,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,CD81,8,10,6,3
H17,2749,2,27,5.0,185.0,14.0,0.625,0.1,DMPC--0%PE--8%Chol,CD81,8,16,7,3
D3,2750,2,28,5.0,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,2,3,3
B24,2751,2,31,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,CD81,8,23,1,3
K3,2752,2,0,2.5,85.0,8.0,0.0,0.1,no_lipo,CD81,8,2,10,3
C5,2753,2,3,2.5,185.0,14.0,0.0,0.1,no_lipo,CD81,8,4,2,3
C19,2754,2,4,2.5,85.0,8.0,0.0,4.0,no_lipo,CD81,8,18,2,3
A3,2755,2,5,2.5,185.0,8.0,0.0,4.0,no_lipo,CD81,8,2,0,3
G6,2756,2,6,2.5,85.0,14.0,0.0,4.0,no_lipo,CD81,8,5,6,3
B7,2757,2,7,2.5,185.0,14.0,0.0,4.0,no_lipo,CD81,8,6,1,3
H6,2758,2,9,5.0,185.0,8.0,0.0,0.1,no_lipo,CD81,8,5,7,3
E20,2759,2,10,5.0,85.0,14.0,0.0,0.1,no_lipo,CD81,8,19,4,3
N9,2760,2,21,2.5,185.0,8.0,0.625,4.0,no_lipo,CD81,8,8,13,3
E7,2761,2,22,2.5,85.0,14.0,0.625,4.0,no_lipo,CD81,8,6,4,3
D15,2762,2,24,5.0,85.0,8.0,0.625,0.1,no_lipo,CD81,8,14,3,3
H10,2763,2,25,5.0,185.0,8.0,0.625,0.1,no_lipo,CD81,8,9,7,3
J10,2764,2,26,5.0,85.0,14.0,0.625,0.1,no_lipo,CD81,8,9,9,3
O11,2765,2,27,5.0,185.0,14.0,0.625,0.1,no_lipo,CD81,8,10,14,3
L8,2766,2,28,5.0,85.0,8.0,0.625,4.0,no_lipo,CD81,8,7,11,3
K16,2767,2,31,5.0,185.0,14.0,0.625,4.0,no_lipo,CD81,8,15,10,3
O10,2768,2,0,2.5,85.0,8.0,0.0,0.1,no_lipo,CD81,8,9,14,3
D10,2769,2,3,2.5,185.0,14.0,0.0,0.1,no_lipo,CD81,8,9,3,3
H7,2770,2,4,2.5,85.0,8.0,0.0,4.0,no_lipo,CD81,8,6,7,3
M24,2771,2,5,2.5,185.0,8.0,0.0,4.0,no_lipo,CD81,8,23,12,3
P24,2772,2,6,2.5,85.0,14.0,0.0,4.0,no_lipo,CD81,8,23,15,3
L16,2773,2,7,2.5,185.0,14.0,0.0,4.0,no_lipo,CD81,8,15,11,3
J18,2774,2,9,5.0,185.0,8.0,0.0,0.1,no_lipo,CD81,8,17,9,3
J4,2775,2,10,5.0,85.0,14.0,0.0,0.1,no_lipo,CD81,8,3,9,3
H1,2776,2,21,2.5,185.0,8.0,0.625,4.0,no_lipo,CD81,8,0,7,3
G4,2777,2,22,2.5,85.0,14.0,0.625,4.0,no_lipo,CD81,8,3,6,3
P1,2778,2,24,5.0,85.0,8.0,0.625,0.1,no_lipo,CD81,8,0,15,3
G20,2779,2,25,5.0,185.0,8.0,0.625,0.1,no_lipo,CD81,8,19,6,3
J24,2780,2,26,5.0,85.0,14.0,0.625,0.1,no_lipo,CD81,8,23,9,3
C7,2781,2,27,5.0,185.0,14.0,0.625,0.1,no_lipo,CD81,8,6,2,3
M14,2782,2,28,5.0,85.0,8.0,0.625,4.0,no_lipo,CD81,8,13,12,3
C2,2783,2,31,5.0,185.0,14.0,0.625,4.0,no_lipo,CD81,8,1,2,3
C21,2784,2,0,2.5,85.0,8.0,0.0,0.1,no_lipo,CD81,8,20,2,3
O7,2785,2,3,2.5,185.0,14.0,0.0,0.1,no_lipo,CD81,8,6,14,3
L21,2786,2,4,2.5,85.0,8.0,0.0,4.0,no_lipo,CD81,8,20,11,3
M13,2787,2,5,2.5,185.0,8.0,0.0,4.0,no_lipo,CD81,8,12,12,3
M20,2788,2,6,2.5,85.0,14.0,0.0,4.0,no_lipo,CD81,8,19,12,3
J12,2789,2,7,2.5,185.0,14.0,0.0,4.0,no_lipo,CD81,8,11,9,3
L24,2790,2,9,5.0,185.0,8.0,0.0,0.1,no_lipo,CD81,8,23,11,3
N1,2791,2,10,5.0,85.0,14.0,0.0,0.1,no_lipo,CD81,8,0,13,3
J19,2792,2,21,2.5,185.0,8.0,0.625,4.0,no_lipo,CD81,8,18,9,3
N18,2793,2,22,2.5,85.0,14.0,0.625,4.0,no_lipo,CD81,8,17,13,3
K11,2794,2,24,5.0,85.0,8.0,0.625,0.1,no_lipo,CD81,8,10,10,3
F19,2795,2,25,5.0,185.0,8.0,0.625,0.1,no_lipo,CD81,8,18,5,3
J8,2796,2,26,5.0,85.0,14.0,0.625,0.1,no_lipo,CD81,8,7,9,3
J13,2797,2,27,5.0,185.0,14.0,0.625,0.1,no_lipo,CD81,8,12,9,3
K12,2798,2,28,5.0,85.0,8.0,0.625,4.0,no_lipo,CD81,8,11,10,3
K23,2799,2,31,5.0,185.0,14.0,0.625,4.0,no_lipo,CD81,8,22,10,3
I8,2800,2,0,2.5,85.0,8.0,0.0,0.1,no_lipo,CD81,8,7,8,3
I4,2801,2,3,2.5,185.0,14.0,0.0,0.1,no_lipo,CD81,8,3,8,3
P4,2802,2,4,2.5,85.0,8.0,0.0,4.0,no_lipo,CD81,8,3,15,3
M1,2803,2,5,2.5,185.0,8.0,0.0,4.0,no_lipo,CD81,8,0,12,3
B5,2804,2,6,2.5,85.0,14.0,0.0,4.0,no_lipo,CD81,8,4,1,3
B22,2805,2,7,2.5,185.0,14.0,0.0,4.0,no_lipo,CD81,8,21,1,3
M11,2806,2,9,5.0,185.0,8.0,0.0,0.1,no_lipo,CD81,8,10,12,3
A23,2807,2,10,5.0,85.0,14.0,0.0,0.1,no_lipo,CD81,8,22,0,3
K1,2808,2,21,2.5,185.0,8.0,0.625,4.0,no_lipo,CD81,8,0,10,3
O18,2809,2,22,2.5,85.0,14.0,0.625,4.0,no_lipo,CD81,8,17,14,3
E23,2810,2,24,5.0,85.0,8.0,0.625,0.1,no_lipo,CD81,8,22,4,3
N23,2811,2,25,5.0,185.0,8.0,0.625,0.1,no_lipo,CD81,8,22,13,3
L1,2812,2,26,5.0,85.0,14.0,0.625,0.1,no_lipo,CD81,8,0,11,3
L23,2813,2,27,5.0,185.0,14.0,0.625,0.1,no_lipo,CD81,8,22,11,3
G10,2814,2,28,5.0,85.0,8.0,0.625,4.0,no_lipo,CD81,8,9,6,3
D14,2815,2,31,5.0,185.0,14.0,0.625,4.0,no_lipo,CD81,8,13,3,3
C3,2816,2,194,2.5,85.0,8.0,0.0,0.1,DMPC--0%PE--8%Chol,Cx43,8,2,2,3
I22,2817,2,195,5.0,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Cx43,8,21,8,3
A12,2818,2,197,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,Cx43,8,11,0,3
P2,2819,2,199,2.5,185.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,Cx43,8,1,15,3
P12,2820,2,202,2.5,185.0,8.0,0.625,4.0,DMPC--0%PE--8%Chol,Cx43,8,11,15,3
A17,2821,2,203,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Cx43,8,16,0,3
J9,2822,2,205,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,Cx43,8,8,9,3
C14,2823,2,207,2.5,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,Cx43,8,13,2,3
F1,2824,2,210,5.0,185.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Cx43,8,0,5,3
I12,2825,2,211,2.5,85.0,14.0,0.0,4.0,DOPC--0%PE--8%Chol,Cx43,8,11,8,3
D20,2826,2,213,2.5,185.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,Cx43,8,19,3,3
M18,2827,2,215,5.0,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Cx43,8,17,12,3
O3,2828,2,218,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,Cx43,8,2,14,3
E3,2829,2,219,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--8%Chol,Cx43,8,2,4,3
H12,2830,2,221,2.5,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,Cx43,8,11,7,3
F5,2831,2,223,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Cx43,8,4,5,3
I15,2832,2,194,2.5,85.0,8.0,0.0,0.1,DMPC--0%PE--8%Chol,Cx43,8,14,8,3
B11,2833,2,195,5.0,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Cx43,8,10,1,3
I2,2834,2,197,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--0%Chol,Cx43,8,1,8,3
P6,2835,2,199,2.5,185.0,8.0,0.0,0.1,DOPC--15%PE--8%Chol,Cx43,8,5,15,3
I9,2836,2,202,2.5,185.0,8.0,0.625,4.0,DMPC--0%PE--8%Chol,Cx43,8,8,8,3
F3,2837,2,203,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Cx43,8,2,5,3
O14,2838,2,205,5.0,185.0,8.0,0.625,0.1,DOPC--15%PE--0%Chol,Cx43,8,13,14,3
A5,2839,2,207,2.5,85.0,8.0,0.625,4.0,DOPC--15%PE--8%Chol,Cx43,8,4,0,3
M17,2840,2,210,5.0,185.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Cx43,8,16,12,3
B18,2841,2,211,2.5,85.0,14.0,0.0,4.0,DOPC--0%PE--8%Chol,Cx43,8,17,1,3
F2,2842,2,213,2.5,185.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,Cx43,8,1,5,3
K18,2843,2,215,5.0,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Cx43,8,17,10,3
