well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
B5,0,1,1,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,4,1,3
D13,1,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,12,3,3
O21,2,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,20,14,3
C23,3,1,11,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,22,2,3
L12,4,1,12,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,11,11,3
N12,5,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,11,13,3
P6,6,1,14,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,5,15,3
K14,7,1,15,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,13,10,3
C18,8,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,CD81,1,17,2,3
A12,9,1,17,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD81,1,11,0,3
F12,10,1,18,2.5,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,CD81,1,11,5,3
C8,11,1,19,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,CD81,1,7,2,3
J11,12,1,20,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,CD81,1,10,9,3
F11,13,1,23,2.5,185.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,CD81,1,10,5,3
I14,14,1,29,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD81,1,13,8,3
D24,15,1,30,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,CD81,1,23,3,3
K20,16,1,1,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,19,10,3
J13,17,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,12,9,3
H12,18,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,11,7,3
I1,19,1,11,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,0,8,3
C16,20,1,12,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,15,2,3
G3,21,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,2,6,3
C21,22,1,14,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,20,2,3
F23,23,1,15,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,22,5,3
J6,24,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,CD81,1,5,9,3
B17,25,1,17,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD81,1,16,1,3
A15,26,1,18,2.5,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,CD81,1,14,0,3
B6,27,1,19,2.5,185.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,CD81,1,5,1,3
H18,28,1,20,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,CD81,1,17,7,3
L3,29,1,23,2.5,185.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,CD81,1,2,11,3
I5,30,1,29,5.0,185.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,CD81,1,4,8,3
L18,31,1,30,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,CD81,1,17,11,3
P16,32,1,1,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,15,15,3
H11,33,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,CD81,1,10,7,3
F18,34,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,17,5,3
F24,35,1,11,5.0,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,CD81,1,23,5,3
B12,36,1,12,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,11,1,3
F17,37,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,16,5,3
G6,38,1,14,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,CD81,1,5,6,3
C9,39,1,15,5.0,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,CD81,1,8,2,3
C12,40,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,CD81,1,11,2,3
I4,41,1,17,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,CD81,1,3,8,3
