well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
D4,768,1,0,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,B2AR,3,3,3,3
B12,769,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B2AR,3,11,1,3
K7,770,1,4,2.5,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,B2AR,3,6,10,3
E13,771,1,6,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B2AR,3,12,4,3
I24,772,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B2AR,3,23,8,3
F19,773,1,9,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,B2AR,3,18,5,3
C2,774,1,10,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,B2AR,3,1,2,3
H1,775,1,11,5.0,85.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,B2AR,3,0,7,3
I20,776,1,12,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B2AR,3,19,8,3
B13,777,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,B2AR,3,12,1,3
L2,778,1,14,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,B2AR,3,1,11,3
N2,779,1,15,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,B2AR,3,1,13,3
C1,780,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B2AR,3,0,2,3
H17,781,1,18,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,B2AR,3,16,7,3
L17,782,1,20,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B2AR,3,16,11,3
B18,783,1,22,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,B2AR,3,17,1,3
M1,784,1,0,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,B2AR,3,0,12,3
B16,785,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B2AR,3,15,1,3
L10,786,1,4,2.5,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,B2AR,3,9,11,3
D5,787,1,6,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B2AR,3,4,3,3
O10,788,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B2AR,3,9,14,3
F22,789,1,9,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,B2AR,3,21,5,3
E22,790,1,10,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,B2AR,3,21,4,3
D7,791,1,11,5.0,85.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,B2AR,3,6,3,3
J17,792,1,12,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B2AR,3,16,9,3
H14,793,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,B2AR,3,13,7,3
M3,794,1,14,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,B2AR,3,2,12,3
J7,795,1,15,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,B2AR,3,6,9,3
C16,796,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B2AR,3,15,2,3
K4,797,1,18,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,B2AR,3,3,10,3
O18,798,1,20,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B2AR,3,17,14,3
N15,799,1,22,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,B2AR,3,14,13,3
J12,800,1,0,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,B2AR,3,11,9,3
F3,801,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B2AR,3,2,5,3
N23,802,1,4,2.5,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,B2AR,3,22,13,3
K17,803,1,6,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B2AR,3,16,10,3
O7,804,1,8,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,B2AR,3,6,14,3
O15,805,1,9,2.5,185.0,8.0,0.625,0.1,DMPC--15%PE--8%Chol,B2AR,3,14,14,3
F7,806,1,10,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,B2AR,3,6,5,3
C5,807,1,11,5.0,85.0,14.0,0.0,0.1,DMPC--15%PE--8%Chol,B2AR,3,4,2,3
N1,808,1,12,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,B2AR,3,0,13,3
A13,809,1,13,5.0,185.0,8.0,0.0,4.0,DMPC--15%PE--8%Chol,B2AR,3,12,0,3
C8,810,1,14,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,B2AR,3,7,2,3
M17,811,1,15,2.5,85.0,14.0,0.625,4.0,DMPC--15%PE--8%Chol,B2AR,3,16,12,3
D17,812,1,16,2.5,85.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,B2AR,3,16,3,3
J22,813,1,18,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,B2AR,3,21,9,3
J5,814,1,20,5.0,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,B2AR,3,4,9,3
B7,815,1,22,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,B2AR,3,6,1,3
G8,816,1,0,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,B2AR,3,7,6,3
D15,817,1,2,2.5,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,B2AR,3,14,3,3
B3,818,1,4,2.5,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,B2AR,3,2,1,3
D9,819,1,6,5.0,85.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,B2AR,3,8,3,3
