well_name,DNA_name,DNA_conc,Liposome_name,Liposome_conc,Mg,SecYE,combo,K
D12,Mito,5.0,no_lipo,0.0,17.5,0.625,BL59-1_5,85
D13,Neu,5.0,DOPC,3.0,17.5,0.625,BL59-1_5,85
D14,AqpZ,5.0,no_lipo,0.0,22.5,0.625,BL59-1_5,85
D15,Blank,0.0,DOPC,3.0,12.5,0.0,BL59-1_5,85
D16,Neu,5.0,DOPC,3.0,17.5,0.625,BL59-1_5,85
D17,Mito,5.0,no_lipo,0.0,12.5,0.0,BL59-1_5,85
D18,AqpZ,5.0,no_lipo,0.0,17.5,1.25,BL59-1_5,85
D19,Blank,0.0,no_lipo,0.0,12.5,1.25,BL59-1_5,85
D2,Mito,5.0,DOPC,3.0,22.5,0.625,BL59-1_5,85
D20,MtlA,5.0,DOPC,3.0,12.5,0.0,BL59-1_5,85
D21,MtlA,5.0,DOPC,3.0,17.5,1.25,BL59-1_5,85
D22,Glut,5.0,no_lipo,0.0,17.5,0.625,BL59-1_5,85
D23,Glut,5.0,DOPC,3.0,22.5,0.0,BL59-1_5,85
D24,Blank,0.0,DOPC,3.0,17.5,0.0,BL59-1_5,85
D3,MtlA,5.0,no_lipo,0.0,17.5,0.625,BL59-1_5,85
D4,MtlA,5.0,DOPC,3.0,22.5,1.25,BL59-1_5,85
D5,B2AR,5.0,DOPC,3.0,12.5,0.625,BL59-1_5,85
D6,Blank,0.0,DOPC,3.0,17.5,0.625,BL59-1_5,85
D7,B2AR,5.0,no_lipo,0.0,17.5,1.25,BL59-1_5,85
D8,Mito,5.0,DOPC,3.0,22.5,0.625,BL59-1_5,85
D9,AqpZ,5.0,no_lipo,0.0,12.5,0.625,BL59-1_5,85
E1,Mito,5.0,no_lipo,0.0,22.5,0.0,BL59-1_5,85
E10,Neu,5.0,no_lipo,0.0,12.5,0.0,BL59-1_5,85
E11,Glut,5.0,DOPC,3.0,12.5,0.0,BL59-1_5,85
E12,Glut,5.0,no_lipo,0.0,22.5,0.0,BL59-1_5,85
E13,AqpZ,5.0,no_lipo,0.0,12.5,1.25,BL59-1_5,85
E14,AqpZ,5.0,DOPC,3.0,12.5,0.0,BL59-1_5,85
E15,Mito,5.0,DOPC,3.0,12.5,0.625,BL59-1_5,85
E16,Mito,5.0,DOPC,3.0,22.5,1.25,BL59-1_5,85
E17,Mito,5.0,no_lipo,0.0,12.5,0.625,BL59-1_5,85
E18,Neu,5.0,DOPC,3.0,22.5,1.25,BL59-1_5,85
E19,MtlA,5.0,DOPC,3.0,17.5,0.0,BL59-1_5,85
E2,Glut,5.0,no_lipo,0.0,17.5,0.0,BL59-1_5,85
E20,B2AR,5.0,DOPC,3.0,17.5,0.625,BL59-1_5,85
E21,Blank,0.0,DOPC,3.0,12.5,0.0,BL59-1_5,85
E22,Neu,5.0,no_lipo,0.0,12.5,0.625,BL59-1_5,85
E23,MtlA,5.0,DOPC,3.0,12.5,1.25,BL59-1_5,85
E24,Blank,0.0,DOPC,3.0,22.5,0.0,BL59-1_5,85
