unique_id,rxn_id,reagent,target,Reagent_type,stock,Droplet,well_id,Column,Row,well_name
312,72,Mg,20.0,Mg,333.333,0,297,18,9,J19
312,72,Mg,20.0,Mg,666.667,1,297,18,9,J19
312,72,mCherry,1.0,mCherry,33.333,1,297,18,9,J19
312,72,water,1.0,water,1.0,4,297,18,9,J19
312,72,wce,1.0,wce,1.0,25,297,18,9,J19
130,10,K,0.0,K,1666.667,0,298,18,10,K19
130,10,bR,5.0,DNA,166.667,1,298,18,10,K19
130,10,Mg,0.0,Mg,666.667,0,298,18,10,K19
130,10,Mg,0.0,Mg,333.333,0,298,18,10,K19
130,10,wce,1.0,wce,1.0,25,298,18,10,K19
130,10,water,1.0,water,1.0,5,298,18,10,K19
130,10,High,3.032,Liposome,25.267,4,298,18,10,K19
130,10,mCherry,1.0,mCherry,33.333,1,298,18,10,K19
292,52,water,1.0,water,1.0,3,299,18,11,L19
292,52,wce,1.0,wce,1.0,25,299,18,11,L19
292,52,K,150.0,K,1666.667,3,299,18,11,L19
292,52,mCherry,1.0,mCherry,33.333,1,299,18,11,L19
292,52,Mg,20.0,Mg,666.667,1,299,18,11,L19
292,52,Mg,20.0,Mg,333.333,0,299,18,11,L19
292,52,High,1.516,Liposome,25.267,2,299,18,11,L19
292,52,bR,5.0,DNA,166.667,1,299,18,11,L19
69,69,water,1.0,water,1.0,5,300,18,12,M19
69,69,mCherry,1.0,mCherry,33.333,1,300,18,12,M19
69,69,Mg,40.0,Mg,666.667,2,300,18,12,M19
69,69,wce,1.0,wce,1.0,25,300,18,12,M19
69,69,High,1.516,Liposome,25.267,2,300,18,12,M19
69,69,K,0.0,K,1666.667,0,300,18,12,M19
69,69,B2AR,5.0,DNA,166.667,1,300,18,12,M19
69,69,Mg,40.0,Mg,333.333,0,300,18,12,M19
1,1,Mg,10.0,Mg,333.333,1,301,18,13,N19
1,1,water,1.0,water,1.0,8,301,18,13,N19
1,1,mCherry,1.0,mCherry,33.333,1,301,18,13,N19
1,1,wce,1.0,wce,1.0,25,301,18,13,N19
1,1,bR,5.0,DNA,166.667,1,301,18,13,N19
1,1,K,0.0,K,1666.667,0,301,18,13,N19
1,1,no_lipo,0.0,Liposome,0.0,0,301,18,13,N19
1,1,no_lipo,0.0,Liposome,0.0,0,301,18,13,N19
1,1,Mg,10.0,Mg,666.667,0,301,18,13,N19
216,96,B2AR,5.0,DNA,166.667,1,302,18,14,O19
216,96,K,100.0,K,1666.667,2,302,18,14,O19
216,96,High,1.516,Liposome,25.267,2,302,18,14,O19
216,96,Mg,10.0,Mg,666.667,0,302,18,14,O19
216,96,mCherry,1.0,mCherry,33.333,1,302,18,14,O19
216,96,water,1.0,water,1.0,4,302,18,14,O19
216,96,Mg,10.0,Mg,333.333,1,302,18,14,O19
216,96,wce,1.0,wce,1.0,25,302,18,14,O19
223,103,wce,1.0,wce,1.0,25,303,18,15,P19
223,103,water,1.0,water,1.0,1,303,18,15,P19
223,103,mCherry,1.0,mCherry,33.333,1,303,18,15,P19
223,103,Mg,30.0,Mg,666.667,1,303,18,15,P19
223,103,High,3.032,Liposome,25.267,4,303,18,15,P19
223,103,K,100.0,K,1666.667,2,303,18,15,P19
223,103,B2AR,5.0,DNA,166.667,1,303,18,15,P19
223,103,Mg,30.0,Mg,333.333,1,303,18,15,P19
99,99,Mg,40.0,Mg,333.333,0,304,19,0,A20
99,99,Mg,40.0,Mg,666.667,2,304,19,0,A20
99,99,mCherry,1.0,mCherry,33.333,1,304,19,0,A20
99,99,water,1.0,water,1.0,3,304,19,0,A20
99,99,wce,1.0,wce,1.0,25,304,19,0,A20
99,99,B2AR,5.0,DNA,166.667,1,304,19,0,A20
99,99,K,100.0,K,1666.667,2,304,19,0,A20
99,99,High,1.516,Liposome,25.267,2,304,19,0,A20
139,19,no_lipo,0.0,Liposome,0.0,0,305,19,1,B20
139,19,Mg,40.0,Mg,333.333,0,305,19,1,B20
139,19,Mg,40.0,Mg,666.667,2,305,19,1,B20
139,19,mCherry,1.0,mCherry,33.333,1,305,19,1,B20
139,19,water,1.0,water,1.0,6,305,19,1,B20
139,19,wce,1.0,wce,1.0,25,305,19,1,B20
139,19,bR,5.0,DNA,166.667,1,305,19,1,B20
139,19,no_lipo,0.0,Liposome,0.0,0,305,19,1,B20
139,19,K,50.0,K,1666.667,1,305,19,1,B20
215,95,wce,1.0,wce,1.0,25,306,19,2,C20
215,95,water,1.0,water,1.0,5,306,19,2,C20
215,95,mCherry,1.0,mCherry,33.333,1,306,19,2,C20
215,95,Mg,0.0,Mg,666.667,0,306,19,2,C20
215,95,Mg,0.0,Mg,333.333,0,306,19,2,C20
215,95,High,1.516,Liposome,25.267,2,306,19,2,C20
215,95,K,100.0,K,1666.667,2,306,19,2,C20
215,95,B2AR,5.0,DNA,166.667,1,306,19,2,C20
151,31,water,1.0,water,1.0,6,307,19,3,D20
151,31,wce,1.0,wce,1.0,25,307,19,3,D20
151,31,mCherry,1.0,mCherry,33.333,1,307,19,3,D20
151,31,bR,5.0,DNA,166.667,1,307,19,3,D20
151,31,K,100.0,K,1666.667,2,307,19,3,D20
151,31,Mg,10.0,Mg,333.333,1,307,19,3,D20
151,31,no_lipo,0.0,Liposome,0.0,0,307,19,3,D20
151,31,Mg,10.0,Mg,666.667,0,307,19,3,D20
151,31,no_lipo,0.0,Liposome,0.0,0,307,19,3,D20
314,74,wce,1.0,wce,1.0,25,308,19,4,E20
314,74,water,1.0,water,1.0,3,308,19,4,E20
314,74,mCherry,1.0,mCherry,33.333,1,308,19,4,E20
314,74,Mg,40.0,Mg,666.667,2,308,19,4,E20
314,74,Mg,40.0,Mg,333.333,0,308,19,4,E20
314,74,High,3.032,Liposome,25.267,4,308,19,4,E20
314,74,K,0.0,K,1666.667,0,308,19,4,E20
314,74,B2AR,5.0,DNA,166.667,1,308,19,4,E20
52,52,Mg,20.0,Mg,333.333,0,309,19,5,F20
52,52,Mg,20.0,Mg,666.667,1,309,19,5,F20
52,52,mCherry,1.0,mCherry,33.333,1,309,19,5,F20
52,52,water,1.0,water,1.0,3,309,19,5,F20
52,52,wce,1.0,wce,1.0,25,309,19,5,F20
52,52,bR,5.0,DNA,166.667,1,309,19,5,F20
52,52,High,1.516,Liposome,25.267,2,309,19,5,F20
52,52,K,150.0,K,1666.667,3,309,19,5,F20
155,35,High,1.516,Liposome,25.267,2,310,19,6,G20
155,35,wce,1.0,wce,1.0,25,310,19,6,G20
155,35,mCherry,1.0,mCherry,33.333,1,310,19,6,G20
155,35,Mg,0.0,Mg,666.667,0,310,19,6,G20
155,35,bR,5.0,DNA,166.667,1,310,19,6,G20
155,35,K,100.0,K,1666.667,2,310,19,6,G20
155,35,water,1.0,water,1.0,5,310,19,6,G20
155,35,Mg,0.0,Mg,333.333,0,310,19,6,G20
230,110,B2AR,5.0,DNA,166.667,1,311,19,7,H20
230,110,Mg,0.0,Mg,333.333,0,311,19,7,H20
230,110,K,150.0,K,1666.667,3,311,19,7,H20
230,110,mCherry,1.0,mCherry,33.333,1,311,19,7,H20
230,110,High,1.516,Liposome,25.267,2,311,19,7,H20
230,110,water,1.0,water,1.0,4,311,19,7,H20
230,110,wce,1.0,wce,1.0,25,311,19,7,H20
230,110,Mg,0.0,Mg,666.667,0,311,19,7,H20
172,52,High,1.516,Liposome,25.267,2,312,19,8,I20
172,52,Mg,20.0,Mg,333.333,0,312,19,8,I20
172,52,mCherry,1.0,mCherry,33.333,1,312,19,8,I20
172,52,wce,1.0,wce,1.0,25,312,19,8,I20
172,52,water,1.0,water,1.0,3,312,19,8,I20
172,52,Mg,20.0,Mg,666.667,1,312,19,8,I20
172,52,bR,5.0,DNA,166.667,1,312,19,8,I20
172,52,K,150.0,K,1666.667,3,312,19,8,I20
332,92,K,100.0,K,1666.667,2,313,19,9,J20
332,92,B2AR,5.0,DNA,166.667,1,313,19,9,J20
332,92,Mg,20.0,Mg,333.333,0,313,19,9,J20
332,92,Mg,20.0,Mg,666.667,1,313,19,9,J20
332,92,mCherry,1.0,mCherry,33.333,1,313,19,9,J20
332,92,wce,1.0,wce,1.0,25,313,19,9,J20
332,92,water,1.0,water,1.0,6,313,19,9,J20
332,92,no_lipo,0.0,Liposome,0.0,0,313,19,9,J20
332,92,no_lipo,0.0,Liposome,0.0,0,313,19,9,J20
210,90,mCherry,1.0,mCherry,33.333,1,314,19,10,K20
210,90,water,1.0,water,1.0,7,314,19,10,K20
210,90,no_lipo,0.0,Liposome,0.0,0,314,19,10,K20
210,90,Mg,0.0,Mg,666.667,0,314,19,10,K20
210,90,Mg,0.0,Mg,333.333,0,314,19,10,K20
210,90,no_lipo,0.0,Liposome,0.0,0,314,19,10,K20
210,90,K,100.0,K,1666.667,2,314,19,10,K20
210,90,B2AR,5.0,DNA,166.667,1,314,19,10,K20
210,90,wce,1.0,wce,1.0,25,314,19,10,K20
79,79,K,50.0,K,1666.667,1,315,19,11,L20
79,79,no_lipo,0.0,Liposome,0.0,0,315,19,11,L20
79,79,no_lipo,0.0,Liposome,0.0,0,315,19,11,L20
79,79,B2AR,5.0,DNA,166.667,1,315,19,11,L20
79,79,wce,1.0,wce,1.0,25,315,19,11,L20
79,79,water,1.0,water,1.0,6,315,19,11,L20
79,79,mCherry,1.0,mCherry,33.333,1,315,19,11,L20
79,79,Mg,40.0,Mg,666.667,2,315,19,11,L20
79,79,Mg,40.0,Mg,333.333,0,315,19,11,L20
330,90,water,1.0,water,1.0,7,316,19,12,M20
330,90,wce,1.0,wce,1.0,25,316,19,12,M20
330,90,Mg,0.0,Mg,666.667,0,316,19,12,M20
330,90,Mg,0.0,Mg,333.333,0,316,19,12,M20
330,90,no_lipo,0.0,Liposome,0.0,0,316,19,12,M20
330,90,B2AR,5.0,DNA,166.667,1,316,19,12,M20
330,90,mCherry,1.0,mCherry,33.333,1,316,19,12,M20
330,90,no_lipo,0.0,Liposome,0.0,0,316,19,12,M20
330,90,K,100.0,K,1666.667,2,316,19,12,M20
334,94,Mg,40.0,Mg,666.667,2,317,19,13,N20
334,94,water,1.0,water,1.0,5,317,19,13,N20
334,94,wce,1.0,wce,1.0,25,317,19,13,N20
334,94,mCherry,1.0,mCherry,33.333,1,317,19,13,N20
334,94,Mg,40.0,Mg,333.333,0,317,19,13,N20
334,94,no_lipo,0.0,Liposome,0.0,0,317,19,13,N20
334,94,no_lipo,0.0,Liposome,0.0,0,317,19,13,N20
334,94,B2AR,5.0,DNA,166.667,1,317,19,13,N20
334,94,K,100.0,K,1666.667,2,317,19,13,N20
7,7,bR,5.0,DNA,166.667,1,318,19,14,O20
7,7,mCherry,1.0,mCherry,33.333,1,318,19,14,O20
7,7,Mg,20.0,Mg,666.667,1,318,19,14,O20
7,7,Mg,20.0,Mg,333.333,0,318,19,14,O20
7,7,High,1.516,Liposome,25.267,2,318,19,14,O20
7,7,K,0.0,K,1666.667,0,318,19,14,O20
7,7,water,1.0,water,1.0,6,318,19,14,O20
7,7,wce,1.0,wce,1.0,25,318,19,14,O20
335,95,B2AR,5.0,DNA,166.667,1,319,19,15,P20
335,95,High,1.516,Liposome,25.267,2,319,19,15,P20
335,95,wce,1.0,wce,1.0,25,319,19,15,P20
335,95,K,100.0,K,1666.667,2,319,19,15,P20
335,95,water,1.0,water,1.0,5,319,19,15,P20
335,95,Mg,0.0,Mg,666.667,0,319,19,15,P20
335,95,Mg,0.0,Mg,333.333,0,319,19,15,P20
335,95,mCherry,1.0,mCherry,33.333,1,319,19,15,P20
162,42,bR,5.0,DNA,166.667,1,320,20,0,A21
162,42,wce,1.0,wce,1.0,25,320,20,0,A21
162,42,K,100.0,K,1666.667,2,320,20,0,A21
162,42,High,3.032,Liposome,25.267,4,320,20,0,A21
162,42,water,1.0,water,1.0,2,320,20,0,A21
162,42,mCherry,1.0,mCherry,33.333,1,320,20,0,A21
162,42,Mg,20.0,Mg,666.667,1,320,20,0,A21
162,42,Mg,20.0,Mg,333.333,0,320,20,0,A21
11,11,wce,1.0,wce,1.0,25,321,20,1,B21
11,11,water,1.0,water,1.0,4,321,20,1,B21
11,11,High,3.032,Liposome,25.267,4,321,20,1,B21
11,11,Mg,10.0,Mg,333.333,1,321,20,1,B21
11,11,K,0.0,K,1666.667,0,321,20,1,B21
11,11,bR,5.0,DNA,166.667,1,321,20,1,B21
11,11,Mg,10.0,Mg,666.667,0,321,20,1,B21
11,11,mCherry,1.0,mCherry,33.333,1,321,20,1,B21
234,114,B2AR,5.0,DNA,166.667,1,322,20,2,C21
234,114,K,150.0,K,1666.667,3,322,20,2,C21
234,114,High,1.516,Liposome,25.267,2,322,20,2,C21
234,114,Mg,40.0,Mg,666.667,2,322,20,2,C21
234,114,wce,1.0,wce,1.0,25,322,20,2,C21
234,114,water,1.0,water,1.0,2,322,20,2,C21
234,114,Mg,40.0,Mg,333.333,0,322,20,2,C21
234,114,mCherry,1.0,mCherry,33.333,1,322,20,2,C21
267,27,High,3.032,Liposome,25.267,4,323,20,3,D21
267,27,water,1.0,water,1.0,3,323,20,3,D21
267,27,K,50.0,K,1666.667,1,323,20,3,D21
267,27,Mg,20.0,Mg,333.333,0,323,20,3,D21
267,27,wce,1.0,wce,1.0,25,323,20,3,D21
267,27,mCherry,1.0,mCherry,33.333,1,323,20,3,D21
267,27,Mg,20.0,Mg,666.667,1,323,20,3,D21
267,27,bR,5.0,DNA,166.667,1,323,20,3,D21
86,86,mCherry,1.0,mCherry,33.333,1,324,20,4,E21
86,86,wce,1.0,wce,1.0,25,324,20,4,E21
86,86,Mg,10.0,Mg,666.667,0,324,20,4,E21
86,86,Mg,10.0,Mg,333.333,1,324,20,4,E21
86,86,High,3.032,Liposome,25.267,4,324,20,4,E21
86,86,water,1.0,water,1.0,3,324,20,4,E21
86,86,K,50.0,K,1666.667,1,324,20,4,E21
86,86,B2AR,5.0,DNA,166.667,1,324,20,4,E21
249,9,Mg,40.0,Mg,333.333,0,325,20,5,F21
249,9,wce,1.0,wce,1.0,25,325,20,5,F21
249,9,water,1.0,water,1.0,5,325,20,5,F21
249,9,mCherry,1.0,mCherry,33.333,1,325,20,5,F21
249,9,Mg,40.0,Mg,666.667,2,325,20,5,F21
249,9,bR,5.0,DNA,166.667,1,325,20,5,F21
249,9,High,1.516,Liposome,25.267,2,325,20,5,F21
249,9,K,0.0,K,1666.667,0,325,20,5,F21
222,102,B2AR,5.0,DNA,166.667,1,326,20,6,G21
222,102,K,100.0,K,1666.667,2,326,20,6,G21
222,102,High,3.032,Liposome,25.267,4,326,20,6,G21
222,102,Mg,20.0,Mg,333.333,0,326,20,6,G21
222,102,Mg,20.0,Mg,666.667,1,326,20,6,G21
222,102,mCherry,1.0,mCherry,33.333,1,326,20,6,G21
222,102,water,1.0,water,1.0,2,326,20,6,G21
222,102,wce,1.0,wce,1.0,25,326,20,6,G21
284,44,Mg,40.0,Mg,666.667,2,327,20,7,H21
284,44,mCherry,1.0,mCherry,33.333,1,327,20,7,H21
284,44,water,1.0,water,1.0,1,327,20,7,H21
284,44,K,100.0,K,1666.667,2,327,20,7,H21
284,44,bR,5.0,DNA,166.667,1,327,20,7,H21
284,44,wce,1.0,wce,1.0,25,327,20,7,H21
284,44,High,3.032,Liposome,25.267,4,327,20,7,H21
284,44,Mg,40.0,Mg,333.333,0,327,20,7,H21
17,17,wce,1.0,wce,1.0,25,328,20,8,I21
17,17,water,1.0,water,1.0,7,328,20,8,I21
17,17,Mg,20.0,Mg,333.333,0,328,20,8,I21
17,17,Mg,20.0,Mg,666.667,1,328,20,8,I21
17,17,no_lipo,0.0,Liposome,0.0,0,328,20,8,I21
17,17,no_lipo,0.0,Liposome,0.0,0,328,20,8,I21
17,17,K,50.0,K,1666.667,1,328,20,8,I21
17,17,bR,5.0,DNA,166.667,1,328,20,8,I21
17,17,mCherry,1.0,mCherry,33.333,1,328,20,8,I21
148,28,Mg,30.0,Mg,333.333,1,329,20,9,J21
148,28,Mg,30.0,Mg,666.667,1,329,20,9,J21
148,28,mCherry,1.0,mCherry,33.333,1,329,20,9,J21
148,28,High,3.032,Liposome,25.267,4,329,20,9,J21
148,28,wce,1.0,wce,1.0,25,329,20,9,J21
148,28,water,1.0,water,1.0,2,329,20,9,J21
148,28,bR,5.0,DNA,166.667,1,329,20,9,J21
148,28,K,50.0,K,1666.667,1,329,20,9,J21
276,36,wce,1.0,wce,1.0,25,330,20,10,K21
276,36,K,100.0,K,1666.667,2,330,20,10,K21
276,36,water,1.0,water,1.0,4,330,20,10,K21
276,36,mCherry,1.0,mCherry,33.333,1,330,20,10,K21
276,36,Mg,10.0,Mg,666.667,0,330,20,10,K21
276,36,Mg,10.0,Mg,333.333,1,330,20,10,K21
276,36,High,1.516,Liposome,25.267,2,330,20,10,K21
276,36,bR,5.0,DNA,166.667,1,330,20,10,K21
65,65,mCherry,1.0,mCherry,33.333,1,331,20,11,L21
65,65,water,1.0,water,1.0,7,331,20,11,L21
65,65,wce,1.0,wce,1.0,25,331,20,11,L21
65,65,Mg,0.0,Mg,333.333,0,331,20,11,L21
65,65,High,1.516,Liposome,25.267,2,331,20,11,L21
65,65,K,0.0,K,1666.667,0,331,20,11,L21
65,65,B2AR,5.0,DNA,166.667,1,331,20,11,L21
65,65,Mg,0.0,Mg,666.667,0,331,20,11,L21
320,80,K,50.0,K,1666.667,1,332,20,12,M21
320,80,B2AR,5.0,DNA,166.667,1,332,20,12,M21
320,80,High,1.516,Liposome,25.267,2,332,20,12,M21
320,80,mCherry,1.0,mCherry,33.333,1,332,20,12,M21
320,80,Mg,0.0,Mg,666.667,0,332,20,12,M21
320,80,water,1.0,water,1.0,6,332,20,12,M21
320,80,wce,1.0,wce,1.0,25,332,20,12,M21
320,80,Mg,0.0,Mg,333.333,0,332,20,12,M21
303,63,Mg,30.0,Mg,333.333,1,333,20,13,N21
303,63,no_lipo,0.0,Liposome,0.0,0,333,20,13,N21
303,63,no_lipo,0.0,Liposome,0.0,0,333,20,13,N21
303,63,K,0.0,K,1666.667,0,333,20,13,N21
303,63,B2AR,5.0,DNA,166.667,1,333,20,13,N21
303,63,Mg,30.0,Mg,666.667,1,333,20,13,N21
303,63,mCherry,1.0,mCherry,33.333,1,333,20,13,N21
303,63,water,1.0,water,1.0,7,333,20,13,N21
303,63,wce,1.0,wce,1.0,25,333,20,13,N21
269,29,bR,5.0,DNA,166.667,1,334,20,14,O21
269,29,K,50.0,K,1666.667,1,334,20,14,O21
269,29,Mg,40.0,Mg,333.333,0,334,20,14,O21
269,29,wce,1.0,wce,1.0,25,334,20,14,O21
269,29,High,3.032,Liposome,25.267,4,334,20,14,O21
269,29,Mg,40.0,Mg,666.667,2,334,20,14,O21
269,29,mCherry,1.0,mCherry,33.333,1,334,20,14,O21
269,29,water,1.0,water,1.0,2,334,20,14,O21
353,113,water,1.0,water,1.0,2,335,20,15,P21
353,113,B2AR,5.0,DNA,166.667,1,335,20,15,P21
353,113,K,150.0,K,1666.667,3,335,20,15,P21
353,113,High,1.516,Liposome,25.267,2,335,20,15,P21
353,113,Mg,30.0,Mg,333.333,1,335,20,15,P21
353,113,Mg,30.0,Mg,666.667,1,335,20,15,P21
353,113,mCherry,1.0,mCherry,33.333,1,335,20,15,P21
353,113,wce,1.0,wce,1.0,25,335,20,15,P21
8,8,bR,5.0,DNA,166.667,1,336,21,0,A22
8,8,K,0.0,K,1666.667,0,336,21,0,A22
8,8,High,1.516,Liposome,25.267,2,336,21,0,A22
8,8,Mg,30.0,Mg,666.667,1,336,21,0,A22
8,8,Mg,30.0,Mg,333.333,1,336,21,0,A22
8,8,wce,1.0,wce,1.0,25,336,21,0,A22
8,8,water,1.0,water,1.0,5,336,21,0,A22
8,8,mCherry,1.0,mCherry,33.333,1,336,21,0,A22
326,86,B2AR,5.0,DNA,166.667,1,337,21,1,B22
326,86,K,50.0,K,1666.667,1,337,21,1,B22
326,86,Mg,10.0,Mg,333.333,1,337,21,1,B22
326,86,High,3.032,Liposome,25.267,4,337,21,1,B22
326,86,Mg,10.0,Mg,666.667,0,337,21,1,B22
326,86,mCherry,1.0,mCherry,33.333,1,337,21,1,B22
326,86,water,1.0,water,1.0,3,337,21,1,B22
326,86,wce,1.0,wce,1.0,25,337,21,1,B22
146,26,Mg,10.0,Mg,333.333,1,338,21,2,C22
146,26,bR,5.0,DNA,166.667,1,338,21,2,C22
146,26,Mg,10.0,Mg,666.667,0,338,21,2,C22
146,26,K,50.0,K,1666.667,1,338,21,2,C22
146,26,wce,1.0,wce,1.0,25,338,21,2,C22
146,26,water,1.0,water,1.0,3,338,21,2,C22
146,26,mCherry,1.0,mCherry,33.333,1,338,21,2,C22
146,26,High,3.032,Liposome,25.267,4,338,21,2,C22
34,34,K,100.0,K,1666.667,2,339,21,3,D22
34,34,wce,1.0,wce,1.0,25,339,21,3,D22
34,34,water,1.0,water,1.0,5,339,21,3,D22
34,34,mCherry,1.0,mCherry,33.333,1,339,21,3,D22
34,34,Mg,40.0,Mg,666.667,2,339,21,3,D22
34,34,Mg,40.0,Mg,333.333,0,339,21,3,D22
34,34,no_lipo,0.0,Liposome,0.0,0,339,21,3,D22
34,34,no_lipo,0.0,Liposome,0.0,0,339,21,3,D22
34,34,bR,5.0,DNA,166.667,1,339,21,3,D22
9,9,bR,5.0,DNA,166.667,1,340,21,4,E22
9,9,K,0.0,K,1666.667,0,340,21,4,E22
9,9,High,1.516,Liposome,25.267,2,340,21,4,E22
9,9,Mg,40.0,Mg,333.333,0,340,21,4,E22
9,9,Mg,40.0,Mg,666.667,2,340,21,4,E22
9,9,mCherry,1.0,mCherry,33.333,1,340,21,4,E22
9,9,water,1.0,water,1.0,5,340,21,4,E22
9,9,wce,1.0,wce,1.0,25,340,21,4,E22
131,11,High,3.032,Liposome,25.267,4,341,21,5,F22
131,11,Mg,10.0,Mg,333.333,1,341,21,5,F22
131,11,Mg,10.0,Mg,666.667,0,341,21,5,F22
131,11,mCherry,1.0,mCherry,33.333,1,341,21,5,F22
131,11,water,1.0,water,1.0,4,341,21,5,F22
131,11,wce,1.0,wce,1.0,25,341,21,5,F22
131,11,K,0.0,K,1666.667,0,341,21,5,F22
131,11,bR,5.0,DNA,166.667,1,341,21,5,F22
157,37,mCherry,1.0,mCherry,33.333,1,342,21,6,G22
157,37,Mg,20.0,Mg,666.667,1,342,21,6,G22
157,37,bR,5.0,DNA,166.667,1,342,21,6,G22
157,37,High,1.516,Liposome,25.267,2,342,21,6,G22
157,37,water,1.0,water,1.0,4,342,21,6,G22
157,37,Mg,20.0,Mg,333.333,0,342,21,6,G22
157,37,wce,1.0,wce,1.0,25,342,21,6,G22
157,37,K,100.0,K,1666.667,2,342,21,6,G22
184,64,Mg,40.0,Mg,333.333,0,343,21,7,H22
184,64,B2AR,5.0,DNA,166.667,1,343,21,7,H22
184,64,water,1.0,water,1.0,7,343,21,7,H22
184,64,no_lipo,0.0,Liposome,0.0,0,343,21,7,H22
184,64,wce,1.0,wce,1.0,25,343,21,7,H22
184,64,mCherry,1.0,mCherry,33.333,1,343,21,7,H22
184,64,K,0.0,K,1666.667,0,343,21,7,H22
184,64,no_lipo,0.0,Liposome,0.0,0,343,21,7,H22
184,64,Mg,40.0,Mg,666.667,2,343,21,7,H22
239,119,wce,1.0,wce,1.0,25,344,21,8,I22
239,119,water,1.0,water,1.0,0,344,21,8,I22
239,119,mCherry,1.0,mCherry,33.333,1,344,21,8,I22
239,119,B2AR,5.0,DNA,166.667,1,344,21,8,I22
239,119,Mg,40.0,Mg,666.667,2,344,21,8,I22
239,119,Mg,40.0,Mg,333.333,0,344,21,8,I22
239,119,High,3.032,Liposome,25.267,4,344,21,8,I22
239,119,K,150.0,K,1666.667,3,344,21,8,I22
138,18,no_lipo,0.0,Liposome,0.0,0,345,21,9,J22
138,18,bR,5.0,DNA,166.667,1,345,21,9,J22
138,18,K,50.0,K,1666.667,1,345,21,9,J22
138,18,water,1.0,water,1.0,6,345,21,9,J22
138,18,mCherry,1.0,mCherry,33.333,1,345,21,9,J22
138,18,Mg,30.0,Mg,666.667,1,345,21,9,J22
138,18,Mg,30.0,Mg,333.333,1,345,21,9,J22
138,18,no_lipo,0.0,Liposome,0.0,0,345,21,9,J22
138,18,wce,1.0,wce,1.0,25,345,21,9,J22
82,82,B2AR,5.0,DNA,166.667,1,346,21,10,K22
82,82,Mg,20.0,Mg,333.333,0,346,21,10,K22
82,82,Mg,20.0,Mg,666.667,1,346,21,10,K22
82,82,mCherry,1.0,mCherry,33.333,1,346,21,10,K22
82,82,water,1.0,water,1.0,5,346,21,10,K22
82,82,High,1.516,Liposome,25.267,2,346,21,10,K22
82,82,K,50.0,K,1666.667,1,346,21,10,K22
82,82,wce,1.0,wce,1.0,25,346,21,10,K22
123,3,wce,1.0,wce,1.0,25,347,21,11,L22
123,3,Mg,30.0,Mg,333.333,1,347,21,11,L22
123,3,no_lipo,0.0,Liposome,0.0,0,347,21,11,L22
123,3,mCherry,1.0,mCherry,33.333,1,347,21,11,L22
123,3,no_lipo,0.0,Liposome,0.0,0,347,21,11,L22
123,3,K,0.0,K,1666.667,0,347,21,11,L22
123,3,Mg,30.0,Mg,666.667,1,347,21,11,L22
123,3,bR,5.0,DNA,166.667,1,347,21,11,L22
123,3,water,1.0,water,1.0,7,347,21,11,L22
288,48,water,1.0,water,1.0,4,348,21,12,M22
288,48,Mg,30.0,Mg,333.333,1,348,21,12,M22
288,48,mCherry,1.0,mCherry,33.333,1,348,21,12,M22
288,48,K,150.0,K,1666.667,3,348,21,12,M22
288,48,bR,5.0,DNA,166.667,1,348,21,12,M22
288,48,Mg,30.0,Mg,666.667,1,348,21,12,M22
288,48,wce,1.0,wce,1.0,25,348,21,12,M22
288,48,no_lipo,0.0,Liposome,0.0,0,348,21,12,M22
288,48,no_lipo,0.0,Liposome,0.0,0,348,21,12,M22
53,53,Mg,30.0,Mg,666.667,1,349,21,13,N22
53,53,mCherry,1.0,mCherry,33.333,1,349,21,13,N22
53,53,Mg,30.0,Mg,333.333,1,349,21,13,N22
53,53,water,1.0,water,1.0,2,349,21,13,N22
53,53,wce,1.0,wce,1.0,25,349,21,13,N22
53,53,High,1.516,Liposome,25.267,2,349,21,13,N22
53,53,K,150.0,K,1666.667,3,349,21,13,N22
53,53,bR,5.0,DNA,166.667,1,349,21,13,N22
322,82,Mg,20.0,Mg,666.667,1,350,21,14,O22
322,82,B2AR,5.0,DNA,166.667,1,350,21,14,O22
322,82,K,50.0,K,1666.667,1,350,21,14,O22
322,82,water,1.0,water,1.0,5,350,21,14,O22
322,82,wce,1.0,wce,1.0,25,350,21,14,O22
322,82,High,1.516,Liposome,25.267,2,350,21,14,O22
322,82,mCherry,1.0,mCherry,33.333,1,350,21,14,O22
322,82,Mg,20.0,Mg,333.333,0,350,21,14,O22
74,74,wce,1.0,wce,1.0,25,351,21,15,P22
74,74,water,1.0,water,1.0,3,351,21,15,P22
74,74,mCherry,1.0,mCherry,33.333,1,351,21,15,P22
74,74,Mg,40.0,Mg,666.667,2,351,21,15,P22
74,74,Mg,40.0,Mg,333.333,0,351,21,15,P22
74,74,High,3.032,Liposome,25.267,4,351,21,15,P22
74,74,K,0.0,K,1666.667,0,351,21,15,P22
74,74,B2AR,5.0,DNA,166.667,1,351,21,15,P22
185,65,Mg,0.0,Mg,333.333,0,352,22,0,A23
185,65,wce,1.0,wce,1.0,25,352,22,0,A23
185,65,water,1.0,water,1.0,7,352,22,0,A23
185,65,B2AR,5.0,DNA,166.667,1,352,22,0,A23
185,65,K,0.0,K,1666.667,0,352,22,0,A23
185,65,High,1.516,Liposome,25.267,2,352,22,0,A23
185,65,mCherry,1.0,mCherry,33.333,1,352,22,0,A23
185,65,Mg,0.0,Mg,666.667,0,352,22,0,A23
103,103,Mg,30.0,Mg,333.333,1,353,22,1,B23
