well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
D21,768,1,96,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,FFAR4,3,20,3,3
J4,769,1,97,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,FFAR4,3,3,9,3
F14,770,1,98,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,FFAR4,3,13,5,3
E8,771,1,100,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,FFAR4,3,7,4,3
L11,772,1,101,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,FFAR4,3,10,11,3
G21,773,1,102,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,FFAR4,3,20,6,3
E12,774,1,104,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,FFAR4,3,11,4,3
O8,775,1,106,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--0%Chol,FFAR4,3,7,14,3
L19,776,1,107,5.0,85.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,FFAR4,3,18,11,3
A12,777,1,108,5.0,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,FFAR4,3,11,0,3
J13,778,1,110,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,FFAR4,3,12,9,3
E22,779,1,111,5.0,185.0,8.0,0.625,4.0,DOPC--0%PE--0%Chol,FFAR4,3,21,4,3
B19,780,1,114,2.5,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,FFAR4,3,18,1,3
D17,781,1,118,2.5,185.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,FFAR4,3,16,3,3
F15,782,1,120,5.0,85.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,FFAR4,3,14,5,3
E21,783,1,124,5.0,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,FFAR4,3,20,4,3
L4,784,1,96,2.5,185.0,14.0,0.0,0.1,DMPC--15%PE--0%Chol,FFAR4,3,3,11,3
F20,785,1,97,2.5,85.0,8.0,0.0,0.1,DOPC--0%PE--0%Chol,FFAR4,3,19,5,3
K7,786,1,98,2.5,85.0,8.0,0.625,0.1,DMPC--0%PE--0%Chol,FFAR4,3,6,10,3
E1,787,1,100,2.5,85.0,8.0,0.0,4.0,DMPC--15%PE--0%Chol,FFAR4,3,0,4,3
I5,788,1,101,2.5,185.0,14.0,0.0,4.0,DOPC--0%PE--0%Chol,FFAR4,3,4,8,3
N21,789,1,102,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--0%Chol,FFAR4,3,20,13,3
A24,790,1,104,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--0%Chol,FFAR4,3,23,0,3
K8,791,1,106,5.0,185.0,8.0,0.625,0.1,DMPC--15%PE--0%Chol,FFAR4,3,7,10,3
D1,792,1,107,5.0,85.0,14.0,0.625,0.1,DOPC--0%PE--0%Chol,FFAR4,3,0,3,3
G18,793,1,108,5.0,185.0,8.0,0.0,4.0,DMPC--0%PE--0%Chol,FFAR4,3,17,6,3
P16,794,1,110,5.0,85.0,14.0,0.625,4.0,DMPC--15%PE--0%Chol,FFAR4,3,15,15,3
