well_name,unique_id,DNA_name,rxn_id,DNA_conc,K,Mg,PEG,SecYE,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
O1,428,B2AR,151,2.5,185,8,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,2,0,14
H15,429,B2AR,152,2.5,185,8,0,0.625,4.0,3,DMPC--0%PE--0%Chol,1,2,14,7
N14,430,B2AR,153,2.5,185,8,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,13,13
G5,431,B2AR,154,2.5,235,14,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,4,6
H2,432,B2AR,0,5.0,85,11,0,0.625,4.0,3,DMPC--0%PE--0%Chol,1,2,1,7
O23,433,B2AR,1,5.0,85,11,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,22,14
E12,434,B2AR,2,5.0,85,14,0,0.0,0.0,3,DOPC--0%PE--0%Chol,1,2,11,4
C22,435,B2AR,3,5.0,85,14,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,21,2
K21,436,B2AR,4,5.0,185,11,0,0.625,8.0,3,DOPC--0%PE--0%Chol,1,2,20,10
M17,437,B2AR,5,5.0,185,11,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,16,12
H11,438,B2AR,6,5.0,185,14,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,10,7
G15,439,B2AR,7,5.0,235,8,0,0.0,0.0,3,DOPC--0%PE--0%Chol,1,2,14,6
F15,440,B2AR,8,5.0,235,11,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,14,5
P17,441,B2AR,9,5.0,235,14,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,16,15
C23,442,B2AR,10,5.0,235,20,0,0.0,0.0,3,DOPC--0%PE--0%Chol,1,2,22,2
L24,443,B2AR,150,2.5,85,8,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,23,11
P23,444,B2AR,151,2.5,185,8,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,2,22,15
D21,445,B2AR,152,2.5,185,8,0,0.625,4.0,3,DMPC--0%PE--0%Chol,1,2,20,3
N16,446,B2AR,153,2.5,185,8,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,15,13
G8,447,B2AR,154,2.5,235,14,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,7,6
O4,448,B2AR,0,5.0,85,11,0,0.625,4.0,3,no_lipo,1,2,3,14
C7,449,B2AR,1,5.0,85,11,0,1.25,8.0,3,no_lipo,1,2,6,2
C4,450,B2AR,2,5.0,85,14,0,0.0,0.0,3,no_lipo,1,2,3,2
O2,451,B2AR,3,5.0,85,14,0,1.25,0.0,3,no_lipo,1,2,1,14
C9,452,B2AR,4,5.0,185,11,0,0.625,8.0,3,no_lipo,1,2,8,2
P18,453,B2AR,5,5.0,185,11,0,1.25,4.0,3,no_lipo,1,2,17,15
K13,454,B2AR,6,5.0,185,14,0,0.625,0.0,3,no_lipo,1,2,12,10
D10,455,B2AR,7,5.0,235,8,0,0.0,0.0,3,no_lipo,1,2,9,3
M6,456,B2AR,8,5.0,235,11,0,0.625,0.0,3,no_lipo,1,2,5,12
H6,457,B2AR,9,5.0,235,14,0,1.25,4.0,3,no_lipo,1,2,5,7
J15,458,B2AR,10,5.0,235,20,0,0.0,0.0,3,no_lipo,1,2,14,9
D6,459,B2AR,150,2.5,85,8,0,1.25,4.0,3,no_lipo,1,2,5,3
M5,460,B2AR,151,2.5,185,8,0,0.0,4.0,3,no_lipo,1,2,4,12
A19,461,B2AR,152,2.5,185,8,0,0.625,4.0,3,no_lipo,1,2,18,0
B6,462,B2AR,153,2.5,185,8,0,1.25,4.0,3,no_lipo,1,2,5,1
J8,463,B2AR,154,2.5,235,14,0,1.25,4.0,3,no_lipo,1,2,7,9
B3,464,B2AR,0,5.0,85,11,0,0.625,4.0,3,no_lipo,1,2,2,1
I18,465,B2AR,1,5.0,85,11,0,1.25,8.0,3,no_lipo,1,2,17,8
I19,466,B2AR,2,5.0,85,14,0,0.0,0.0,3,no_lipo,1,2,18,8
E5,467,B2AR,3,5.0,85,14,0,1.25,0.0,3,no_lipo,1,2,4,4
N20,468,B2AR,4,5.0,185,11,0,0.625,8.0,3,no_lipo,1,2,19,13
H17,469,B2AR,5,5.0,185,11,0,1.25,4.0,3,no_lipo,1,2,16,7
K16,470,B2AR,6,5.0,185,14,0,0.625,0.0,3,no_lipo,1,2,15,10
L10,471,B2AR,7,5.0,235,8,0,0.0,0.0,3,no_lipo,1,2,9,11
B21,472,B2AR,8,5.0,235,11,0,0.625,0.0,3,no_lipo,1,2,20,1
C20,473,B2AR,9,5.0,235,14,0,1.25,4.0,3,no_lipo,1,2,19,2
K17,474,B2AR,10,5.0,235,20,0,0.0,0.0,3,no_lipo,1,2,16,10
D3,475,B2AR,150,2.5,85,8,0,1.25,4.0,3,no_lipo,1,2,2,3
O20,476,B2AR,151,2.5,185,8,0,0.0,4.0,3,no_lipo,1,2,19,14
F17,477,B2AR,152,2.5,185,8,0,0.625,4.0,3,no_lipo,1,2,16,5
G23,478,B2AR,153,2.5,185,8,0,1.25,4.0,3,no_lipo,1,2,22,6
M14,479,B2AR,154,2.5,235,14,0,1.25,4.0,3,no_lipo,1,2,13,12
C11,480,B2AR,0,5.0,85,11,0,0.625,4.0,3,no_lipo,1,2,10,2
P2,481,B2AR,1,5.0,85,11,0,1.25,8.0,3,no_lipo,1,2,1,15
A10,482,B2AR,2,5.0,85,14,0,0.0,0.0,3,no_lipo,1,2,9,0
O21,483,B2AR,3,5.0,85,14,0,1.25,0.0,3,no_lipo,1,2,20,14
D17,484,B2AR,4,5.0,185,11,0,0.625,8.0,3,no_lipo,1,2,16,3
D13,485,B2AR,5,5.0,185,11,0,1.25,4.0,3,no_lipo,1,2,12,3
M13,486,B2AR,6,5.0,185,14,0,0.625,0.0,3,no_lipo,1,2,12,12
I9,487,B2AR,7,5.0,235,8,0,0.0,0.0,3,no_lipo,1,2,8,8
I21,488,B2AR,8,5.0,235,11,0,0.625,0.0,3,no_lipo,1,2,20,8
I10,489,B2AR,9,5.0,235,14,0,1.25,4.0,3,no_lipo,1,2,9,8
E18,490,B2AR,10,5.0,235,20,0,0.0,0.0,3,no_lipo,1,2,17,4
L7,491,B2AR,150,2.5,85,8,0,1.25,4.0,3,no_lipo,1,2,6,11
E20,492,B2AR,151,2.5,185,8,0,0.0,4.0,3,no_lipo,1,2,19,4
I12,493,B2AR,152,2.5,185,8,0,0.625,4.0,3,no_lipo,1,2,11,8
B12,494,B2AR,153,2.5,185,8,0,1.25,4.0,3,no_lipo,1,2,11,1
K10,495,B2AR,154,2.5,235,14,0,1.25,4.0,3,no_lipo,1,2,9,10
J13,496,B2AR,0,5.0,85,11,0,0.625,4.0,3,no_lipo,1,2,12,9
B22,497,B2AR,1,5.0,85,11,0,1.25,8.0,3,no_lipo,1,2,21,1
B17,498,B2AR,2,5.0,85,14,0,0.0,0.0,3,no_lipo,1,2,16,1
H10,499,B2AR,3,5.0,85,14,0,1.25,0.0,3,no_lipo,1,2,9,7
O17,500,B2AR,4,5.0,185,11,0,0.625,8.0,3,no_lipo,1,2,16,14
O5,501,B2AR,5,5.0,185,11,0,1.25,4.0,3,no_lipo,1,2,4,14
M2,502,B2AR,6,5.0,185,14,0,0.625,0.0,3,no_lipo,1,2,1,12
D8,503,B2AR,7,5.0,235,8,0,0.0,0.0,3,no_lipo,1,2,7,3
P13,504,B2AR,8,5.0,235,11,0,0.625,0.0,3,no_lipo,1,2,12,15
N19,505,B2AR,9,5.0,235,14,0,1.25,4.0,3,no_lipo,1,2,18,13
O9,506,B2AR,10,5.0,235,20,0,0.0,0.0,3,no_lipo,1,2,8,14
P24,507,B2AR,150,2.5,85,8,0,1.25,4.0,3,no_lipo,1,2,23,15
P21,508,B2AR,151,2.5,185,8,0,0.0,4.0,3,no_lipo,1,2,20,15
C2,509,B2AR,152,2.5,185,8,0,0.625,4.0,3,no_lipo,1,2,1,2
D18,510,B2AR,153,2.5,185,8,0,1.25,4.0,3,no_lipo,1,2,17,3
B9,511,B2AR,154,2.5,235,14,0,1.25,4.0,3,no_lipo,1,2,8,1
N3,512,CaM,76,5.0,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,2,13
L12,513,CaM,77,5.0,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,11,11
D19,514,CaM,78,5.0,235,17,0,0.0,0.0,3,DMPC--0%PE--0%Chol,1,2,18,3
P22,515,CaM,79,5.0,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,21,15
A7,516,CaM,80,5.0,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,6,0
F10,517,CaM,81,5.0,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,9,5
B4,518,CaM,82,5.0,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,3,1
M8,519,CaM,192,2.5,85,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,7,12
B23,520,CaM,193,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,22,1
A11,521,CaM,194,2.5,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,10,0
J2,522,CaM,195,2.5,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,1,9
M9,523,CaM,196,2.5,235,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,2,8,12
A12,524,CaM,197,2.5,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,11,0
I24,525,CaM,198,2.5,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,23,8
E24,526,CaM,199,2.5,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,23,4
G1,527,CaM,200,2.5,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,0,6
A3,528,CaM,76,5.0,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,2,0
P10,529,CaM,77,5.0,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,9,15
E6,530,CaM,78,5.0,235,17,0,0.0,0.0,3,DMPC--0%PE--0%Chol,1,2,5,4
I15,531,CaM,79,5.0,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,14,8
D1,532,CaM,80,5.0,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,0,3
F14,533,CaM,81,5.0,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,13,5
P11,534,CaM,82,5.0,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,10,15
J1,535,CaM,192,2.5,85,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,0,9
E9,536,CaM,193,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,8,4
G20,537,CaM,194,2.5,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,19,6
K1,538,CaM,195,2.5,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,0,10
M24,539,CaM,196,2.5,235,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,2,23,12
E2,540,CaM,197,2.5,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,1,4
B5,541,CaM,198,2.5,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,4,1
G4,542,CaM,199,2.5,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,3,6
E3,543,CaM,200,2.5,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,2,4
N23,544,CaM,76,5.0,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,22,13
E14,545,CaM,77,5.0,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,13,4
F5,546,CaM,78,5.0,235,17,0,0.0,0.0,3,DMPC--0%PE--0%Chol,1,2,4,5
O10,547,CaM,79,5.0,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,9,14
F22,548,CaM,80,5.0,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,21,5
K5,549,CaM,81,5.0,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,4,10
G18,550,CaM,82,5.0,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,17,6
A13,551,CaM,192,2.5,85,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,12,0
A18,552,CaM,193,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,17,0
N2,553,CaM,194,2.5,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,1,13
D5,554,CaM,195,2.5,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,4,3
F3,555,CaM,196,2.5,235,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,2,2,5
C15,556,CaM,197,2.5,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,14,2
B19,557,CaM,198,2.5,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,18,1
K19,558,CaM,199,2.5,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,18,10
N17,559,CaM,200,2.5,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,16,13
A8,560,CaM,76,5.0,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,7,0
C21,561,CaM,77,5.0,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,20,2
O22,562,CaM,78,5.0,235,17,0,0.0,0.0,3,DMPC--0%PE--0%Chol,1,2,21,14
F16,563,CaM,79,5.0,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,15,5
D24,564,CaM,80,5.0,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,23,3
B7,565,CaM,81,5.0,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,6,1
C5,566,CaM,82,5.0,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,4,2
P19,567,CaM,192,2.5,85,17,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,18,15
A9,568,CaM,193,2.5,85,17,0,1.25,4.0,3,DOPC--0%PE--0%Chol,1,2,8,0
A16,569,CaM,194,2.5,135,17,0,0.625,0.0,3,DMPC--0%PE--0%Chol,1,2,15,0
P20,570,CaM,195,2.5,135,17,0,0.625,0.0,3,DOPC--0%PE--0%Chol,1,2,19,15
G12,571,CaM,196,2.5,235,17,0,0.0,1.0,3,DMPC--0%PE--0%Chol,1,2,11,6
B15,572,CaM,197,2.5,235,17,0,1.25,0.0,3,DMPC--0%PE--0%Chol,1,2,14,1
L17,573,CaM,198,2.5,235,17,0,1.25,0.0,3,DOPC--0%PE--0%Chol,1,2,16,11
D4,574,CaM,199,2.5,235,17,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,3,3
M7,575,CaM,200,2.5,235,17,0,1.25,8.0,3,DOPC--0%PE--0%Chol,1,2,6,12
O24,576,CaM,76,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,23,14
E11,577,CaM,77,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,10,4
I2,578,CaM,78,5.0,235,17,0,0.0,0.0,3,no_lipo,1,2,1,8
M4,579,CaM,79,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,3,12
K6,580,CaM,80,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,5,10
F21,581,CaM,81,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,20,5
M21,582,CaM,82,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,20,12
N4,583,CaM,192,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,3,13
H12,584,CaM,193,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,11,7
K4,585,CaM,194,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,3,10
L19,586,CaM,195,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,18,11
E7,587,CaM,196,2.5,235,17,0,0.0,1.0,3,no_lipo,1,2,6,4
I4,588,CaM,197,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,3,8
C1,589,CaM,198,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,0,2
A1,590,CaM,199,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,0,0
L11,591,CaM,200,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,10,11
H20,592,CaM,76,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,19,7
K15,593,CaM,77,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,14,10
I20,594,CaM,78,5.0,235,17,0,0.0,0.0,3,no_lipo,1,2,19,8
O18,595,CaM,79,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,17,14
P12,596,CaM,80,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,11,15
K20,597,CaM,81,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,19,10
I6,598,CaM,82,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,5,8
N1,599,CaM,192,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,0,13
C8,600,CaM,193,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,7,2
P1,601,CaM,194,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,0,15
H14,602,CaM,195,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,13,7
O6,603,CaM,196,2.5,235,17,0,0.0,1.0,3,no_lipo,1,2,5,14
K14,604,CaM,197,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,13,10
N13,605,CaM,198,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,12,13
O8,606,CaM,199,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,7,14
G19,607,CaM,200,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,18,6
J22,608,CaM,76,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,21,9
O7,609,CaM,77,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,6,14
G16,610,CaM,78,5.0,235,17,0,0.0,0.0,3,no_lipo,1,2,15,6
M1,611,CaM,79,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,0,12
P7,612,CaM,80,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,6,15
G10,613,CaM,81,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,9,6
M10,614,CaM,82,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,9,12
M16,615,CaM,192,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,15,12
D16,616,CaM,193,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,15,3
O15,617,CaM,194,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,14,14
L2,618,CaM,195,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,1,11
C6,619,CaM,196,2.5,235,17,0,0.0,1.0,3,no_lipo,1,2,5,2
F7,620,CaM,197,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,6,5
L9,621,CaM,198,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,8,11
J20,622,CaM,199,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,19,9
G17,623,CaM,200,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,16,6
G2,624,CaM,76,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,1,6
D12,625,CaM,77,5.0,135,17,0,0.625,0.0,3,no_lipo,1,2,11,3
E19,626,CaM,78,5.0,235,17,0,0.0,0.0,3,no_lipo,1,2,18,4
E17,627,CaM,79,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,16,4
O14,628,CaM,80,5.0,235,17,0,1.25,0.0,3,no_lipo,1,2,13,14
I1,629,CaM,81,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,0,8
I17,630,CaM,82,5.0,235,17,0,1.25,8.0,3,no_lipo,1,2,16,8
K3,631,CaM,192,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,2,10
P14,632,CaM,193,2.5,85,17,0,1.25,4.0,3,no_lipo,1,2,13,15
J24,633,CaM,194,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,23,9
C10,634,CaM,195,2.5,135,17,0,0.625,0.0,3,no_lipo,1,2,9,2
C3,635,CaM,196,2.5,235,17,0,0.0,1.0,3,no_lipo,1,2,2,2
B1,636,CaM,197,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,0,1
O19,637,CaM,198,2.5,235,17,0,1.25,0.0,3,no_lipo,1,2,18,14
L14,638,CaM,199,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,13,11
P9,639,CaM,200,2.5,235,17,0,1.25,8.0,3,no_lipo,1,2,8,15
M20,640,InP,11,5.0,85,8,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,2,19,12
J6,641,InP,12,5.0,85,20,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,2,5,9
B11,642,InP,13,5.0,135,14,0,0.0,8.0,3,DMPC--0%PE--0%Chol,1,2,10,1
D22,643,InP,14,5.0,135,14,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,21,3
E13,644,InP,15,5.0,185,14,0,0.625,4.0,3,DMPC--0%PE--0%Chol,1,2,12,4
H24,645,InP,155,2.5,85,20,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,2,23,7
F24,646,InP,156,2.5,85,20,0,1.25,4.0,3,DMPC--0%PE--0%Chol,1,2,23,5
A17,647,InP,157,2.5,135,11,0,0.625,4.0,3,DMPC--0%PE--0%Chol,1,2,16,0
M22,648,InP,158,2.5,135,14,0,0.0,8.0,3,DMPC--0%PE--0%Chol,1,2,21,12
N5,649,InP,159,2.5,135,14,0,1.25,8.0,3,DMPC--0%PE--0%Chol,1,2,4,13
L5,650,InP,266,5.0,135,11,0,0.625,8.0,3,DMPC--0%PE--8%Chol,1,2,4,11
N6,651,InP,267,5.0,185,11,0,0.0,4.0,3,DMPC--0%PE--8%Chol,1,2,5,13
L4,652,InP,268,5.0,185,11,0,1.25,4.0,3,DMPC--0%PE--8%Chol,1,2,3,11
F2,653,InP,269,5.0,185,20,0,0.0,8.0,3,DMPC--0%PE--8%Chol,1,2,1,5
D9,654,InP,330,2.5,135,20,0,0.0,8.0,3,DMPC--0%PE--8%Chol,1,2,8,3
B24,655,InP,331,2.5,185,14,0,0.0,4.0,3,DMPC--0%PE--8%Chol,1,2,23,1
A21,656,InP,11,5.0,85,8,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,2,20,0
