well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
G19,342,AqpZ,6,14,0.0,85,0,no_lipo,5,3,1,1,18,6
H7,343,AqpZ,7,14,0.0,85,0,no_lipo,5,3,1,1,6,7
H1,344,AqpZ,8,14,0.0,85,1,no_lipo,5,3,1,1,0,7
P20,345,AqpZ,9,14,0.0,135,0,no_lipo,5,3,1,1,19,15
M18,346,AqpZ,10,20,0.0,85,0,no_lipo,5,3,1,1,17,12
D7,347,AqpZ,11,20,0.0,85,1,no_lipo,5,3,1,1,6,3
E11,348,AqpZ,0,8,0.0,85,0,no_lipo,5,3,1,1,10,4
O4,349,AqpZ,1,8,0.0,85,1,no_lipo,5,3,1,1,3,14
I17,350,AqpZ,2,8,0.0,135,0,no_lipo,5,3,1,1,16,8
P15,351,AqpZ,3,8,0.0,135,0,no_lipo,5,3,1,1,14,15
J7,352,AqpZ,4,8,0.0,135,1,no_lipo,5,3,1,1,6,9
H22,353,AqpZ,5,8,0.0,185,1,no_lipo,5,3,1,1,21,7
L7,354,AqpZ,6,14,0.0,85,0,no_lipo,5,3,1,1,6,11
P14,355,AqpZ,7,14,0.0,85,0,no_lipo,5,3,1,1,13,15
M5,356,AqpZ,8,14,0.0,85,1,no_lipo,5,3,1,1,4,12
O8,357,AqpZ,9,14,0.0,135,0,no_lipo,5,3,1,1,7,14
D18,358,AqpZ,10,20,0.0,85,0,no_lipo,5,3,1,1,17,3
J16,359,AqpZ,11,20,0.0,85,1,no_lipo,5,3,1,1,15,9
I21,360,AqpZ,0,8,0.0,85,0,no_lipo,5,3,1,1,20,8
M3,361,AqpZ,1,8,0.0,85,1,no_lipo,5,3,1,1,2,12
L4,362,AqpZ,2,8,0.0,135,0,no_lipo,5,3,1,1,3,11
I9,363,AqpZ,3,8,0.0,135,0,no_lipo,5,3,1,1,8,8
P7,364,AqpZ,4,8,0.0,135,1,no_lipo,5,3,1,1,6,15
D22,365,AqpZ,5,8,0.0,185,1,no_lipo,5,3,1,1,21,3
B4,366,AqpZ,6,14,0.0,85,0,no_lipo,5,3,1,1,3,1
I24,367,AqpZ,7,14,0.0,85,0,no_lipo,5,3,1,1,23,8
F1,368,AqpZ,8,14,0.0,85,1,no_lipo,5,3,1,1,0,5
O7,369,AqpZ,9,14,0.0,135,0,no_lipo,5,3,1,1,6,14
A13,370,AqpZ,10,20,0.0,85,0,no_lipo,5,3,1,1,12,0
M14,371,AqpZ,11,20,0.0,85,1,no_lipo,5,3,1,1,13,12
M20,372,AqpZ,0,8,0.0,85,0,no_lipo,5,3,1,1,19,12
F16,373,AqpZ,1,8,0.0,85,1,no_lipo,5,3,1,1,15,5
L24,374,AqpZ,2,8,0.0,135,0,no_lipo,5,3,1,1,23,11
E9,375,AqpZ,3,8,0.0,135,0,no_lipo,5,3,1,1,8,4
I3,376,AqpZ,4,8,0.0,135,1,no_lipo,5,3,1,1,2,8
L5,377,AqpZ,5,8,0.0,185,1,no_lipo,5,3,1,1,4,11
H6,378,AqpZ,6,14,0.0,85,0,no_lipo,5,3,1,1,5,7
P4,379,AqpZ,7,14,0.0,85,0,no_lipo,5,3,1,1,3,15
G21,380,AqpZ,8,14,0.0,85,1,no_lipo,5,3,1,1,20,6
B22,381,AqpZ,9,14,0.0,135,0,no_lipo,5,3,1,1,21,1
L1,382,AqpZ,10,20,0.0,85,0,no_lipo,5,3,1,1,0,11
P22,383,AqpZ,11,20,0.0,85,1,no_lipo,5,3,1,1,21,15
