well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
E2,1281,129,85,DMPC+30%PE,14,0.625,4,3,5,CaM,2,4,1
B3,1282,130,185,DMPC,8,0,0.1,3,5,CaM,2,1,2
B1,1283,131,185,DMPC,8,0.625,0.4,3,5,CaM,2,1,0
H4,1284,132,185,DMPC,8,1.25,1,3,5,CaM,2,7,3
P19,1286,134,185,DMPC,14,0.625,1,3,5,CaM,2,15,18
A24,1289,137,185,DMPC+15%PE,8,0.625,1,3,5,CaM,2,0,23
O15,1292,140,185,DMPC+15%PE,14,0.625,4,3,5,CaM,2,14,14
A10,1293,141,185,DMPC+30%PE,8,0,1,3,5,CaM,2,0,9
A13,1295,143,185,DMPC+30%PE,14,0,4,3,5,CaM,2,0,12
G5,1458,306,85,no_lipo,8,0.625,0.1,3,5,CaM,2,6,4
G10,1462,310,85,no_lipo,14,1.25,1,3,5,CaM,2,6,9
F19,1463,311,85,no_lipo,8,0,0.1,3,5,CaM,2,5,18
I21,1465,313,85,no_lipo,8,1.25,1,3,5,CaM,2,8,20
D8,1475,323,185,no_lipo,8,0.625,0.4,3,5,CaM,2,3,7
D13,1477,325,185,no_lipo,14,0,0.4,3,5,CaM,2,3,12
P17,1478,326,185,no_lipo,14,0.625,1,3,5,CaM,2,15,16
J17,1479,327,185,no_lipo,14,1.25,4,3,5,CaM,2,9,16
L21,1480,328,185,no_lipo,8,0,0.4,3,5,CaM,2,11,20
N8,1481,329,185,no_lipo,8,0.625,1,3,5,CaM,2,13,7
C20,1482,330,185,no_lipo,8,1.25,4,3,5,CaM,2,2,19
P7,1483,331,185,no_lipo,14,0,1,3,5,CaM,2,15,6
D12,1484,332,185,no_lipo,14,0.625,4,3,5,CaM,2,3,11
O5,1485,333,185,no_lipo,8,0,1,3,5,CaM,2,14,4
K17,1486,334,185,no_lipo,8,0.625,4,3,5,CaM,2,10,16
F15,1487,335,185,no_lipo,14,0,4,3,5,CaM,2,5,14
