well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
M9,384,1,97,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Vol,2,8,12,3
H23,385,1,98,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Vol,2,22,7,3
E4,386,1,99,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,Vol,2,3,4,3
B1,387,1,100,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Vol,2,0,1,3
P22,388,1,101,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,Vol,2,21,15,3
M24,389,1,103,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Vol,2,23,12,3
M22,390,1,105,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Vol,2,21,12,3
B6,391,1,106,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Vol,2,5,1,3
N13,392,1,107,5.0,185.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Vol,2,12,13,3
G14,393,1,108,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Vol,2,13,6,3
O5,394,1,109,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Vol,2,4,14,3
D23,395,1,111,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Vol,2,22,3,3
I11,396,1,112,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Vol,2,10,8,3
G20,397,1,118,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Vol,2,19,6,3
F2,398,1,120,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,Vol,2,1,5,3
I13,399,1,126,5.0,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,Vol,2,12,8,3
D9,400,1,97,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Vol,2,8,3,3
F6,401,1,98,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Vol,2,5,5,3
K8,402,1,99,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,Vol,2,7,10,3
K6,403,1,100,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Vol,2,5,10,3
H19,404,1,101,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,Vol,2,18,7,3
O13,405,1,103,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Vol,2,12,14,3
I15,406,1,105,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Vol,2,14,8,3
O15,407,1,106,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Vol,2,14,14,3
B12,408,1,107,5.0,185.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Vol,2,11,1,3
P17,409,1,108,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Vol,2,16,15,3
P8,410,1,109,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Vol,2,7,15,3
G1,411,1,111,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Vol,2,0,6,3
B20,412,1,112,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Vol,2,19,1,3
L22,413,1,118,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Vol,2,21,11,3
M6,414,1,120,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,Vol,2,5,12,3
H6,415,1,126,5.0,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,Vol,2,5,7,3
L16,416,1,97,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Vol,2,15,11,3
A1,417,1,98,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Vol,2,0,0,3
K23,418,1,99,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,Vol,2,22,10,3
J24,419,1,100,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Vol,2,23,9,3
F24,420,1,101,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,Vol,2,23,5,3
M1,421,1,103,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Vol,2,0,12,3
C16,422,1,105,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Vol,2,15,2,3
C21,423,1,106,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Vol,2,20,2,3
O1,424,1,107,5.0,185.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Vol,2,0,14,3
A10,425,1,108,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Vol,2,9,0,3
M16,426,1,109,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Vol,2,15,12,3
I18,427,1,111,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Vol,2,17,8,3
G24,428,1,112,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Vol,2,23,6,3
J14,429,1,118,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Vol,2,13,9,3
O18,430,1,120,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,Vol,2,17,14,3
H21,431,1,126,5.0,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,Vol,2,20,7,3
P23,432,1,97,2.5,85.0,8.0,0.0,0.1,DMPC--15%PE--0%Chol,Vol,2,22,15,3
L9,433,1,98,2.5,185.0,8.0,0.0,0.1,DMPC--0%PE--0%Chol,Vol,2,8,11,3
H13,434,1,99,2.5,185.0,14.0,0.0,4.0,DMPC--15%PE--8%Chol,Vol,2,12,7,3
K15,435,1,100,2.5,85.0,14.0,0.625,0.1,DMPC--0%PE--0%Chol,Vol,2,14,10,3
N14,436,1,101,2.5,85.0,8.0,0.625,4.0,DMPC--15%PE--8%Chol,Vol,2,13,13,3
F5,437,1,103,2.5,185.0,14.0,0.625,0.1,DMPC--15%PE--0%Chol,Vol,2,4,5,3
J20,438,1,105,5.0,85.0,14.0,0.0,4.0,DMPC--15%PE--0%Chol,Vol,2,19,9,3
N19,439,1,106,5.0,185.0,14.0,0.0,4.0,DMPC--0%PE--0%Chol,Vol,2,18,13,3
C4,440,1,107,5.0,185.0,8.0,0.0,0.1,DMPC--15%PE--8%Chol,Vol,2,3,2,3
O12,441,1,108,5.0,85.0,8.0,0.625,4.0,DMPC--0%PE--0%Chol,Vol,2,11,14,3
B13,442,1,109,5.0,85.0,14.0,0.625,0.1,DMPC--15%PE--8%Chol,Vol,2,12,1,3
C24,443,1,111,5.0,185.0,8.0,0.625,4.0,DMPC--15%PE--0%Chol,Vol,2,23,2,3
B21,444,1,112,2.5,85.0,8.0,0.0,4.0,DOPC--0%PE--0%Chol,Vol,2,20,1,3
M14,445,1,118,2.5,185.0,14.0,0.625,4.0,DOPC--0%PE--0%Chol,Vol,2,13,12,3
K3,446,1,120,5.0,85.0,14.0,0.0,0.1,DOPC--0%PE--0%Chol,Vol,2,2,10,3
F10,447,1,126,5.0,185.0,8.0,0.625,0.1,DOPC--0%PE--0%Chol,Vol,2,9,5,3
P16,448,1,97,2.5,85.0,8.0,0.0,0.1,no_lipo,Vol,2,15,15,3
M17,449,1,98,2.5,185.0,8.0,0.0,0.1,no_lipo,Vol,2,16,12,3
D24,450,1,99,2.5,185.0,14.0,0.0,4.0,no_lipo,Vol,2,23,3,3
E12,451,1,100,2.5,85.0,14.0,0.625,0.1,no_lipo,Vol,2,11,4,3
E18,452,1,101,2.5,85.0,8.0,0.625,4.0,no_lipo,Vol,2,17,4,3
P7,453,1,103,2.5,185.0,14.0,0.625,0.1,no_lipo,Vol,2,6,15,3
O23,454,1,105,5.0,85.0,14.0,0.0,4.0,no_lipo,Vol,2,22,14,3
E20,455,1,106,5.0,185.0,14.0,0.0,4.0,no_lipo,Vol,2,19,4,3
H5,456,1,107,5.0,185.0,8.0,0.0,0.1,no_lipo,Vol,2,4,7,3
G6,457,1,108,5.0,85.0,8.0,0.625,4.0,no_lipo,Vol,2,5,6,3
L3,458,1,109,5.0,85.0,14.0,0.625,0.1,no_lipo,Vol,2,2,11,3
P20,459,1,111,5.0,185.0,8.0,0.625,4.0,no_lipo,Vol,2,19,15,3
G23,460,1,112,2.5,85.0,8.0,0.0,4.0,no_lipo,Vol,2,22,6,3
J21,461,1,118,2.5,185.0,14.0,0.625,4.0,no_lipo,Vol,2,20,9,3
G19,462,1,120,5.0,85.0,14.0,0.0,0.1,no_lipo,Vol,2,18,6,3
H9,463,1,126,5.0,185.0,8.0,0.625,0.1,no_lipo,Vol,2,8,7,3
P18,464,1,97,2.5,85.0,8.0,0.0,0.1,no_lipo,Vol,2,17,15,3
A18,465,1,98,2.5,185.0,8.0,0.0,0.1,no_lipo,Vol,2,17,0,3
K17,466,1,99,2.5,185.0,14.0,0.0,4.0,no_lipo,Vol,2,16,10,3
J13,467,1,100,2.5,85.0,14.0,0.625,0.1,no_lipo,Vol,2,12,9,3
E19,468,1,101,2.5,85.0,8.0,0.625,4.0,no_lipo,Vol,2,18,4,3
P19,469,1,103,2.5,185.0,14.0,0.625,0.1,no_lipo,Vol,2,18,15,3
O14,470,1,105,5.0,85.0,14.0,0.0,4.0,no_lipo,Vol,2,13,14,3
D18,471,1,106,5.0,185.0,14.0,0.0,4.0,no_lipo,Vol,2,17,3,3
I10,472,1,107,5.0,185.0,8.0,0.0,0.1,no_lipo,Vol,2,9,8,3
J3,473,1,108,5.0,85.0,8.0,0.625,4.0,no_lipo,Vol,2,2,9,3
G11,474,1,109,5.0,85.0,14.0,0.625,0.1,no_lipo,Vol,2,10,6,3
A2,475,1,111,5.0,185.0,8.0,0.625,4.0,no_lipo,Vol,2,1,0,3
A22,476,1,112,2.5,85.0,8.0,0.0,4.0,no_lipo,Vol,2,21,0,3
