well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
J8,7.0,7,85.0,DMPC,8.0,2.0,0.0,3,FITM2,5,1,9,7
E6,10.0,10,85.0,DMPC,20.0,0.0,0.0,3,FITM2,5,1,4,5
A23,12.0,12,185.0,DOPC,8.0,0.0,1.25,3,FITM2,5,1,0,22
E17,13.0,13,185.0,DOPC,8.0,2.0,0.0,3,FITM2,5,1,4,16
J14,18.0,18,185.0,DMPC,8.0,1.0,0.0,3,FITM2,5,1,9,13
C1,23.0,23,185.0,DMPC,20.0,2.0,0.0,3,FITM2,5,1,2,0
H3,29.0,29,85.0,no_lipo,20.0,2.0,1.25,3,FITM2,5,1,7,2
L15,31.0,31,85.0,no_lipo,8.0,2.0,0.0,3,FITM2,5,1,11,14
N24,35.0,35,85.0,no_lipo,20.0,1.0,1.25,3,FITM2,5,1,13,23
P13,37.0,37,185.0,no_lipo,8.0,2.0,0.0,3,FITM2,5,1,15,12
A5,38.0,38,185.0,no_lipo,14.0,1.0,0.0,3,FITM2,5,1,0,4
I11,39.0,39,185.0,no_lipo,14.0,2.0,1.25,3,FITM2,5,1,8,10
H20,40.0,40,185.0,no_lipo,20.0,0.0,0.0,3,FITM2,5,1,7,19
D1,42.0,42,185.0,no_lipo,8.0,1.0,0.0,3,FITM2,5,1,3,0
E24,47.0,47,185.0,no_lipo,20.0,2.0,0.0,3,FITM2,5,1,4,23
L3,48.0,48,85.0,DOPC,8.0,0.0,0.0,3,PPTI,5,1,11,2
M7,49.0,49,85.0,DOPC,8.0,1.0,1.25,3,PPTI,5,1,12,6
K12,50.0,50,85.0,DOPC,14.0,0.0,1.25,3,PPTI,5,1,10,11
O15,59.0,59,85.0,DMPC,20.0,1.0,1.25,3,PPTI,5,1,14,14
B5,65.0,65,185.0,DOPC,20.0,1.0,1.25,3,PPTI,5,1,1,4
H18,66.0,66,185.0,DMPC,8.0,1.0,0.0,3,PPTI,5,1,7,17
O21,71.0,71,185.0,DMPC,20.0,2.0,0.0,3,PPTI,5,1,14,20
D22,72.0,72,85.0,no_lipo,8.0,0.0,0.0,3,PPTI,5,1,3,21
P1,73.0,73,85.0,no_lipo,8.0,1.0,1.25,3,PPTI,5,1,15,0
C6,76.0,76,85.0,no_lipo,20.0,1.0,0.0,3,PPTI,5,1,2,5
