well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
B5,860,CML1,68,20,0.0,135,0,no_lipo,5,3,1,3,4,1
O14,861,CML1,69,20,0.0,135,1,no_lipo,5,3,1,3,13,14
H2,862,CML1,70,20,0.0,185,0,no_lipo,5,3,1,3,1,7
P23,863,CML1,71,20,0.0,185,1,no_lipo,5,3,1,3,22,15
C8,864,OR1D2,144,8,0.0,85,0,DOPC,5,3,1,3,7,2
G11,865,OR1D2,145,8,0.0,185,1,DOPC,5,3,1,3,10,6
O12,866,OR1D2,146,8,0.0,185,2,DMPC,5,3,1,3,11,14
P18,867,OR1D2,147,14,0.0,85,0,DOPC,5,3,1,3,17,15
G2,868,OR1D2,148,14,0.0,135,0,DOPC,5,3,1,3,1,6
O24,869,OR1D2,149,14,0.0,185,1,DMPC,5,3,1,3,23,14
P19,870,OR1D2,150,14,0.0,185,1,DOPC,5,3,1,3,18,15
P2,871,OR1D2,151,14,0.0,185,2,DMPC,5,3,1,3,1,15
J24,872,OR1D2,152,14,0.0,185,2,DOPC,5,3,1,3,23,9
A14,873,OR1D2,153,20,0.0,85,0,DOPC,5,3,1,3,13,0
N6,874,OR1D2,154,20,0.0,135,0,DOPC,5,3,1,3,5,13
E24,875,OR1D2,155,20,1.25,85,2,DOPC,5,3,1,3,23,4
K14,876,OR1D2,144,8,0.0,85,0,DOPC,5,3,1,3,13,10
N15,877,OR1D2,145,8,0.0,185,1,DOPC,5,3,1,3,14,13
H24,878,OR1D2,146,8,0.0,185,2,DMPC,5,3,1,3,23,7
M17,879,OR1D2,147,14,0.0,85,0,DOPC,5,3,1,3,16,12
D9,880,OR1D2,148,14,0.0,135,0,DOPC,5,3,1,3,8,3
F7,881,OR1D2,149,14,0.0,185,1,DMPC,5,3,1,3,6,5
M11,882,OR1D2,150,14,0.0,185,1,DOPC,5,3,1,3,10,12
C14,883,OR1D2,151,14,0.0,185,2,DMPC,5,3,1,3,13,2
H5,884,OR1D2,152,14,0.0,185,2,DOPC,5,3,1,3,4,7
F2,885,OR1D2,153,20,0.0,85,0,DOPC,5,3,1,3,1,5
L24,886,OR1D2,154,20,0.0,135,0,DOPC,5,3,1,3,23,11
K3,887,OR1D2,155,20,1.25,85,2,DOPC,5,3,1,3,2,10
M24,888,OR1D2,144,8,0.0,85,0,DOPC,5,3,1,3,23,12
J1,889,OR1D2,145,8,0.0,185,1,DOPC,5,3,1,3,0,9
C18,890,OR1D2,146,8,0.0,185,2,DMPC,5,3,1,3,17,2
K13,891,OR1D2,147,14,0.0,85,0,DOPC,5,3,1,3,12,10
H11,892,OR1D2,148,14,0.0,135,0,DOPC,5,3,1,3,10,7
P12,893,OR1D2,149,14,0.0,185,1,DMPC,5,3,1,3,11,15
N16,894,OR1D2,150,14,0.0,185,1,DOPC,5,3,1,3,15,13
P24,895,OR1D2,151,14,0.0,185,2,DMPC,5,3,1,3,23,15
L9,896,OR1D2,152,14,0.0,185,2,DOPC,5,3,1,3,8,11
L16,897,OR1D2,153,20,0.0,85,0,DOPC,5,3,1,3,15,11
N14,898,OR1D2,154,20,0.0,135,0,DOPC,5,3,1,3,13,13
F10,899,OR1D2,155,20,1.25,85,2,DOPC,5,3,1,3,9,5
C21,900,OR1D2,144,8,0.0,85,0,DOPC,5,3,1,3,20,2
C15,901,OR1D2,145,8,0.0,185,1,DOPC,5,3,1,3,14,2
N22,902,OR1D2,146,8,0.0,185,2,DMPC,5,3,1,3,21,13
D12,903,OR1D2,147,14,0.0,85,0,DOPC,5,3,1,3,11,3
N7,904,OR1D2,148,14,0.0,135,0,DOPC,5,3,1,3,6,13
M15,905,OR1D2,149,14,0.0,185,1,DMPC,5,3,1,3,14,12
G23,906,OR1D2,150,14,0.0,185,1,DOPC,5,3,1,3,22,6
K21,907,OR1D2,151,14,0.0,185,2,DMPC,5,3,1,3,20,10
B21,908,OR1D2,152,14,0.0,185,2,DOPC,5,3,1,3,20,1
D2,909,OR1D2,153,20,0.0,85,0,DOPC,5,3,1,3,1,3
I10,910,OR1D2,154,20,0.0,135,0,DOPC,5,3,1,3,9,8
N19,911,OR1D2,155,20,1.25,85,2,DOPC,5,3,1,3,18,13
O19,912,OR1D2,144,8,0.0,85,0,no_lipo,5,3,1,3,18,14
O15,913,OR1D2,145,8,0.0,185,1,no_lipo,5,3,1,3,14,14
O23,914,OR1D2,146,8,0.0,185,2,no_lipo,5,3,1,3,22,14
M7,915,OR1D2,147,14,0.0,85,0,no_lipo,5,3,1,3,6,12
A13,916,OR1D2,148,14,0.0,135,0,no_lipo,5,3,1,3,12,0
C12,917,OR1D2,149,14,0.0,185,1,no_lipo,5,3,1,3,11,2
K10,918,OR1D2,150,14,0.0,185,1,no_lipo,5,3,1,3,9,10
F19,919,OR1D2,151,14,0.0,185,2,no_lipo,5,3,1,3,18,5
C4,920,OR1D2,152,14,0.0,185,2,no_lipo,5,3,1,3,3,2
M5,921,OR1D2,153,20,0.0,85,0,no_lipo,5,3,1,3,4,12
F9,922,OR1D2,154,20,0.0,135,0,no_lipo,5,3,1,3,8,5
K22,923,OR1D2,155,20,1.25,85,2,no_lipo,5,3,1,3,21,10
G17,924,OR1D2,144,8,0.0,85,0,no_lipo,5,3,1,3,16,6
M23,925,OR1D2,145,8,0.0,185,1,no_lipo,5,3,1,3,22,12
C23,926,OR1D2,146,8,0.0,185,2,no_lipo,5,3,1,3,22,2
E17,927,OR1D2,147,14,0.0,85,0,no_lipo,5,3,1,3,16,4
J7,928,OR1D2,148,14,0.0,135,0,no_lipo,5,3,1,3,6,9
J2,929,OR1D2,149,14,0.0,185,1,no_lipo,5,3,1,3,1,9
A5,930,OR1D2,150,14,0.0,185,1,no_lipo,5,3,1,3,4,0
J18,931,OR1D2,151,14,0.0,185,2,no_lipo,5,3,1,3,17,9
F24,932,OR1D2,152,14,0.0,185,2,no_lipo,5,3,1,3,23,5
K5,933,OR1D2,153,20,0.0,85,0,no_lipo,5,3,1,3,4,10
A8,934,OR1D2,154,20,0.0,135,0,no_lipo,5,3,1,3,7,0
B8,935,OR1D2,155,20,1.25,85,2,no_lipo,5,3,1,3,7,1
G12,936,OR1D2,144,8,0.0,85,0,no_lipo,5,3,1,3,11,6
H13,937,OR1D2,145,8,0.0,185,1,no_lipo,5,3,1,3,12,7
G24,938,OR1D2,146,8,0.0,185,2,no_lipo,5,3,1,3,23,6
D23,939,OR1D2,147,14,0.0,85,0,no_lipo,5,3,1,3,22,3
F6,940,OR1D2,148,14,0.0,135,0,no_lipo,5,3,1,3,5,5
J9,941,OR1D2,149,14,0.0,185,1,no_lipo,5,3,1,3,8,9
C7,942,OR1D2,150,14,0.0,185,1,no_lipo,5,3,1,3,6,2
P13,943,OR1D2,151,14,0.0,185,2,no_lipo,5,3,1,3,12,15
H8,944,OR1D2,152,14,0.0,185,2,no_lipo,5,3,1,3,7,7
C19,945,OR1D2,153,20,0.0,85,0,no_lipo,5,3,1,3,18,2
B12,946,OR1D2,154,20,0.0,135,0,no_lipo,5,3,1,3,11,1
L10,947,OR1D2,155,20,1.25,85,2,no_lipo,5,3,1,3,9,11
M8,948,OR1D2,144,8,0.0,85,0,no_lipo,5,3,1,3,7,12
B15,949,OR1D2,145,8,0.0,185,1,no_lipo,5,3,1,3,14,1
C11,950,OR1D2,146,8,0.0,185,2,no_lipo,5,3,1,3,10,2
F22,951,OR1D2,147,14,0.0,85,0,no_lipo,5,3,1,3,21,5
C1,952,OR1D2,148,14,0.0,135,0,no_lipo,5,3,1,3,0,2
D7,953,OR1D2,149,14,0.0,185,1,no_lipo,5,3,1,3,6,3
F16,954,OR1D2,150,14,0.0,185,1,no_lipo,5,3,1,3,15,5
L13,955,OR1D2,151,14,0.0,185,2,no_lipo,5,3,1,3,12,11
G19,956,OR1D2,152,14,0.0,185,2,no_lipo,5,3,1,3,18,6
N9,957,OR1D2,153,20,0.0,85,0,no_lipo,5,3,1,3,8,13
I23,958,OR1D2,154,20,0.0,135,0,no_lipo,5,3,1,3,22,8
L6,959,OR1D2,155,20,1.25,85,2,no_lipo,5,3,1,3,5,11
J21,960,OR1A1,132,8,0.0,185,2,DMPC,5,3,1,3,20,9
C17,961,OR1A1,133,14,0.0,85,0,DMPC,5,3,1,3,16,2
E20,962,OR1A1,134,14,0.0,85,0,DOPC,5,3,1,3,19,4
E11,963,OR1A1,135,14,0.0,135,0,DMPC,5,3,1,3,10,4
L1,964,OR1A1,136,14,0.0,135,0,DOPC,5,3,1,3,0,11
B6,965,OR1A1,137,14,0.0,185,0,DOPC,5,3,1,3,5,1
G15,966,OR1A1,138,14,0.0,185,1,DMPC,5,3,1,3,14,6
F1,967,OR1A1,139,14,0.0,185,2,DMPC,5,3,1,3,0,5
A3,968,OR1A1,140,14,0.0,185,2,DOPC,5,3,1,3,2,0
C2,969,OR1A1,141,20,0.0,85,0,DOPC,5,3,1,3,1,2
L5,970,OR1A1,142,20,0.0,135,0,DOPC,5,3,1,3,4,11
E13,971,OR1A1,143,20,0.0,185,0,DOPC,5,3,1,3,12,4
J17,972,OR1A1,132,8,0.0,185,2,DMPC,5,3,1,3,16,9
D6,973,OR1A1,133,14,0.0,85,0,DMPC,5,3,1,3,5,3
G7,974,OR1A1,134,14,0.0,85,0,DOPC,5,3,1,3,6,6
L20,975,OR1A1,135,14,0.0,135,0,DMPC,5,3,1,3,19,11
C16,976,OR1A1,136,14,0.0,135,0,DOPC,5,3,1,3,15,2
P9,977,OR1A1,137,14,0.0,185,0,DOPC,5,3,1,3,8,15
D22,978,OR1A1,138,14,0.0,185,1,DMPC,5,3,1,3,21,3
H3,979,OR1A1,139,14,0.0,185,2,DMPC,5,3,1,3,2,7
M19,980,OR1A1,140,14,0.0,185,2,DOPC,5,3,1,3,18,12
H20,981,OR1A1,141,20,0.0,85,0,DOPC,5,3,1,3,19,7
E6,982,OR1A1,142,20,0.0,135,0,DOPC,5,3,1,3,5,4
K4,983,OR1A1,143,20,0.0,185,0,DOPC,5,3,1,3,3,10
K19,984,OR1A1,132,8,0.0,185,2,DMPC,5,3,1,3,18,10
O17,985,OR1A1,133,14,0.0,85,0,DMPC,5,3,1,3,16,14
H6,986,OR1A1,134,14,0.0,85,0,DOPC,5,3,1,3,5,7
I20,987,OR1A1,135,14,0.0,135,0,DMPC,5,3,1,3,19,8
P14,988,OR1A1,136,14,0.0,135,0,DOPC,5,3,1,3,13,15
J15,989,OR1A1,137,14,0.0,185,0,DOPC,5,3,1,3,14,9
J23,990,OR1A1,138,14,0.0,185,1,DMPC,5,3,1,3,22,9
I15,991,OR1A1,139,14,0.0,185,2,DMPC,5,3,1,3,14,8
G3,992,OR1A1,140,14,0.0,185,2,DOPC,5,3,1,3,2,6
A21,993,OR1A1,141,20,0.0,85,0,DOPC,5,3,1,3,20,0
I1,994,OR1A1,142,20,0.0,135,0,DOPC,5,3,1,3,0,8
N4,995,OR1A1,143,20,0.0,185,0,DOPC,5,3,1,3,3,13
D11,996,OR1A1,132,8,0.0,185,2,DMPC,5,3,1,3,10,3
F3,997,OR1A1,133,14,0.0,85,0,DMPC,5,3,1,3,2,5
G10,998,OR1A1,134,14,0.0,85,0,DOPC,5,3,1,3,9,6
O18,999,OR1A1,135,14,0.0,135,0,DMPC,5,3,1,3,17,14
I19,1000,OR1A1,136,14,0.0,135,0,DOPC,5,3,1,3,18,8
F13,1001,OR1A1,137,14,0.0,185,0,DOPC,5,3,1,3,12,5
C5,1002,OR1A1,138,14,0.0,185,1,DMPC,5,3,1,3,4,2
D16,1003,OR1A1,139,14,0.0,185,2,DMPC,5,3,1,3,15,3
M21,1004,OR1A1,140,14,0.0,185,2,DOPC,5,3,1,3,20,12
I4,1005,OR1A1,141,20,0.0,85,0,DOPC,5,3,1,3,3,8
L2,1006,OR1A1,142,20,0.0,135,0,DOPC,5,3,1,3,1,11
F11,1007,OR1A1,143,20,0.0,185,0,DOPC,5,3,1,3,10,5
O11,1008,OR1A1,132,8,0.0,185,2,no_lipo,5,3,1,3,10,14
K16,1009,OR1A1,133,14,0.0,85,0,no_lipo,5,3,1,3,15,10
K20,1010,OR1A1,134,14,0.0,85,0,no_lipo,5,3,1,3,19,10
B4,1011,OR1A1,135,14,0.0,135,0,no_lipo,5,3,1,3,3,1
D19,1012,OR1A1,136,14,0.0,135,0,no_lipo,5,3,1,3,18,3
H9,1013,OR1A1,137,14,0.0,185,0,no_lipo,5,3,1,3,8,7
E15,1014,OR1A1,138,14,0.0,185,1,no_lipo,5,3,1,3,14,4
O2,1015,OR1A1,139,14,0.0,185,2,no_lipo,5,3,1,3,1,14
P20,1016,OR1A1,140,14,0.0,185,2,no_lipo,5,3,1,3,19,15
G20,1017,OR1A1,141,20,0.0,85,0,no_lipo,5,3,1,3,19,6
I22,1018,OR1A1,142,20,0.0,135,0,no_lipo,5,3,1,3,21,8
E3,1019,OR1A1,143,20,0.0,185,0,no_lipo,5,3,1,3,2,4
I17,1020,OR1A1,132,8,0.0,185,2,no_lipo,5,3,1,3,16,8
J14,1021,OR1A1,133,14,0.0,85,0,no_lipo,5,3,1,3,13,9
A19,1022,OR1A1,134,14,0.0,85,0,no_lipo,5,3,1,3,18,0
J6,1023,OR1A1,135,14,0.0,135,0,no_lipo,5,3,1,3,5,9
C10,1024,OR1A1,136,14,0.0,135,0,no_lipo,5,3,1,3,9,2
D24,1025,OR1A1,137,14,0.0,185,0,no_lipo,5,3,1,3,23,3
P7,1026,OR1A1,138,14,0.0,185,1,no_lipo,5,3,1,3,6,15
I7,1027,OR1A1,139,14,0.0,185,2,no_lipo,5,3,1,3,6,8
A15,1028,OR1A1,140,14,0.0,185,2,no_lipo,5,3,1,3,14,0
O5,1029,OR1A1,141,20,0.0,85,0,no_lipo,5,3,1,3,4,14
O22,1030,OR1A1,142,20,0.0,135,0,no_lipo,5,3,1,3,21,14
I8,1031,OR1A1,143,20,0.0,185,0,no_lipo,5,3,1,3,7,8
N24,1032,OR1A1,132,8,0.0,185,2,no_lipo,5,3,1,3,23,13
H10,1033,OR1A1,133,14,0.0,85,0,no_lipo,5,3,1,3,9,7
A7,1034,OR1A1,134,14,0.0,85,0,no_lipo,5,3,1,3,6,0
G8,1035,OR1A1,135,14,0.0,135,0,no_lipo,5,3,1,3,7,6
E5,1036,OR1A1,136,14,0.0,135,0,no_lipo,5,3,1,3,4,4
N12,1037,OR1A1,137,14,0.0,185,0,no_lipo,5,3,1,3,11,13
O13,1038,OR1A1,138,14,0.0,185,1,no_lipo,5,3,1,3,12,14
N8,1039,OR1A1,139,14,0.0,185,2,no_lipo,5,3,1,3,7,13
O1,1040,OR1A1,140,14,0.0,185,2,no_lipo,5,3,1,3,0,14
E9,1041,OR1A1,141,20,0.0,85,0,no_lipo,5,3,1,3,8,4
L21,1042,OR1A1,142,20,0.0,135,0,no_lipo,5,3,1,3,20,11
L3,1043,OR1A1,143,20,0.0,185,0,no_lipo,5,3,1,3,2,11
K24,1044,OR1A1,132,8,0.0,185,2,no_lipo,5,3,1,3,23,10
H7,1045,OR1A1,133,14,0.0,85,0,no_lipo,5,3,1,3,6,7
N5,1046,OR1A1,134,14,0.0,85,0,no_lipo,5,3,1,3,4,13
B9,1047,OR1A1,135,14,0.0,135,0,no_lipo,5,3,1,3,8,1
J3,1048,OR1A1,136,14,0.0,135,0,no_lipo,5,3,1,3,2,9
I16,1049,OR1A1,137,14,0.0,185,0,no_lipo,5,3,1,3,15,8
A6,1050,OR1A1,138,14,0.0,185,1,no_lipo,5,3,1,3,5,0
A4,1051,OR1A1,139,14,0.0,185,2,no_lipo,5,3,1,3,3,0
I6,1052,OR1A1,140,14,0.0,185,2,no_lipo,5,3,1,3,5,8
P4,1053,OR1A1,141,20,0.0,85,0,no_lipo,5,3,1,3,3,15
M13,1054,OR1A1,142,20,0.0,135,0,no_lipo,5,3,1,3,12,12
N23,1055,OR1A1,143,20,0.0,185,0,no_lipo,5,3,1,3,22,13
O16,1056,SecYE-G,180,8,0.0,135,1,DMPC,5,3,1,3,15,14
C24,1057,SecYE-G,181,8,0.0,185,2,DMPC,5,3,1,3,23,2
E19,1058,SecYE-G,182,14,0.0,85,0,DMPC,5,3,1,3,18,4
L7,1059,SecYE-G,183,14,0.0,85,2,DOPC,5,3,1,3,6,11
G9,1060,SecYE-G,184,14,0.0,135,0,DMPC,5,3,1,3,8,6
K17,1061,SecYE-G,185,14,0.0,135,1,DMPC,5,3,1,3,16,10
F17,1062,SecYE-G,186,14,0.0,185,1,DMPC,5,3,1,3,16,5
P5,1063,SecYE-G,187,14,0.0,185,1,DOPC,5,3,1,3,4,15
G16,1064,SecYE-G,188,14,0.0,185,2,DMPC,5,3,1,3,15,6
C22,1065,SecYE-G,189,14,0.0,185,2,DOPC,5,3,1,3,21,2
F23,1066,SecYE-G,190,20,0.0,85,0,DOPC,5,3,1,3,22,5
P3,1067,SecYE-G,191,20,1.25,85,2,DOPC,5,3,1,3,2,15
E23,1068,SecYE-G,180,8,0.0,135,1,DMPC,5,3,1,3,22,4
J12,1069,SecYE-G,181,8,0.0,185,2,DMPC,5,3,1,3,11,9
H16,1070,SecYE-G,182,14,0.0,85,0,DMPC,5,3,1,3,15,7
M12,1071,SecYE-G,183,14,0.0,85,2,DOPC,5,3,1,3,11,12
D5,1072,SecYE-G,184,14,0.0,135,0,DMPC,5,3,1,3,4,3
J22,1073,SecYE-G,185,14,0.0,135,1,DMPC,5,3,1,3,21,9
M4,1074,SecYE-G,186,14,0.0,185,1,DMPC,5,3,1,3,3,12
M20,1075,SecYE-G,187,14,0.0,185,1,DOPC,5,3,1,3,19,12
H23,1076,SecYE-G,188,14,0.0,185,2,DMPC,5,3,1,3,22,7
P1,1077,SecYE-G,189,14,0.0,185,2,DOPC,5,3,1,3,0,15
G22,1078,SecYE-G,190,20,0.0,85,0,DOPC,5,3,1,3,21,6
A23,1079,SecYE-G,191,20,1.25,85,2,DOPC,5,3,1,3,22,0
B1,1080,SecYE-G,180,8,0.0,135,1,DMPC,5,3,1,3,0,1
A11,1081,SecYE-G,181,8,0.0,185,2,DMPC,5,3,1,3,10,0
I12,1082,SecYE-G,182,14,0.0,85,0,DMPC,5,3,1,3,11,8
K18,1083,SecYE-G,183,14,0.0,85,2,DOPC,5,3,1,3,17,10
M14,1084,SecYE-G,184,14,0.0,135,0,DMPC,5,3,1,3,13,12
O4,1085,SecYE-G,185,14,0.0,135,1,DMPC,5,3,1,3,3,14
M3,1086,SecYE-G,186,14,0.0,185,1,DMPC,5,3,1,3,2,12
C6,1087,SecYE-G,187,14,0.0,185,1,DOPC,5,3,1,3,5,2
A22,1088,SecYE-G,188,14,0.0,185,2,DMPC,5,3,1,3,21,0
D3,1089,SecYE-G,189,14,0.0,185,2,DOPC,5,3,1,3,2,3
L14,1090,SecYE-G,190,20,0.0,85,0,DOPC,5,3,1,3,13,11
B11,1091,SecYE-G,191,20,1.25,85,2,DOPC,5,3,1,3,10,1
G6,1092,SecYE-G,180,8,0.0,135,1,DMPC,5,3,1,3,5,6
N18,1093,SecYE-G,181,8,0.0,185,2,DMPC,5,3,1,3,17,13
M22,1094,SecYE-G,182,14,0.0,85,0,DMPC,5,3,1,3,21,12
A10,1095,SecYE-G,183,14,0.0,85,2,DOPC,5,3,1,3,9,0
F8,1096,SecYE-G,184,14,0.0,135,0,DMPC,5,3,1,3,7,5
F4,1097,SecYE-G,185,14,0.0,135,1,DMPC,5,3,1,3,3,5
M16,1098,SecYE-G,186,14,0.0,185,1,DMPC,5,3,1,3,15,12
E7,1099,SecYE-G,187,14,0.0,185,1,DOPC,5,3,1,3,6,4
F12,1100,SecYE-G,188,14,0.0,185,2,DMPC,5,3,1,3,11,5
F21,1101,SecYE-G,189,14,0.0,185,2,DOPC,5,3,1,3,20,5
J11,1102,SecYE-G,190,20,0.0,85,0,DOPC,5,3,1,3,10,9
I2,1103,SecYE-G,191,20,1.25,85,2,DOPC,5,3,1,3,1,8
K23,1104,SecYE-G,180,8,0.0,135,1,no_lipo,5,3,1,3,22,10
E16,1105,SecYE-G,181,8,0.0,185,2,no_lipo,5,3,1,3,15,4
P6,1106,SecYE-G,182,14,0.0,85,0,no_lipo,5,3,1,3,5,15
N13,1107,SecYE-G,183,14,0.0,85,2,no_lipo,5,3,1,3,12,13
B2,1108,SecYE-G,184,14,0.0,135,0,no_lipo,5,3,1,3,1,1
K15,1109,SecYE-G,185,14,0.0,135,1,no_lipo,5,3,1,3,14,10
I14,1110,SecYE-G,186,14,0.0,185,1,no_lipo,5,3,1,3,13,8
