well_name,unique_id,rxn_id,K,Liposome_name,Mg,PEG,SecYE,Liposome_conc,DNA_name,DNA_conc,plate,row,col
F7,1,1,85.0,DOPC,8.0,1.0,1.25,3,pro1,5,2,5,6
B12,3,3,85.0,DOPC,14.0,2.0,0.0,3,pro1,5,2,1,11
B3,5,5,85.0,DOPC,20.0,2.0,1.25,3,pro1,5,2,1,2
F4,9,9,85.0,DMPC,14.0,2.0,1.25,3,pro1,5,2,5,3
D20,11,11,85.0,DMPC,20.0,1.0,1.25,3,pro1,5,2,3,19
J3,13,13,185.0,DOPC,8.0,2.0,0.0,3,pro1,5,2,9,2
H10,15,15,185.0,DOPC,14.0,2.0,1.25,3,pro1,5,2,7,9
G21,16,16,185.0,DOPC,20.0,0.0,0.0,3,pro1,5,2,6,20
E23,17,17,185.0,DOPC,20.0,1.0,1.25,3,pro1,5,2,4,22
F13,18,18,185.0,DMPC,8.0,1.0,0.0,3,pro1,5,2,5,12
I6,19,19,185.0,DMPC,8.0,2.0,1.25,3,pro1,5,2,8,5
N7,20,20,185.0,DMPC,14.0,0.0,0.0,3,pro1,5,2,13,6
E2,22,22,185.0,DMPC,20.0,0.0,1.25,3,pro1,5,2,4,1
L19,24,24,85.0,no_lipo,8.0,0.0,0.0,3,pro1,5,2,11,18
P2,25,25,85.0,no_lipo,8.0,1.0,1.25,3,pro1,5,2,15,1
M3,26,26,85.0,no_lipo,14.0,0.0,1.25,3,pro1,5,2,12,2
E10,28,28,85.0,no_lipo,20.0,1.0,0.0,3,pro1,5,2,4,9
N24,29,29,85.0,no_lipo,20.0,2.0,1.25,3,pro1,5,2,13,23
M10,30,30,85.0,no_lipo,8.0,0.0,1.25,3,pro1,5,2,12,9
A18,38,38,185.0,no_lipo,14.0,1.0,0.0,3,pro1,5,2,0,17
L12,39,39,185.0,no_lipo,14.0,2.0,1.25,3,pro1,5,2,11,11
H11,44,44,185.0,no_lipo,14.0,0.0,0.0,3,pro1,5,2,7,10
A15,45,45,185.0,no_lipo,14.0,1.0,1.25,3,pro1,5,2,0,14
D10,46,46,185.0,no_lipo,20.0,0.0,1.25,3,pro1,5,2,3,9
E17,47,47,185.0,no_lipo,20.0,2.0,0.0,3,pro1,5,2,4,16
F11,48,48,85.0,DOPC,8.0,0.0,0.0,3,pro2,5,2,5,10
B7,49,49,85.0,DOPC,8.0,1.0,1.25,3,pro2,5,2,1,6
N12,50,50,85.0,DOPC,14.0,0.0,1.25,3,pro2,5,2,13,11
H18,52,52,85.0,DOPC,20.0,1.0,0.0,3,pro2,5,2,7,17
I11,53,53,85.0,DOPC,20.0,2.0,1.25,3,pro2,5,2,8,10
A21,57,57,85.0,DMPC,14.0,2.0,1.25,3,pro2,5,2,0,20
B15,59,59,85.0,DMPC,20.0,1.0,1.25,3,pro2,5,2,1,14
J10,64,64,185.0,DOPC,20.0,0.0,0.0,3,pro2,5,2,9,9
G23,67,67,185.0,DMPC,8.0,2.0,1.25,3,pro2,5,2,6,22
K21,72,72,85.0,no_lipo,8.0,0.0,0.0,3,pro2,5,2,10,20
I9,73,73,85.0,no_lipo,8.0,1.0,1.25,3,pro2,5,2,8,8
G5,75,75,85.0,no_lipo,14.0,2.0,0.0,3,pro2,5,2,6,4
B10,77,77,85.0,no_lipo,20.0,2.0,1.25,3,pro2,5,2,1,9
E3,81,81,85.0,no_lipo,14.0,2.0,1.25,3,pro2,5,2,4,2
P10,87,87,185.0,no_lipo,14.0,2.0,1.25,3,pro2,5,2,15,9
N19,91,91,185.0,no_lipo,8.0,2.0,1.25,3,pro2,5,2,13,18
G17,92,92,185.0,no_lipo,14.0,0.0,0.0,3,pro2,5,2,6,16
O22,96,96,85.0,DOPC,8.0,0.0,0.0,3,pro3,5,2,14,21
M2,97,97,85.0,DOPC,8.0,1.0,1.25,3,pro3,5,2,12,1
P6,99,99,85.0,DOPC,14.0,2.0,0.0,3,pro3,5,2,15,5
I20,100,100,85.0,DOPC,20.0,1.0,0.0,3,pro3,5,2,8,19
D6,102,102,85.0,DMPC,8.0,0.0,1.25,3,pro3,5,2,3,5
E5,104,104,85.0,DMPC,14.0,1.0,0.0,3,pro3,5,2,4,4
N4,107,107,85.0,DMPC,20.0,1.0,1.25,3,pro3,5,2,13,3
O8,108,108,185.0,DOPC,8.0,0.0,1.25,3,pro3,5,2,14,7
L10,110,110,185.0,DOPC,14.0,1.0,0.0,3,pro3,5,2,11,9
F15,113,113,185.0,DOPC,20.0,1.0,1.25,3,pro3,5,2,5,14
G6,117,117,185.0,DMPC,14.0,1.0,1.25,3,pro3,5,2,6,5
P14,118,118,185.0,DMPC,20.0,0.0,1.25,3,pro3,5,2,15,13
J19,121,121,85.0,no_lipo,8.0,1.0,1.25,3,pro3,5,2,9,18
H2,123,123,85.0,no_lipo,14.0,2.0,0.0,3,pro3,5,2,7,1
B20,126,126,85.0,no_lipo,8.0,0.0,1.25,3,pro3,5,2,1,19
M9,127,127,85.0,no_lipo,8.0,2.0,0.0,3,pro3,5,2,12,8
L17,129,129,85.0,no_lipo,14.0,2.0,1.25,3,pro3,5,2,11,16
J21,131,131,85.0,no_lipo,20.0,1.0,1.25,3,pro3,5,2,9,20
A16,132,132,185.0,no_lipo,8.0,0.0,1.25,3,pro3,5,2,0,15
J22,134,134,185.0,no_lipo,14.0,1.0,0.0,3,pro3,5,2,9,21
J11,136,136,185.0,no_lipo,20.0,0.0,0.0,3,pro3,5,2,9,10
N8,137,137,185.0,no_lipo,20.0,1.0,1.25,3,pro3,5,2,13,7
F24,140,140,185.0,no_lipo,14.0,0.0,0.0,3,pro3,5,2,5,23
O19,142,142,185.0,no_lipo,20.0,0.0,1.25,3,pro3,5,2,14,18
D8,145,145,85.0,DOPC,8.0,1.0,1.25,3,AqpZ,5,2,3,7
B23,146,146,85.0,DOPC,14.0,0.0,1.25,3,AqpZ,5,2,1,22
G2,148,148,85.0,DOPC,20.0,1.0,0.0,3,AqpZ,5,2,6,1
A6,149,149,85.0,DOPC,20.0,2.0,1.25,3,AqpZ,5,2,0,5
E24,150,150,85.0,DMPC,8.0,0.0,1.25,3,AqpZ,5,2,4,23
J12,154,154,85.0,DMPC,20.0,0.0,0.0,3,AqpZ,5,2,9,11
B22,155,155,85.0,DMPC,20.0,1.0,1.25,3,AqpZ,5,2,1,21
C5,156,156,185.0,DOPC,8.0,0.0,1.25,3,AqpZ,5,2,2,4
M12,158,158,185.0,DOPC,14.0,1.0,0.0,3,AqpZ,5,2,12,11
O9,163,163,185.0,DMPC,8.0,2.0,1.25,3,AqpZ,5,2,14,8
G9,165,165,185.0,DMPC,14.0,1.0,1.25,3,AqpZ,5,2,6,8
O11,166,166,185.0,DMPC,20.0,0.0,1.25,3,AqpZ,5,2,14,10
E12,168,168,85.0,no_lipo,8.0,0.0,0.0,3,AqpZ,5,2,4,11
F16,169,169,85.0,no_lipo,8.0,1.0,1.25,3,AqpZ,5,2,5,15
B2,170,170,85.0,no_lipo,14.0,0.0,1.25,3,AqpZ,5,2,1,1
H20,171,171,85.0,no_lipo,14.0,2.0,0.0,3,AqpZ,5,2,7,19
G16,173,173,85.0,no_lipo,20.0,2.0,1.25,3,AqpZ,5,2,6,15
A20,175,175,85.0,no_lipo,8.0,2.0,0.0,3,AqpZ,5,2,0,19
K3,177,177,85.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,2,10,2
L22,180,180,185.0,no_lipo,8.0,0.0,1.25,3,AqpZ,5,2,11,21
J9,182,182,185.0,no_lipo,14.0,1.0,0.0,3,AqpZ,5,2,9,8
F12,183,183,185.0,no_lipo,14.0,2.0,1.25,3,AqpZ,5,2,5,11
O1,184,184,185.0,no_lipo,20.0,0.0,0.0,3,AqpZ,5,2,14,0
B18,186,186,185.0,no_lipo,8.0,1.0,0.0,3,AqpZ,5,2,1,17
E22,187,187,185.0,no_lipo,8.0,2.0,1.25,3,AqpZ,5,2,4,21
E6,189,189,185.0,no_lipo,14.0,1.0,1.25,3,AqpZ,5,2,4,5
J24,190,190,185.0,no_lipo,20.0,0.0,1.25,3,AqpZ,5,2,9,23
N21,191,191,185.0,no_lipo,20.0,2.0,0.0,3,AqpZ,5,2,13,20
F3,192,0,85.0,DOPC,8.0,0.0,0.0,3,pro1,5,2,5,2
