well_name,unique_id,day,rxn_id,DNA_conc,K,Mg,SecYE,Spermidine,Liposome_name,DNA_name,plate,col,row,Liposome_conc
G14,2304,2,64,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Mol,7,13,6,3
G9,2305,2,67,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Mol,7,8,6,3
H11,2306,2,69,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Mol,7,10,7,3
O10,2307,2,70,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,Mol,7,9,14,3
M24,2308,2,73,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Mol,7,23,12,3
M15,2309,2,75,5.0,185.0,8.0,0.0,0.1,DOPC--15%PE--0%Chol,Mol,7,14,12,3
K22,2310,2,77,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,Mol,7,21,10,3
M20,2311,2,79,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Mol,7,19,12,3
P6,2312,2,80,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,Mol,7,5,15,3
N24,2313,2,83,2.5,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Mol,7,23,13,3
E9,2314,2,85,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Mol,7,8,4,3
G13,2315,2,86,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,Mol,7,12,6,3
K19,2316,2,89,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--8%Chol,Mol,7,18,10,3
L7,2317,2,91,2.5,185.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,Mol,7,6,11,3
D3,2318,2,93,2.5,85.0,8.0,0.625,4.0,DOPC--15%PE--0%Chol,Mol,7,2,3,3
H10,2319,2,95,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Mol,7,9,7,3
A5,2320,2,64,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Mol,7,4,0,3
F17,2321,2,67,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Mol,7,16,5,3
N7,2322,2,69,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Mol,7,6,13,3
E2,2323,2,70,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,Mol,7,1,4,3
D15,2324,2,73,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Mol,7,14,3,3
A2,2325,2,75,5.0,185.0,8.0,0.0,0.1,DOPC--15%PE--0%Chol,Mol,7,1,0,3
D14,2326,2,77,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,Mol,7,13,3,3
O4,2327,2,79,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Mol,7,3,14,3
A14,2328,2,80,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,Mol,7,13,0,3
M7,2329,2,83,2.5,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Mol,7,6,12,3
I13,2330,2,85,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Mol,7,12,8,3
P14,2331,2,86,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,Mol,7,13,15,3
C18,2332,2,89,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--8%Chol,Mol,7,17,2,3
L24,2333,2,91,2.5,185.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,Mol,7,23,11,3
K9,2334,2,93,2.5,85.0,8.0,0.625,4.0,DOPC--15%PE--0%Chol,Mol,7,8,10,3
F16,2335,2,95,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Mol,7,15,5,3
G6,2336,2,64,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Mol,7,5,6,3
N22,2337,2,67,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Mol,7,21,13,3
G12,2338,2,69,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Mol,7,11,6,3
O12,2339,2,70,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,Mol,7,11,14,3
L19,2340,2,73,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Mol,7,18,11,3
D24,2341,2,75,5.0,185.0,8.0,0.0,0.1,DOPC--15%PE--0%Chol,Mol,7,23,3,3
L16,2342,2,77,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,Mol,7,15,11,3
I17,2343,2,79,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Mol,7,16,8,3
G5,2344,2,80,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,Mol,7,4,6,3
N21,2345,2,83,2.5,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Mol,7,20,13,3
M11,2346,2,85,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Mol,7,10,12,3
K21,2347,2,86,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,Mol,7,20,10,3
E4,2348,2,89,5.0,85.0,8.0,0.0,4.0,DOPC--15%PE--8%Chol,Mol,7,3,4,3
D1,2349,2,91,2.5,185.0,14.0,0.0,4.0,DOPC--15%PE--0%Chol,Mol,7,0,3,3
F20,2350,2,93,2.5,85.0,8.0,0.625,4.0,DOPC--15%PE--0%Chol,Mol,7,19,5,3
F19,2351,2,95,5.0,185.0,14.0,0.625,4.0,DOPC--15%PE--8%Chol,Mol,7,18,5,3
N1,2352,2,64,5.0,85.0,14.0,0.0,0.1,DMPC--0%PE--8%Chol,Mol,7,0,13,3
K23,2353,2,67,5.0,185.0,14.0,0.0,0.1,DOPC--0%PE--8%Chol,Mol,7,22,10,3
A8,2354,2,69,5.0,85.0,8.0,0.625,0.1,DOPC--0%PE--8%Chol,Mol,7,7,0,3
O6,2355,2,70,5.0,185.0,8.0,0.625,0.1,DMPC--0%PE--8%Chol,Mol,7,5,14,3
J13,2356,2,73,2.5,85.0,14.0,0.0,0.1,DOPC--15%PE--8%Chol,Mol,7,12,9,3
A22,2357,2,75,5.0,185.0,8.0,0.0,0.1,DOPC--15%PE--0%Chol,Mol,7,21,0,3
J10,2358,2,77,5.0,85.0,14.0,0.625,0.1,DOPC--15%PE--0%Chol,Mol,7,9,9,3
A17,2359,2,79,2.5,185.0,8.0,0.625,0.1,DOPC--15%PE--8%Chol,Mol,7,16,0,3
G10,2360,2,80,2.5,85.0,8.0,0.0,4.0,DMPC--0%PE--8%Chol,Mol,7,9,6,3
F14,2361,2,83,2.5,185.0,8.0,0.0,4.0,DOPC--0%PE--8%Chol,Mol,7,13,5,3
L23,2362,2,85,2.5,85.0,14.0,0.625,4.0,DOPC--0%PE--8%Chol,Mol,7,22,11,3
J23,2363,2,86,2.5,185.0,14.0,0.625,4.0,DMPC--0%PE--8%Chol,Mol,7,22,9,3
