well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
M9,736,OR1E1,160,14,0.0,135,0,no_lipo,5,3,1,2,8,12
H17,737,OR1E1,161,14,0.0,185,1,no_lipo,5,3,1,2,16,7
H11,738,OR1E1,162,14,0.0,185,1,no_lipo,5,3,1,2,10,7
I7,739,OR1E1,163,14,0.0,185,2,no_lipo,5,3,1,2,6,8
L13,740,OR1E1,164,14,0.0,185,2,no_lipo,5,3,1,2,12,11
G19,741,OR1E1,165,20,0.0,85,0,no_lipo,5,3,1,2,18,6
P8,742,OR1E1,166,20,0.0,135,0,no_lipo,5,3,1,2,7,15
L3,743,OR1E1,167,20,1.25,85,1,no_lipo,5,3,1,2,2,11
J14,744,OR1E1,156,8,0.0,185,2,no_lipo,5,3,1,2,13,9
E24,745,OR1E1,157,8,1.25,185,2,no_lipo,5,3,1,2,23,4
O7,746,OR1E1,158,14,0.0,85,0,no_lipo,5,3,1,2,6,14
O10,747,OR1E1,159,14,0.0,135,0,no_lipo,5,3,1,2,9,14
O23,748,OR1E1,160,14,0.0,135,0,no_lipo,5,3,1,2,22,14
M2,749,OR1E1,161,14,0.0,185,1,no_lipo,5,3,1,2,1,12
H5,750,OR1E1,162,14,0.0,185,1,no_lipo,5,3,1,2,4,7
A14,751,OR1E1,163,14,0.0,185,2,no_lipo,5,3,1,2,13,0
A9,752,OR1E1,164,14,0.0,185,2,no_lipo,5,3,1,2,8,0
G11,753,OR1E1,165,20,0.0,85,0,no_lipo,5,3,1,2,10,6
A8,754,OR1E1,166,20,0.0,135,0,no_lipo,5,3,1,2,7,0
H16,755,OR1E1,167,20,1.25,85,1,no_lipo,5,3,1,2,15,7
E17,756,OR1E1,156,8,0.0,185,2,no_lipo,5,3,1,2,16,4
P5,757,OR1E1,157,8,1.25,185,2,no_lipo,5,3,1,2,4,15
J5,758,OR1E1,158,14,0.0,85,0,no_lipo,5,3,1,2,4,9
I21,759,OR1E1,159,14,0.0,135,0,no_lipo,5,3,1,2,20,8
N3,760,OR1E1,160,14,0.0,135,0,no_lipo,5,3,1,2,2,13
C21,761,OR1E1,161,14,0.0,185,1,no_lipo,5,3,1,2,20,2
P23,762,OR1E1,162,14,0.0,185,1,no_lipo,5,3,1,2,22,15
C8,763,OR1E1,163,14,0.0,185,2,no_lipo,5,3,1,2,7,2
C16,764,OR1E1,164,14,0.0,185,2,no_lipo,5,3,1,2,15,2
O5,765,OR1E1,165,20,0.0,85,0,no_lipo,5,3,1,2,4,14
D16,766,OR1E1,166,20,0.0,135,0,no_lipo,5,3,1,2,15,3
A17,767,OR1E1,167,20,1.25,85,1,no_lipo,5,3,1,2,16,0
