well_name,unique_id,DNA_name,rxn_id,DNA_conc,K,Mg,PEG,SecYE,Spermidine,Liposome_conc,Liposome_name,day,plate,col,row
D4,0,CD47,16,5.0,85,11,0,0.625,8.0,3,DOPC--0%PE--0%Chol,1,1,3,3
P19,1,CD47,17,5.0,85,11,0,1.25,1.0,3,DOPC--0%PE--0%Chol,1,1,18,15
C10,2,CD47,18,5.0,85,14,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,1,9,2
H3,3,CD47,19,5.0,135,11,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,1,2,7
B11,4,CD47,20,5.0,135,20,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,10,1
H4,5,CD47,21,5.0,135,20,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,3,7
I12,6,CD47,22,5.0,235,11,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,11,8
L20,7,CD47,23,5.0,235,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,19,11
M14,8,CD47,160,2.5,85,11,0,0.625,4.0,3,DOPC--0%PE--0%Chol,1,1,13,12
D2,9,CD47,161,2.5,85,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,1,3
O20,10,CD47,162,2.5,135,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,19,14
F7,11,CD47,270,5.0,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,6,5
B16,12,CD47,271,5.0,135,11,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,15,1
B6,13,CD47,272,5.0,135,14,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,1,5,1
I22,14,CD47,332,2.5,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,21,8
N24,15,CD47,333,2.5,135,14,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,1,23,13
C17,16,CD47,16,5.0,85,11,0,0.625,8.0,3,DOPC--0%PE--0%Chol,1,1,16,2
K20,17,CD47,17,5.0,85,11,0,1.25,1.0,3,DOPC--0%PE--0%Chol,1,1,19,10
I19,18,CD47,18,5.0,85,14,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,1,18,8
A9,19,CD47,19,5.0,135,11,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,1,8,0
J4,20,CD47,20,5.0,135,20,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,3,9
D18,21,CD47,21,5.0,135,20,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,17,3
G20,22,CD47,22,5.0,235,11,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,19,6
C3,23,CD47,23,5.0,235,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,2,2
H12,24,CD47,160,2.5,85,11,0,0.625,4.0,3,DOPC--0%PE--0%Chol,1,1,11,7
G9,25,CD47,161,2.5,85,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,8,6
H20,26,CD47,162,2.5,135,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,19,7
H9,27,CD47,270,5.0,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,8,7
K17,28,CD47,271,5.0,135,11,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,16,10
J7,29,CD47,272,5.0,135,14,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,1,6,9
A20,30,CD47,332,2.5,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,19,0
L5,31,CD47,333,2.5,135,14,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,1,4,11
L4,32,CD47,16,5.0,85,11,0,0.625,8.0,3,DOPC--0%PE--0%Chol,1,1,3,11
A12,33,CD47,17,5.0,85,11,0,1.25,1.0,3,DOPC--0%PE--0%Chol,1,1,11,0
F10,34,CD47,18,5.0,85,14,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,1,9,5
N15,35,CD47,19,5.0,135,11,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,1,14,13
K13,36,CD47,20,5.0,135,20,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,12,10
A23,37,CD47,21,5.0,135,20,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,22,0
M18,38,CD47,22,5.0,235,11,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,17,12
A24,39,CD47,23,5.0,235,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,23,0
G17,40,CD47,160,2.5,85,11,0,0.625,4.0,3,DOPC--0%PE--0%Chol,1,1,16,6
P15,41,CD47,161,2.5,85,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,14,15
L3,42,CD47,162,2.5,135,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,2,11
J6,43,CD47,270,5.0,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,5,9
G7,44,CD47,271,5.0,135,11,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,6,6
K15,45,CD47,272,5.0,135,14,0,0.0,1.0,3,DOPC--0%PE--8%Chol,1,1,14,10
A6,46,CD47,332,2.5,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,5,0
A18,47,CD47,333,2.5,135,14,0,0.0,4.0,3,DOPC--0%PE--8%Chol,1,1,17,0
C9,48,CD47,16,5.0,85,11,0,0.625,8.0,3,DOPC--0%PE--0%Chol,1,1,8,2
L24,49,CD47,17,5.0,85,11,0,1.25,1.0,3,DOPC--0%PE--0%Chol,1,1,23,11
F14,50,CD47,18,5.0,85,14,0,0.0,4.0,3,DMPC--0%PE--0%Chol,1,1,13,5
D17,51,CD47,19,5.0,135,11,0,0.0,4.0,3,DOPC--0%PE--0%Chol,1,1,16,3
C6,52,CD47,20,5.0,135,20,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,5,2
M6,53,CD47,21,5.0,135,20,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,5,12
M15,54,CD47,22,5.0,235,11,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,14,12
L23,55,CD47,23,5.0,235,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,22,11
D1,56,CD47,160,2.5,85,11,0,0.625,4.0,3,DOPC--0%PE--0%Chol,1,1,0,3
F21,57,CD47,161,2.5,85,14,0,0.0,8.0,3,DOPC--0%PE--0%Chol,1,1,20,5
D9,58,CD47,162,2.5,135,14,0,0.0,1.0,3,DOPC--0%PE--0%Chol,1,1,8,3
M2,59,CD47,270,5.0,85,20,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,1,12
A2,60,CD47,271,5.0,135,11,0,0.0,8.0,3,DOPC--0%PE--8%Chol,1,1,1,0
